exp,verb,frameNum,uid,gender,cond,pronoun,sent,target
About,embarrasses,86,86_M_his,m,Match,poss,The brochure about Liam embarrasses,his
About,embarrasses,86,86_F_his,f,Mismatch,poss,The brochure about Ellen embarrasses,his
About,had alarmed,87,87_M_him,m,Match,obj,The play about Scott had alarmed,him
About,had alarmed,87,87_F_him,f,Mismatch,obj,The play about Paula had alarmed,him
About,had alarmed,87,87_M_his,m,Match,poss,The play about Scott had alarmed,his
About,had alarmed,87,87_F_his,f,Mismatch,poss,The play about Paula had alarmed,his
About,had impressed,88,88_M_him,m,Match,obj,The movie about Omar had impressed,him
About,had impressed,88,88_F_him,f,Mismatch,obj,The movie about Carmen had impressed,him
About,had impressed,88,88_M_his,m,Match,poss,The movie about Omar had impressed,his
About,had impressed,88,88_F_his,f,Mismatch,poss,The movie about Carmen had impressed,his
About,wouldn't upset,89,89_M_him,m,Match,obj,The newspaper article about Craig wouldn't upset,him
About,wouldn't upset,89,89_F_him,f,Mismatch,obj,The newspaper article about Melissa wouldn't upset,him
About,wouldn't upset,89,89_M_his,m,Match,poss,The newspaper article about Craig wouldn't upset,his
About,wouldn't upset,89,89_F_his,f,Mismatch,poss,The newspaper article about Melissa wouldn't upset,his
About,is bothering,90,90_M_him,m,Match,obj,The story about Bill is bothering,him
About,is bothering,90,90_F_him,f,Mismatch,obj,The story about Janet is bothering,him
About,is bothering,90,90_M_his,m,Match,poss,The story about Bill is bothering,his
About,is bothering,90,90_F_his,f,Mismatch,poss,The story about Janet is bothering,his
About,bored,91,91_M_him,m,Match,obj,The essay about Raymond bored,him
About,bored,91,91_F_him,f,Mismatch,obj,The essay about Alice bored,him
About,bored,91,91_M_his,m,Match,poss,The essay about Raymond bored,his
About,bored,91,91_F_his,f,Mismatch,poss,The essay about Alice bored,his
About,hurt,92,92_M_him,m,Match,obj,The report about Walter hurt,him
About,hurt,92,92_F_him,f,Mismatch,obj,The report about Cindy hurt,him
About,hurt,92,92_M_his,m,Match,poss,The report about Walter hurt,his
About,hurt,92,92_F_his,f,Mismatch,poss,The report about Cindy hurt,his
About,embarrasses,93,93_M_him,m,Match,obj,The documentary about Donald embarrasses,him
About,embarrasses,93,93_F_him,f,Mismatch,obj,The documentary about Dawn embarrasses,him
About,embarrasses,93,93_M_his,m,Match,poss,The documentary about Donald embarrasses,his
About,embarrasses,93,93_F_his,f,Mismatch,poss,The documentary about Dawn embarrasses,his
About,isn't astounding,94,94_M_him,m,Match,obj,The commentary about Frank isn't astounding,him
About,isn't astounding,94,94_F_him,f,Mismatch,obj,The commentary about that granddaughter isn't astounding,him
About,isn't astounding,94,94_M_his,m,Match,poss,The commentary about Frank isn't astounding,his
About,isn't astounding,94,94_F_his,f,Mismatch,poss,The commentary about that granddaughter isn't astounding,his
About,embarrassed,95,95_M_him,m,Match,obj,The show about this son embarrassed,him
About,embarrassed,95,95_F_him,f,Mismatch,obj,The show about Jodi embarrassed,him
About,embarrassed,95,95_M_his,m,Match,poss,The show about this son embarrassed,his
About,embarrassed,95,95_F_his,f,Mismatch,poss,The show about Jodi embarrassed,his
About,didn't overwhelm,96,96_M_him,m,Match,obj,The book about Brian didn't overwhelm,him
About,didn't overwhelm,96,96_F_him,f,Mismatch,obj,The book about Stephanie didn't overwhelm,him
About,didn't overwhelm,96,96_M_his,m,Match,poss,The book about Brian didn't overwhelm,his
About,didn't overwhelm,96,96_F_his,f,Mismatch,poss,The book about Stephanie didn't overwhelm,his
About,shocks,97,97_M_him,m,Match,obj,The pamphlet about Daniel shocks,him
About,shocks,97,97_F_him,f,Mismatch,obj,The pamphlet about Caroline shocks,him
About,shocks,97,97_M_his,m,Match,poss,The pamphlet about Daniel shocks,his
About,shocks,97,97_F_his,f,Mismatch,poss,The pamphlet about Caroline shocks,his
About,overwhelmed,98,98_M_him,m,Match,obj,The brochure about Carlos overwhelmed,him
About,overwhelmed,98,98_F_him,f,Mismatch,obj,The brochure about Julia overwhelmed,him
About,overwhelmed,98,98_M_his,m,Match,poss,The brochure about Carlos overwhelmed,his
About,overwhelmed,98,98_F_his,f,Mismatch,poss,The brochure about Julia overwhelmed,his
About,wouldn't worry,99,99_M_him,m,Match,obj,The play about Joseph wouldn't worry,him
About,wouldn't worry,99,99_F_him,f,Mismatch,obj,The play about Victoria wouldn't worry,him
About,wouldn't worry,99,99_M_his,m,Match,poss,The play about Joseph wouldn't worry,his
About,wouldn't worry,99,99_F_his,f,Mismatch,poss,The play about Victoria wouldn't worry,his
About,does hurt,100,100_M_him,m,Match,obj,The movie about Theodore does hurt,him
About,does hurt,100,100_F_him,f,Mismatch,obj,The movie about Kristen does hurt,him
About,does hurt,100,100_M_his,m,Match,poss,The movie about Theodore does hurt,his
About,does hurt,100,100_F_his,f,Mismatch,poss,The movie about Kristen does hurt,his
About,was helping,101,101_M_him,m,Match,obj,The newspaper article about Liam was helping,him
About,was helping,101,101_F_him,f,Mismatch,obj,The newspaper article about Angela was helping,him
About,was helping,101,101_M_his,m,Match,poss,The newspaper article about Liam was helping,his
About,was helping,101,101_F_his,f,Mismatch,poss,The newspaper article about Angela was helping,his
About,worried,102,102_M_him,m,Match,obj,The story about Paul worried,him
About,worried,102,102_F_him,f,Mismatch,obj,The story about Paula worried,him
About,worried,102,102_M_his,m,Match,poss,The story about Paul worried,his
About,worried,102,102_F_his,f,Mismatch,poss,The story about Paula worried,his
About,is scaring,103,103_M_him,m,Match,obj,The essay about Brian is scaring,him
About,is scaring,103,103_F_him,f,Mismatch,obj,The essay about Florence is scaring,him
About,is scaring,103,103_M_his,m,Match,poss,The essay about Brian is scaring,his
About,is scaring,103,103_F_his,f,Mismatch,poss,The essay about Florence is scaring,his
About,could aid,104,104_M_him,m,Match,obj,The report about Russell could aid,him
About,could aid,104,104_F_him,f,Mismatch,obj,The report about Kimberley could aid,him
About,could aid,104,104_M_his,m,Match,poss,The report about Russell could aid,his
About,could aid,104,104_F_his,f,Mismatch,poss,The report about Kimberley could aid,his
About,was confusing,105,105_M_him,m,Match,obj,The documentary about Samuel was confusing,him
About,was confusing,105,105_F_him,f,Mismatch,obj,The documentary about Jessica was confusing,him
About,was confusing,105,105_M_his,m,Match,poss,The documentary about Samuel was confusing,his
About,was confusing,105,105_F_his,f,Mismatch,poss,The documentary about Jessica was confusing,his
About,wasn't impressing,106,106_M_him,m,Match,obj,The commentary about Guy wasn't impressing,him
About,wasn't impressing,106,106_F_him,f,Mismatch,obj,The commentary about Veronica wasn't impressing,him
About,wasn't impressing,106,106_M_his,m,Match,poss,The commentary about Guy wasn't impressing,his
About,wasn't impressing,106,106_F_his,f,Mismatch,poss,The commentary about Veronica wasn't impressing,his
About,is helping,107,107_M_him,m,Match,obj,The show about Timothy is helping,him
About,is helping,107,107_F_him,f,Mismatch,obj,The show about Carla is helping,him
About,is helping,107,107_M_his,m,Match,poss,The show about Timothy is helping,his
About,is helping,107,107_F_his,f,Mismatch,poss,The show about Carla is helping,his
About,hurt,108,108_M_him,m,Match,obj,The book about Carl hurt,him
About,hurt,108,108_F_him,f,Mismatch,obj,The book about Jennifer hurt,him
About,hurt,108,108_M_his,m,Match,poss,The book about Carl hurt,his
About,hurt,108,108_F_his,f,Mismatch,poss,The book about Jennifer hurt,his
About,is overwhelming,109,109_M_him,m,Match,obj,The pamphlet about Andrew is overwhelming,him
About,is overwhelming,109,109_F_him,f,Mismatch,obj,The pamphlet about Colleen is overwhelming,him
About,is overwhelming,109,109_M_his,m,Match,poss,The pamphlet about Andrew is overwhelming,his
About,is overwhelming,109,109_F_his,f,Mismatch,poss,The pamphlet about Colleen is overwhelming,his
About,impressed,110,110_M_him,m,Match,obj,The brochure about this man impressed,him
About,impressed,110,110_F_him,f,Mismatch,obj,The brochure about Allison impressed,him
About,impressed,110,110_M_his,m,Match,poss,The brochure about this man impressed,his
About,impressed,110,110_F_his,f,Mismatch,poss,The brochure about Allison impressed,his
About,can't scare,111,111_M_him,m,Match,obj,The play about Derek can't scare,him
About,can't scare,111,111_F_him,f,Mismatch,obj,The play about this girlfriend can't scare,him
About,can't scare,111,111_M_his,m,Match,poss,The play about Derek can't scare,his
About,can't scare,111,111_F_his,f,Mismatch,poss,The play about this girlfriend can't scare,his
About,annoyed,112,112_M_him,m,Match,obj,The movie about Timothy annoyed,him
About,annoyed,112,112_F_him,f,Mismatch,obj,The movie about Leslie annoyed,him
About,annoyed,112,112_M_his,m,Match,poss,The movie about Timothy annoyed,his
About,annoyed,112,112_F_his,f,Mismatch,poss,The movie about Leslie annoyed,his
About,embarrasses,113,113_M_him,m,Match,obj,The newspaper article about Edward embarrasses,him
About,embarrasses,113,113_F_him,f,Mismatch,obj,The newspaper article about Diane embarrasses,him
About,embarrasses,113,113_M_his,m,Match,poss,The newspaper article about Edward embarrasses,his
About,embarrasses,113,113_F_his,f,Mismatch,poss,The newspaper article about Diane embarrasses,his
About,can't overwhelm,114,114_M_him,m,Match,obj,The story about Eric can't overwhelm,him
About,can't overwhelm,114,114_F_him,f,Mismatch,obj,The story about Carrie can't overwhelm,him
About,can't overwhelm,114,114_M_his,m,Match,poss,The story about Eric can't overwhelm,his
About,can't overwhelm,114,114_F_his,f,Mismatch,poss,The story about Carrie can't overwhelm,his
About,is hurting,115,115_M_him,m,Match,obj,The essay about Jerry is hurting,him
About,is hurting,115,115_F_him,f,Mismatch,obj,The essay about Christine is hurting,him
About,is hurting,115,115_M_his,m,Match,poss,The essay about Jerry is hurting,his
About,is hurting,115,115_F_his,f,Mismatch,poss,The essay about Christine is hurting,his
About,hurt,116,116_M_him,m,Match,obj,The report about this boy hurt,him
About,hurt,116,116_F_him,f,Mismatch,obj,The report about this girlfriend hurt,him
About,hurt,116,116_M_his,m,Match,poss,The report about this boy hurt,his
About,hurt,116,116_F_his,f,Mismatch,poss,The report about this girlfriend hurt,his
About,underwhelms,117,117_M_him,m,Match,obj,The documentary about Matt underwhelms,him
About,underwhelms,117,117_F_him,f,Mismatch,obj,The documentary about Judy underwhelms,him
About,underwhelms,117,117_M_his,m,Match,poss,The documentary about Matt underwhelms,his
About,underwhelms,117,117_F_his,f,Mismatch,poss,The documentary about Judy underwhelms,his
About,doesn't disturb,118,118_M_him,m,Match,obj,The commentary about Michael doesn't disturb,him
About,doesn't disturb,118,118_F_him,f,Mismatch,obj,The commentary about Ann doesn't disturb,him
About,doesn't disturb,118,118_M_his,m,Match,poss,The commentary about Michael doesn't disturb,his
About,doesn't disturb,118,118_F_his,f,Mismatch,poss,The commentary about Ann doesn't disturb,his
About,doesn't annoy,119,119_M_him,m,Match,obj,The show about Scott doesn't annoy,him
About,doesn't annoy,119,119_F_him,f,Mismatch,obj,The show about Stacy doesn't annoy,him
About,doesn't annoy,119,119_M_his,m,Match,poss,The show about Scott doesn't annoy,his
About,doesn't annoy,119,119_F_his,f,Mismatch,poss,The show about Stacy doesn't annoy,his
About,shocked,120,120_M_him,m,Match,obj,The book about Alan shocked,him
About,shocked,120,120_F_him,f,Mismatch,obj,The book about Ellen shocked,him
About,shocked,120,120_M_his,m,Match,poss,The book about Alan shocked,his
About,shocked,120,120_F_his,f,Mismatch,poss,The book about Ellen shocked,his
About,isn't impressing,121,121_M_him,m,Match,obj,The pamphlet about Mitchell isn't impressing,him
About,isn't impressing,121,121_F_him,f,Mismatch,obj,The pamphlet about Stacy isn't impressing,him
About,isn't impressing,121,121_M_his,m,Match,poss,The pamphlet about Mitchell isn't impressing,his
About,isn't impressing,121,121_F_his,f,Mismatch,poss,The pamphlet about Stacy isn't impressing,his
About,worries,122,122_M_him,m,Match,obj,The brochure about Travis worries,him
About,worries,122,122_F_him,f,Mismatch,obj,The brochure about Meredith worries,him
About,worries,122,122_M_his,m,Match,poss,The brochure about Travis worries,his
About,worries,122,122_F_his,f,Mismatch,poss,The brochure about Meredith worries,his
About,hurts,123,123_M_him,m,Match,obj,The play about Matt hurts,him
About,hurts,123,123_F_him,f,Mismatch,obj,The play about Carmen hurts,him
About,hurts,123,123_M_his,m,Match,poss,The play about Matt hurts,his
About,hurts,123,123_F_his,f,Mismatch,poss,The play about Carmen hurts,his
About,shouldn't help,124,124_M_him,m,Match,obj,The movie about Kenneth shouldn't help,him
About,shouldn't help,124,124_F_him,f,Mismatch,obj,The movie about Laura shouldn't help,him
About,shouldn't help,124,124_M_his,m,Match,poss,The movie about Kenneth shouldn't help,his
About,shouldn't help,124,124_F_his,f,Mismatch,poss,The movie about Laura shouldn't help,his
About,hinders,125,125_M_him,m,Match,obj,The newspaper article about Carlos hinders,him
About,hinders,125,125_F_him,f,Mismatch,obj,The newspaper article about Emily hinders,him
About,hinders,125,125_M_his,m,Match,poss,The newspaper article about Carlos hinders,his
About,hinders,125,125_F_his,f,Mismatch,poss,The newspaper article about Emily hinders,his
About,isn't hindering,126,126_M_him,m,Match,obj,The story about Larry isn't hindering,him
About,isn't hindering,126,126_F_him,f,Mismatch,obj,The story about Mary isn't hindering,him
About,isn't hindering,126,126_M_his,m,Match,poss,The story about Larry isn't hindering,his
About,isn't hindering,126,126_F_his,f,Mismatch,poss,The story about Mary isn't hindering,his
About,is hurting,127,127_M_him,m,Match,obj,The essay about David is hurting,him
About,is hurting,127,127_F_him,f,Mismatch,obj,The essay about Rachel is hurting,him
About,is hurting,127,127_M_his,m,Match,poss,The essay about David is hurting,his
About,is hurting,127,127_F_his,f,Mismatch,poss,The essay about Rachel is hurting,his
About,worries,128,128_M_him,m,Match,obj,The report about that brother worries,him
About,worries,128,128_F_him,f,Mismatch,obj,The report about Angela worries,him
About,worries,128,128_M_his,m,Match,poss,The report about that brother worries,his
About,worries,128,128_F_his,f,Mismatch,poss,The report about Angela worries,his
About,astounded,129,129_M_him,m,Match,obj,The documentary about Dan astounded,him
About,astounded,129,129_F_him,f,Mismatch,obj,The documentary about Heather astounded,him
About,astounded,129,129_M_his,m,Match,poss,The documentary about Dan astounded,his
About,astounded,129,129_F_his,f,Mismatch,poss,The documentary about Heather astounded,his
About,overwhelms,130,130_M_him,m,Match,obj,The commentary about Eric overwhelms,him
About,overwhelms,130,130_F_him,f,Mismatch,obj,The commentary about the girlfriend overwhelms,him
About,overwhelms,130,130_M_his,m,Match,poss,The commentary about Eric overwhelms,his
About,overwhelms,130,130_F_his,f,Mismatch,poss,The commentary about the girlfriend overwhelms,his
About,has bored,131,131_M_him,m,Match,obj,The show about Christopher has bored,him
About,has bored,131,131_F_him,f,Mismatch,obj,The show about Tanya has bored,him
About,has bored,131,131_M_his,m,Match,poss,The show about Christopher has bored,his
