exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target
TwoEmbedding,alerts,leads,13,13_MFM_him,mfm,MatchMismatchMatch,obj,Omar alerts Julie that Brett leads,him
TwoEmbedding,alerts,leads,13,13_MFF_him,mff,MatchMismatchMismatch,obj,Omar alerts Julie that that lady leads,him
TwoEmbedding,alerts,leads,13,13_FMM_him,fmm,MismatchMatchMatch,obj,Laurie alerts Phillip that Brett leads,him
TwoEmbedding,alerts,leads,13,13_FMF_him,fmf,MismatchMatchMismatch,obj,Laurie alerts Phillip that that lady leads,him
TwoEmbedding,alerts,leads,13,13_FFM_him,ffm,MismatchMismatchMatch,obj,Laurie alerts Julie that Brett leads,him
TwoEmbedding,alerts,leads,13,13_FFF_him,fff,MismatchMismatchMismatch,obj,Laurie alerts Julie that that lady leads,him
TwoEmbedding,alerts,leads,13,13_MMM_his,mmm,MatchMatchMatch,poss,Omar alerts Phillip that Brett leads,his
TwoEmbedding,alerts,leads,13,13_MMF_his,mmf,MatchMatchMismatch,poss,Omar alerts Phillip that that lady leads,his
TwoEmbedding,alerts,leads,13,13_MFM_his,mfm,MatchMismatchMatch,poss,Omar alerts Julie that Brett leads,his
TwoEmbedding,alerts,leads,13,13_MFF_his,mff,MatchMismatchMismatch,poss,Omar alerts Julie that that lady leads,his
TwoEmbedding,alerts,leads,13,13_FMM_his,fmm,MismatchMatchMatch,poss,Laurie alerts Phillip that Brett leads,his
TwoEmbedding,alerts,leads,13,13_FMF_his,fmf,MismatchMatchMismatch,poss,Laurie alerts Phillip that that lady leads,his
TwoEmbedding,alerts,leads,13,13_FFM_his,ffm,MismatchMismatchMatch,poss,Laurie alerts Julie that Brett leads,his
TwoEmbedding,alerts,leads,13,13_FFF_his,fff,MismatchMismatchMismatch,poss,Laurie alerts Julie that that lady leads,his
TwoEmbedding,informs,didn't shake,14,14_MMM_him,mmm,MatchMatchMatch,obj,Kenneth informs Aaron that Robert didn't shake,him
TwoEmbedding,informs,didn't shake,14,14_MMF_him,mmf,MatchMatchMismatch,obj,Kenneth informs Aaron that Carmen didn't shake,him
TwoEmbedding,informs,didn't shake,14,14_MFM_him,mfm,MatchMismatchMatch,obj,Kenneth informs Donna that Robert didn't shake,him
TwoEmbedding,informs,didn't shake,14,14_MFF_him,mff,MatchMismatchMismatch,obj,Kenneth informs Donna that Carmen didn't shake,him
TwoEmbedding,informs,didn't shake,14,14_FMM_him,fmm,MismatchMatchMatch,obj,That lady informs Aaron that Robert didn't shake,him
TwoEmbedding,informs,didn't shake,14,14_FMF_him,fmf,MismatchMatchMismatch,obj,That lady informs Aaron that Carmen didn't shake,him
TwoEmbedding,informs,didn't shake,14,14_FFM_him,ffm,MismatchMismatchMatch,obj,That lady informs Donna that Robert didn't shake,him
TwoEmbedding,informs,didn't shake,14,14_FFF_him,fff,MismatchMismatchMismatch,obj,That lady informs Donna that Carmen didn't shake,him
TwoEmbedding,informs,didn't shake,14,14_MMM_his,mmm,MatchMatchMatch,poss,Kenneth informs Aaron that Robert didn't shake,his
TwoEmbedding,informs,didn't shake,14,14_MMF_his,mmf,MatchMatchMismatch,poss,Kenneth informs Aaron that Carmen didn't shake,his
TwoEmbedding,informs,didn't shake,14,14_MFM_his,mfm,MatchMismatchMatch,poss,Kenneth informs Donna that Robert didn't shake,his
TwoEmbedding,informs,didn't shake,14,14_MFF_his,mff,MatchMismatchMismatch,poss,Kenneth informs Donna that Carmen didn't shake,his
TwoEmbedding,informs,didn't shake,14,14_FMM_his,fmm,MismatchMatchMatch,poss,That lady informs Aaron that Robert didn't shake,his
TwoEmbedding,informs,didn't shake,14,14_FMF_his,fmf,MismatchMatchMismatch,poss,That lady informs Aaron that Carmen didn't shake,his
TwoEmbedding,informs,didn't shake,14,14_FFM_his,ffm,MismatchMismatchMatch,poss,That lady informs Donna that Robert didn't shake,his
TwoEmbedding,informs,didn't shake,14,14_FFF_his,fff,MismatchMismatchMismatch,poss,That lady informs Donna that Carmen didn't shake,his
TwoEmbedding,advised,doesn't observe,15,15_MMM_him,mmm,MatchMatchMatch,obj,Steven advised Keith that Bill doesn't observe,him
TwoEmbedding,advised,doesn't observe,15,15_MMF_him,mmf,MatchMatchMismatch,obj,Steven advised Keith that Heather doesn't observe,him
TwoEmbedding,advised,doesn't observe,15,15_MFM_him,mfm,MatchMismatchMatch,obj,Steven advised Katherine that Bill doesn't observe,him
TwoEmbedding,advised,doesn't observe,15,15_MFF_him,mff,MatchMismatchMismatch,obj,Steven advised Katherine that Heather doesn't observe,him
TwoEmbedding,advised,doesn't observe,15,15_FMM_him,fmm,MismatchMatchMatch,obj,Sarah advised Keith that Bill doesn't observe,him
TwoEmbedding,advised,doesn't observe,15,15_FMF_him,fmf,MismatchMatchMismatch,obj,Sarah advised Keith that Heather doesn't observe,him
TwoEmbedding,advised,doesn't observe,15,15_FFM_him,ffm,MismatchMismatchMatch,obj,Sarah advised Katherine that Bill doesn't observe,him
TwoEmbedding,advised,doesn't observe,15,15_FFF_him,fff,MismatchMismatchMismatch,obj,Sarah advised Katherine that Heather doesn't observe,him
TwoEmbedding,advised,doesn't observe,15,15_MMM_his,mmm,MatchMatchMatch,poss,Steven advised Keith that Bill doesn't observe,his
TwoEmbedding,advised,doesn't observe,15,15_MMF_his,mmf,MatchMatchMismatch,poss,Steven advised Keith that Heather doesn't observe,his
TwoEmbedding,advised,doesn't observe,15,15_MFM_his,mfm,MatchMismatchMatch,poss,Steven advised Katherine that Bill doesn't observe,his
TwoEmbedding,advised,doesn't observe,15,15_MFF_his,mff,MatchMismatchMismatch,poss,Steven advised Katherine that Heather doesn't observe,his
TwoEmbedding,advised,doesn't observe,15,15_FMM_his,fmm,MismatchMatchMatch,poss,Sarah advised Keith that Bill doesn't observe,his
TwoEmbedding,advised,doesn't observe,15,15_FMF_his,fmf,MismatchMatchMismatch,poss,Sarah advised Keith that Heather doesn't observe,his
TwoEmbedding,advised,doesn't observe,15,15_FFM_his,ffm,MismatchMismatchMatch,poss,Sarah advised Katherine that Bill doesn't observe,his
TwoEmbedding,advised,doesn't observe,15,15_FFF_his,fff,MismatchMismatchMismatch,poss,Sarah advised Katherine that Heather doesn't observe,his
TwoEmbedding,showed,can't find,16,16_MMM_him,mmm,MatchMatchMatch,obj,William showed Roger that Peter can't find,him
TwoEmbedding,showed,can't find,16,16_MMF_him,mmf,MatchMatchMismatch,obj,William showed Roger that Holly can't find,him
TwoEmbedding,showed,can't find,16,16_MFM_him,mfm,MatchMismatchMatch,obj,William showed Debra that Peter can't find,him
TwoEmbedding,showed,can't find,16,16_MFF_him,mff,MatchMismatchMismatch,obj,William showed Debra that Holly can't find,him
TwoEmbedding,showed,can't find,16,16_FMM_him,fmm,MismatchMatchMatch,obj,Christine showed Roger that Peter can't find,him
TwoEmbedding,showed,can't find,16,16_FMF_him,fmf,MismatchMatchMismatch,obj,Christine showed Roger that Holly can't find,him
TwoEmbedding,showed,can't find,16,16_FFM_him,ffm,MismatchMismatchMatch,obj,Christine showed Debra that Peter can't find,him
TwoEmbedding,showed,can't find,16,16_FFF_him,fff,MismatchMismatchMismatch,obj,Christine showed Debra that Holly can't find,him
TwoEmbedding,showed,can't find,16,16_MMM_his,mmm,MatchMatchMatch,poss,William showed Roger that Peter can't find,his
TwoEmbedding,showed,can't find,16,16_MMF_his,mmf,MatchMatchMismatch,poss,William showed Roger that Holly can't find,his
TwoEmbedding,showed,can't find,16,16_MFM_his,mfm,MatchMismatchMatch,poss,William showed Debra that Peter can't find,his
TwoEmbedding,showed,can't find,16,16_MFF_his,mff,MatchMismatchMismatch,poss,William showed Debra that Holly can't find,his
TwoEmbedding,showed,can't find,16,16_FMM_his,fmm,MismatchMatchMatch,poss,Christine showed Roger that Peter can't find,his
TwoEmbedding,showed,can't find,16,16_FMF_his,fmf,MismatchMatchMismatch,poss,Christine showed Roger that Holly can't find,his
TwoEmbedding,showed,can't find,16,16_FFM_his,ffm,MismatchMismatchMatch,poss,Christine showed Debra that Peter can't find,his
TwoEmbedding,showed,can't find,16,16_FFF_his,fff,MismatchMismatchMismatch,poss,Christine showed Debra that Holly can't find,his
TwoEmbedding,alerts,should hide,17,17_MMM_him,mmm,MatchMatchMatch,obj,Donald alerts Theodore that Joel should hide,him
TwoEmbedding,alerts,should hide,17,17_MMF_him,mmf,MatchMatchMismatch,obj,Donald alerts Theodore that Kirsten should hide,him
TwoEmbedding,alerts,should hide,17,17_MFM_him,mfm,MatchMismatchMatch,obj,Donald alerts Amelia that Joel should hide,him
TwoEmbedding,alerts,should hide,17,17_MFF_him,mff,MatchMismatchMismatch,obj,Donald alerts Amelia that Kirsten should hide,him
TwoEmbedding,alerts,should hide,17,17_FMM_him,fmm,MismatchMatchMatch,obj,The waitress alerts Theodore that Joel should hide,him
TwoEmbedding,alerts,should hide,17,17_FMF_him,fmf,MismatchMatchMismatch,obj,The waitress alerts Theodore that Kirsten should hide,him
TwoEmbedding,alerts,should hide,17,17_FFM_him,ffm,MismatchMismatchMatch,obj,The waitress alerts Amelia that Joel should hide,him
TwoEmbedding,alerts,should hide,17,17_FFF_him,fff,MismatchMismatchMismatch,obj,The waitress alerts Amelia that Kirsten should hide,him
TwoEmbedding,alerts,should hide,17,17_MMM_his,mmm,MatchMatchMatch,poss,Donald alerts Theodore that Joel should hide,his
TwoEmbedding,alerts,should hide,17,17_MMF_his,mmf,MatchMatchMismatch,poss,Donald alerts Theodore that Kirsten should hide,his
TwoEmbedding,alerts,should hide,17,17_MFM_his,mfm,MatchMismatchMatch,poss,Donald alerts Amelia that Joel should hide,his
TwoEmbedding,alerts,should hide,17,17_MFF_his,mff,MatchMismatchMismatch,poss,Donald alerts Amelia that Kirsten should hide,his
TwoEmbedding,alerts,should hide,17,17_FMM_his,fmm,MismatchMatchMatch,poss,The waitress alerts Theodore that Joel should hide,his
TwoEmbedding,alerts,should hide,17,17_FMF_his,fmf,MismatchMatchMismatch,poss,The waitress alerts Theodore that Kirsten should hide,his
TwoEmbedding,alerts,should hide,17,17_FFM_his,ffm,MismatchMismatchMatch,poss,The waitress alerts Amelia that Joel should hide,his
TwoEmbedding,alerts,should hide,17,17_FFF_his,fff,MismatchMismatchMismatch,poss,The waitress alerts Amelia that Kirsten should hide,his
TwoEmbedding,alerts,had praised,18,18_MMM_him,mmm,MatchMatchMatch,obj,Russell alerts this ex-boyfriend that Carl had praised,him
TwoEmbedding,alerts,had praised,18,18_MMF_him,mmf,MatchMatchMismatch,obj,Russell alerts this ex-boyfriend that Teresa had praised,him
TwoEmbedding,alerts,had praised,18,18_MFM_him,mfm,MatchMismatchMatch,obj,Russell alerts Anne that Carl had praised,him
TwoEmbedding,alerts,had praised,18,18_MFF_him,mff,MatchMismatchMismatch,obj,Russell alerts Anne that Teresa had praised,him
TwoEmbedding,alerts,had praised,18,18_FMM_him,fmm,MismatchMatchMatch,obj,Deanna alerts this ex-boyfriend that Carl had praised,him
TwoEmbedding,alerts,had praised,18,18_FMF_him,fmf,MismatchMatchMismatch,obj,Deanna alerts this ex-boyfriend that Teresa had praised,him
TwoEmbedding,alerts,had praised,18,18_FFM_him,ffm,MismatchMismatchMatch,obj,Deanna alerts Anne that Carl had praised,him
TwoEmbedding,alerts,had praised,18,18_FFF_him,fff,MismatchMismatchMismatch,obj,Deanna alerts Anne that Teresa had praised,him
TwoEmbedding,alerts,had praised,18,18_MMM_his,mmm,MatchMatchMatch,poss,Russell alerts this ex-boyfriend that Carl had praised,his
TwoEmbedding,alerts,had praised,18,18_MMF_his,mmf,MatchMatchMismatch,poss,Russell alerts this ex-boyfriend that Teresa had praised,his
TwoEmbedding,alerts,had praised,18,18_MFM_his,mfm,MatchMismatchMatch,poss,Russell alerts Anne that Carl had praised,his
TwoEmbedding,alerts,had praised,18,18_MFF_his,mff,MatchMismatchMismatch,poss,Russell alerts Anne that Teresa had praised,his
TwoEmbedding,alerts,had praised,18,18_FMM_his,fmm,MismatchMatchMatch,poss,Deanna alerts this ex-boyfriend that Carl had praised,his
TwoEmbedding,alerts,had praised,18,18_FMF_his,fmf,MismatchMatchMismatch,poss,Deanna alerts this ex-boyfriend that Teresa had praised,his
TwoEmbedding,alerts,had praised,18,18_FFM_his,ffm,MismatchMismatchMatch,poss,Deanna alerts Anne that Carl had praised,his
TwoEmbedding,alerts,had praised,18,18_FFF_his,fff,MismatchMismatchMismatch,poss,Deanna alerts Anne that Teresa had praised,his
TwoEmbedding,alerts,argued about,19,19_MMM_him,mmm,MatchMatchMatch,obj,Curtis alerts Benjamin that Benjamin argued about,him
TwoEmbedding,alerts,argued about,19,19_MMF_him,mmf,MatchMatchMismatch,obj,Curtis alerts Benjamin that Jodi argued about,him
TwoEmbedding,alerts,argued about,19,19_MFM_him,mfm,MatchMismatchMatch,obj,Curtis alerts Teresa that Benjamin argued about,him
TwoEmbedding,alerts,argued about,19,19_MFF_him,mff,MatchMismatchMismatch,obj,Curtis alerts Teresa that Jodi argued about,him
TwoEmbedding,alerts,argued about,19,19_FMM_him,fmm,MismatchMatchMatch,obj,Sandra alerts Benjamin that Benjamin argued about,him
TwoEmbedding,alerts,argued about,19,19_FMF_him,fmf,MismatchMatchMismatch,obj,Sandra alerts Benjamin that Jodi argued about,him
TwoEmbedding,alerts,argued about,19,19_FFM_him,ffm,MismatchMismatchMatch,obj,Sandra alerts Teresa that Benjamin argued about,him
TwoEmbedding,alerts,argued about,19,19_FFF_him,fff,MismatchMismatchMismatch,obj,Sandra alerts Teresa that Jodi argued about,him
TwoEmbedding,alerts,argued about,19,19_MMM_his,mmm,MatchMatchMatch,poss,Curtis alerts Benjamin that Benjamin argued about,his
TwoEmbedding,alerts,argued about,19,19_MMF_his,mmf,MatchMatchMismatch,poss,Curtis alerts Benjamin that Jodi argued about,his
TwoEmbedding,alerts,argued about,19,19_MFM_his,mfm,MatchMismatchMatch,poss,Curtis alerts Teresa that Benjamin argued about,his
TwoEmbedding,alerts,argued about,19,19_MFF_his,mff,MatchMismatchMismatch,poss,Curtis alerts Teresa that Jodi argued about,his
TwoEmbedding,alerts,argued about,19,19_FMM_his,fmm,MismatchMatchMatch,poss,Sandra alerts Benjamin that Benjamin argued about,his
TwoEmbedding,alerts,argued about,19,19_FMF_his,fmf,MismatchMatchMismatch,poss,Sandra alerts Benjamin that Jodi argued about,his
TwoEmbedding,alerts,argued about,19,19_FFM_his,ffm,MismatchMismatchMatch,poss,Sandra alerts Teresa that Benjamin argued about,his
TwoEmbedding,alerts,argued about,19,19_FFF_his,fff,MismatchMismatchMismatch,poss,Sandra alerts Teresa that Jodi argued about,his
TwoEmbedding,alerted,isn't harming,20,20_MMM_him,mmm,MatchMatchMatch,obj,Richard alerted Steve that Aaron isn't harming,him
TwoEmbedding,alerted,isn't harming,20,20_MMF_him,mmf,MatchMatchMismatch,obj,Richard alerted Steve that Nina isn't harming,him
TwoEmbedding,alerted,isn't harming,20,20_MFM_him,mfm,MatchMismatchMatch,obj,Richard alerted Martha that Aaron isn't harming,him
TwoEmbedding,alerted,isn't harming,20,20_MFF_him,mff,MatchMismatchMismatch,obj,Richard alerted Martha that Nina isn't harming,him
TwoEmbedding,alerted,isn't harming,20,20_FMM_him,fmm,MismatchMatchMatch,obj,Margaret alerted Steve that Aaron isn't harming,him
TwoEmbedding,alerted,isn't harming,20,20_FMF_him,fmf,MismatchMatchMismatch,obj,Margaret alerted Steve that Nina isn't harming,him
TwoEmbedding,alerted,isn't harming,20,20_FFM_him,ffm,MismatchMismatchMatch,obj,Margaret alerted Martha that Aaron isn't harming,him
TwoEmbedding,alerted,isn't harming,20,20_FFF_him,fff,MismatchMismatchMismatch,obj,Margaret alerted Martha that Nina isn't harming,him
TwoEmbedding,alerted,isn't harming,20,20_MMM_his,mmm,MatchMatchMatch,poss,Richard alerted Steve that Aaron isn't harming,his
TwoEmbedding,alerted,isn't harming,20,20_MMF_his,mmf,MatchMatchMismatch,poss,Richard alerted Steve that Nina isn't harming,his
TwoEmbedding,alerted,isn't harming,20,20_MFM_his,mfm,MatchMismatchMatch,poss,Richard alerted Martha that Aaron isn't harming,his
TwoEmbedding,alerted,isn't harming,20,20_MFF_his,mff,MatchMismatchMismatch,poss,Richard alerted Martha that Nina isn't harming,his
TwoEmbedding,alerted,isn't harming,20,20_FMM_his,fmm,MismatchMatchMatch,poss,Margaret alerted Steve that Aaron isn't harming,his
TwoEmbedding,alerted,isn't harming,20,20_FMF_his,fmf,MismatchMatchMismatch,poss,Margaret alerted Steve that Nina isn't harming,his
TwoEmbedding,alerted,isn't harming,20,20_FFM_his,ffm,MismatchMismatchMatch,poss,Margaret alerted Martha that Aaron isn't harming,his
TwoEmbedding,alerted,isn't harming,20,20_FFF_his,fff,MismatchMismatchMismatch,poss,Margaret alerted Martha that Nina isn't harming,his
TwoEmbedding,tells,would hurt,21,21_MMM_him,mmm,MatchMatchMatch,obj,Eric tells Ronald that William would hurt,him
TwoEmbedding,tells,would hurt,21,21_MMF_him,mmf,MatchMatchMismatch,obj,Eric tells Ronald that Christine would hurt,him
TwoEmbedding,tells,would hurt,21,21_MFM_him,mfm,MatchMismatchMatch,obj,Eric tells Jessica that William would hurt,him
TwoEmbedding,tells,would hurt,21,21_MFF_him,mff,MatchMismatchMismatch,obj,Eric tells Jessica that Christine would hurt,him
TwoEmbedding,tells,would hurt,21,21_FMM_him,fmm,MismatchMatchMatch,obj,Leslie tells Ronald that William would hurt,him
TwoEmbedding,tells,would hurt,21,21_FMF_him,fmf,MismatchMatchMismatch,obj,Leslie tells Ronald that Christine would hurt,him
TwoEmbedding,tells,would hurt,21,21_FFM_him,ffm,MismatchMismatchMatch,obj,Leslie tells Jessica that William would hurt,him
TwoEmbedding,tells,would hurt,21,21_FFF_him,fff,MismatchMismatchMismatch,obj,Leslie tells Jessica that Christine would hurt,him
TwoEmbedding,tells,would hurt,21,21_MMM_his,mmm,MatchMatchMatch,poss,Eric tells Ronald that William would hurt,his
TwoEmbedding,tells,would hurt,21,21_MMF_his,mmf,MatchMatchMismatch,poss,Eric tells Ronald that Christine would hurt,his
TwoEmbedding,tells,would hurt,21,21_MFM_his,mfm,MatchMismatchMatch,poss,Eric tells Jessica that William would hurt,his
TwoEmbedding,tells,would hurt,21,21_MFF_his,mff,MatchMismatchMismatch,poss,Eric tells Jessica that Christine would hurt,his
TwoEmbedding,tells,would hurt,21,21_FMM_his,fmm,MismatchMatchMatch,poss,Leslie tells Ronald that William would hurt,his
TwoEmbedding,tells,would hurt,21,21_FMF_his,fmf,MismatchMatchMismatch,poss,Leslie tells Ronald that Christine would hurt,his
TwoEmbedding,tells,would hurt,21,21_FFM_his,ffm,MismatchMismatchMatch,poss,Leslie tells Jessica that William would hurt,his
TwoEmbedding,tells,would hurt,21,21_FFF_his,fff,MismatchMismatchMismatch,poss,Leslie tells Jessica that Christine would hurt,his
TwoEmbedding,alerts,leaves,22,22_MMM_him,mmm,MatchMatchMatch,obj,Alan alerts Marcus that William leaves,him
TwoEmbedding,alerts,leaves,22,22_MMF_him,mmf,MatchMatchMismatch,obj,Alan alerts Marcus that Lori leaves,him
TwoEmbedding,alerts,leaves,22,22_MFM_him,mfm,MatchMismatchMatch,obj,Alan alerts Nancy that William leaves,him
TwoEmbedding,alerts,leaves,22,22_MFF_him,mff,MatchMismatchMismatch,obj,Alan alerts Nancy that Lori leaves,him
TwoEmbedding,alerts,leaves,22,22_FMM_him,fmm,MismatchMatchMatch,obj,Ella alerts Marcus that William leaves,him
TwoEmbedding,alerts,leaves,22,22_FMF_him,fmf,MismatchMatchMismatch,obj,Ella alerts Marcus that Lori leaves,him
TwoEmbedding,alerts,leaves,22,22_FFM_him,ffm,MismatchMismatchMatch,obj,Ella alerts Nancy that William leaves,him
TwoEmbedding,alerts,leaves,22,22_FFF_him,fff,MismatchMismatchMismatch,obj,Ella alerts Nancy that Lori leaves,him
