exp,verb,frameNum,uid,gender,cond,pronoun,sent,target
simple,sounded like,96,96_F_his,f,Mismatch,poss,Danielle sounded like,his
simple,talks to,97,97_M_him,m,Match,obj,Gary talks to,him
simple,talks to,97,97_M_his,m,Match,poss,Gary talks to,his
simple,talks to,97,97_F_him,f,Mismatch,obj,Diane talks to,him
simple,talks to,97,97_F_his,f,Mismatch,poss,Diane talks to,his
simple,had investigated,98,98_M_him,m,Match,obj,Richard had investigated,him
simple,had investigated,98,98_M_his,m,Match,poss,Richard had investigated,his
simple,had investigated,98,98_F_him,f,Mismatch,obj,Connie had investigated,him
simple,had investigated,98,98_F_his,f,Mismatch,poss,Connie had investigated,his
simple,can examine,99,99_M_him,m,Match,obj,Guy can examine,him
simple,can examine,99,99_M_his,m,Match,poss,Guy can examine,his
simple,can examine,99,99_F_him,f,Mismatch,obj,Amanda can examine,him
simple,can examine,99,99_F_his,f,Mismatch,poss,Amanda can examine,his
simple,should examine,100,100_M_him,m,Match,obj,Dan should examine,him
simple,should examine,100,100_M_his,m,Match,poss,Dan should examine,his
simple,should examine,100,100_F_him,f,Mismatch,obj,Kristen should examine,him
simple,should examine,100,100_F_his,f,Mismatch,poss,Kristen should examine,his
simple,will draw,101,101_M_him,m,Match,obj,Craig will draw,him
simple,will draw,101,101_M_his,m,Match,poss,Craig will draw,his
simple,will draw,101,101_F_him,f,Mismatch,obj,Sally will draw,him
simple,will draw,101,101_F_his,f,Mismatch,poss,Sally will draw,his
simple,hasn't impressed,102,102_M_him,m,Match,obj,That man hasn't impressed,him
simple,hasn't impressed,102,102_M_his,m,Match,poss,That man hasn't impressed,his
simple,hasn't impressed,102,102_F_him,f,Mismatch,obj,Laura hasn't impressed,him
simple,hasn't impressed,102,102_F_his,f,Mismatch,poss,Laura hasn't impressed,his
simple,has discussed,103,103_M_him,m,Match,obj,Carlos has discussed,him
simple,has discussed,103,103_M_his,m,Match,poss,Carlos has discussed,his
simple,has discussed,103,103_F_him,f,Mismatch,obj,Susan has discussed,him
simple,has discussed,103,103_F_his,f,Mismatch,poss,Susan has discussed,his
simple,couldn't lead,104,104_M_him,m,Match,obj,Omar couldn't lead,him
simple,couldn't lead,104,104_M_his,m,Match,poss,Omar couldn't lead,his
simple,couldn't lead,104,104_F_him,f,Mismatch,obj,Wendy couldn't lead,him
simple,couldn't lead,104,104_F_his,f,Mismatch,poss,Wendy couldn't lead,his
simple,shocked,105,105_M_him,m,Match,obj,Carlos shocked,him
simple,shocked,105,105_M_his,m,Match,poss,Carlos shocked,his
simple,shocked,105,105_F_him,f,Mismatch,obj,Christine shocked,him
simple,shocked,105,105_F_his,f,Mismatch,poss,Christine shocked,his
simple,was holding,106,106_M_him,m,Match,obj,Jason was holding,him
simple,was holding,106,106_M_his,m,Match,poss,Jason was holding,his
simple,was holding,106,106_F_him,f,Mismatch,obj,Colleen was holding,him
simple,was holding,106,106_F_his,f,Mismatch,poss,Colleen was holding,his
simple,was underwhelming,107,107_M_him,m,Match,obj,William was underwhelming,him
simple,was underwhelming,107,107_M_his,m,Match,poss,William was underwhelming,his
simple,was underwhelming,107,107_F_him,f,Mismatch,obj,Jessica was underwhelming,him
simple,was underwhelming,107,107_F_his,f,Mismatch,poss,Jessica was underwhelming,his
simple,criticized,108,108_M_him,m,Match,obj,The nephew criticized,him
simple,criticized,108,108_M_his,m,Match,poss,The nephew criticized,his
simple,criticized,108,108_F_him,f,Mismatch,obj,Eva criticized,him
simple,criticized,108,108_F_his,f,Mismatch,poss,Eva criticized,his
simple,distracts,109,109_M_him,m,Match,obj,Matt distracts,him
simple,distracts,109,109_M_his,m,Match,poss,Matt distracts,his
simple,distracts,109,109_F_him,f,Mismatch,obj,Melissa distracts,him
simple,distracts,109,109_F_his,f,Mismatch,poss,Melissa distracts,his
simple,kissed,110,110_M_him,m,Match,obj,Wayne kissed,him
simple,kissed,110,110_M_his,m,Match,poss,Wayne kissed,his
simple,kissed,110,110_F_him,f,Mismatch,obj,Diane kissed,him
simple,kissed,110,110_F_his,f,Mismatch,poss,Diane kissed,his
simple,shoots,111,111_M_him,m,Match,obj,Dennis shoots,him
simple,shoots,111,111_M_his,m,Match,poss,Dennis shoots,his
simple,shoots,111,111_F_him,f,Mismatch,obj,Elizabeth shoots,him
simple,shoots,111,111_F_his,f,Mismatch,poss,Elizabeth shoots,his
simple,talked about,112,112_M_him,m,Match,obj,Christopher talked about,him
simple,talked about,112,112_M_his,m,Match,poss,Christopher talked about,his
simple,talked about,112,112_F_him,f,Mismatch,obj,Sharon talked about,him
simple,talked about,112,112_F_his,f,Mismatch,poss,Sharon talked about,his
simple,distracted,113,113_M_him,m,Match,obj,That man distracted,him
simple,distracted,113,113_M_his,m,Match,poss,That man distracted,his
simple,distracted,113,113_F_him,f,Mismatch,obj,Deanna distracted,him
simple,distracted,113,113_F_his,f,Mismatch,poss,Deanna distracted,his
simple,has heard,114,114_M_him,m,Match,obj,Donald has heard,him
simple,has heard,114,114_M_his,m,Match,poss,Donald has heard,his
simple,has heard,114,114_F_him,f,Mismatch,obj,Caroline has heard,him
simple,has heard,114,114_F_his,f,Mismatch,poss,Caroline has heard,his
simple,isn't teaching,115,115_M_him,m,Match,obj,Gary isn't teaching,him
simple,isn't teaching,115,115_M_his,m,Match,poss,Gary isn't teaching,his
simple,isn't teaching,115,115_F_him,f,Mismatch,obj,Tracy isn't teaching,him
simple,isn't teaching,115,115_F_his,f,Mismatch,poss,Tracy isn't teaching,his
simple,approaches,116,116_M_him,m,Match,obj,Rodney approaches,him
simple,approaches,116,116_M_his,m,Match,poss,Rodney approaches,his
simple,approaches,116,116_F_him,f,Mismatch,obj,The girl approaches,him
simple,approaches,116,116_F_his,f,Mismatch,poss,The girl approaches,his
simple,had chosen,117,117_M_him,m,Match,obj,Timothy had chosen,him
simple,had chosen,117,117_M_his,m,Match,poss,Timothy had chosen,his
simple,had chosen,117,117_F_him,f,Mismatch,obj,Martha had chosen,him
simple,had chosen,117,117_F_his,f,Mismatch,poss,Martha had chosen,his
simple,returns to,118,118_M_him,m,Match,obj,Dan returns to,him
simple,returns to,118,118_M_his,m,Match,poss,Dan returns to,his
simple,returns to,118,118_F_him,f,Mismatch,obj,Amelia returns to,him
simple,returns to,118,118_F_his,f,Mismatch,poss,Amelia returns to,his
simple,was hiring,119,119_M_him,m,Match,obj,Donald was hiring,him
simple,was hiring,119,119_M_his,m,Match,poss,Donald was hiring,his
simple,was hiring,119,119_F_him,f,Mismatch,obj,Sharon was hiring,him
simple,was hiring,119,119_F_his,f,Mismatch,poss,Sharon was hiring,his
simple,revealed,120,120_M_him,m,Match,obj,Walter revealed,him
simple,revealed,120,120_M_his,m,Match,poss,Walter revealed,his
simple,revealed,120,120_F_him,f,Mismatch,obj,April revealed,him
simple,revealed,120,120_F_his,f,Mismatch,poss,April revealed,his
simple,had fired,121,121_M_him,m,Match,obj,Randolf had fired,him
simple,had fired,121,121_M_his,m,Match,poss,Randolf had fired,his
simple,had fired,121,121_F_him,f,Mismatch,obj,Jill had fired,him
simple,had fired,121,121_F_his,f,Mismatch,poss,Jill had fired,his
simple,isn't firing,122,122_M_him,m,Match,obj,Patrick isn't firing,him
simple,isn't firing,122,122_M_his,m,Match,poss,Patrick isn't firing,his
simple,isn't firing,122,122_F_him,f,Mismatch,obj,Martha isn't firing,him
simple,isn't firing,122,122_F_his,f,Mismatch,poss,Martha isn't firing,his
simple,investigated,123,123_M_him,m,Match,obj,Eric investigated,him
simple,investigated,123,123_M_his,m,Match,poss,Eric investigated,his
simple,investigated,123,123_F_him,f,Mismatch,obj,Elizabeth investigated,him
simple,investigated,123,123_F_his,f,Mismatch,poss,Elizabeth investigated,his
simple,hugs,124,124_M_him,m,Match,obj,Jason hugs,him
simple,hugs,124,124_M_his,m,Match,poss,Jason hugs,his
simple,hugs,124,124_F_him,f,Mismatch,obj,Jane hugs,him
simple,hugs,124,124_F_his,f,Mismatch,poss,Jane hugs,his
simple,hides,125,125_M_him,m,Match,obj,Derek hides,him
simple,hides,125,125_M_his,m,Match,poss,Derek hides,his
simple,hides,125,125_F_him,f,Mismatch,obj,Beth hides,him
simple,hides,125,125_F_his,f,Mismatch,poss,Beth hides,his
simple,can escape from,126,126_M_him,m,Match,obj,The man can escape from,him
simple,can escape from,126,126_M_his,m,Match,poss,The man can escape from,his
simple,can escape from,126,126_F_him,f,Mismatch,obj,Jennifer can escape from,him
simple,can escape from,126,126_F_his,f,Mismatch,poss,Jennifer can escape from,his
simple,isn't drawing,127,127_M_him,m,Match,obj,Larry isn't drawing,him
simple,isn't drawing,127,127_M_his,m,Match,poss,Larry isn't drawing,his
simple,isn't drawing,127,127_F_him,f,Mismatch,obj,Amelia isn't drawing,him
simple,isn't drawing,127,127_F_his,f,Mismatch,poss,Amelia isn't drawing,his
simple,visits,128,128_M_him,m,Match,obj,Jason visits,him
simple,visits,128,128_M_his,m,Match,poss,Jason visits,his
simple,visits,128,128_F_him,f,Mismatch,obj,Danielle visits,him
simple,visits,128,128_F_his,f,Mismatch,poss,Danielle visits,his
simple,won't talk about,129,129_M_him,m,Match,obj,Todd won't talk about,him
simple,won't talk about,129,129_M_his,m,Match,poss,Todd won't talk about,his
simple,won't talk about,129,129_F_him,f,Mismatch,obj,Rebecca won't talk about,him
simple,won't talk about,129,129_F_his,f,Mismatch,poss,Rebecca won't talk about,his
simple,can complain about,130,130_M_him,m,Match,obj,Ronald can complain about,him
simple,can complain about,130,130_M_his,m,Match,poss,Ronald can complain about,his
simple,can complain about,130,130_F_him,f,Mismatch,obj,Pamela can complain about,him
simple,can complain about,130,130_F_his,f,Mismatch,poss,Pamela can complain about,his
simple,did see,131,131_M_him,m,Match,obj,Carl did see,him
simple,did see,131,131_M_his,m,Match,poss,Carl did see,his
simple,did see,131,131_F_him,f,Mismatch,obj,Cheryl did see,him
simple,did see,131,131_F_his,f,Mismatch,poss,Cheryl did see,his
simple,had noticed,132,132_M_him,m,Match,obj,Alexander had noticed,him
simple,had noticed,132,132_M_his,m,Match,poss,Alexander had noticed,his
simple,had noticed,132,132_F_him,f,Mismatch,obj,Cheryl had noticed,him
simple,had noticed,132,132_F_his,f,Mismatch,poss,Cheryl had noticed,his
simple,had forgotten,133,133_M_him,m,Match,obj,Peter had forgotten,him
simple,had forgotten,133,133_M_his,m,Match,poss,Peter had forgotten,his
simple,had forgotten,133,133_F_him,f,Mismatch,obj,Ann had forgotten,him
simple,had forgotten,133,133_F_his,f,Mismatch,poss,Ann had forgotten,his
simple,hindered,134,134_M_him,m,Match,obj,Walter hindered,him
simple,hindered,134,134_M_his,m,Match,poss,Walter hindered,his
simple,hindered,134,134_F_him,f,Mismatch,obj,Ellen hindered,him
simple,hindered,134,134_F_his,f,Mismatch,poss,Ellen hindered,his
simple,has revealed,135,135_M_him,m,Match,obj,Benjamin has revealed,him
simple,has revealed,135,135_M_his,m,Match,poss,Benjamin has revealed,his
simple,has revealed,135,135_F_him,f,Mismatch,obj,Sally has revealed,him
simple,has revealed,135,135_F_his,f,Mismatch,poss,Sally has revealed,his
simple,can't hurt,136,136_M_him,m,Match,obj,Alexander can't hurt,him
simple,can't hurt,136,136_M_his,m,Match,poss,Alexander can't hurt,his
simple,can't hurt,136,136_F_him,f,Mismatch,obj,This woman can't hurt,him
simple,can't hurt,136,136_F_his,f,Mismatch,poss,This woman can't hurt,his
simple,has hidden,137,137_M_him,m,Match,obj,Craig has hidden,him
simple,has hidden,137,137_M_his,m,Match,poss,Craig has hidden,his
simple,has hidden,137,137_F_him,f,Mismatch,obj,Cindy has hidden,him
simple,has hidden,137,137_F_his,f,Mismatch,poss,Cindy has hidden,his
simple,wasn't investigating,138,138_M_him,m,Match,obj,The ex-boyfriend wasn't investigating,him
simple,wasn't investigating,138,138_M_his,m,Match,poss,The ex-boyfriend wasn't investigating,his
simple,wasn't investigating,138,138_F_him,f,Mismatch,obj,Teresa wasn't investigating,him
simple,wasn't investigating,138,138_F_his,f,Mismatch,poss,Teresa wasn't investigating,his
simple,investigated,139,139_M_him,m,Match,obj,This man investigated,him
simple,investigated,139,139_M_his,m,Match,poss,This man investigated,his
simple,investigated,139,139_F_him,f,Mismatch,obj,Carolyn investigated,him
simple,investigated,139,139_F_his,f,Mismatch,poss,Carolyn investigated,his
simple,was describing,140,140_M_him,m,Match,obj,Randolf was describing,him
simple,was describing,140,140_M_his,m,Match,poss,Randolf was describing,his
simple,was describing,140,140_F_him,f,Mismatch,obj,Claire was describing,him
simple,was describing,140,140_F_his,f,Mismatch,poss,Claire was describing,his
simple,complains about,141,141_M_him,m,Match,obj,Travis complains about,him
simple,complains about,141,141_M_his,m,Match,poss,Travis complains about,his
simple,complains about,141,141_F_him,f,Mismatch,obj,Julie complains about,him
simple,complains about,141,141_F_his,f,Mismatch,poss,Julie complains about,his
simple,understood,142,142_M_him,m,Match,obj,Carlos understood,him
simple,understood,142,142_M_his,m,Match,poss,Carlos understood,his
simple,understood,142,142_F_him,f,Mismatch,obj,Ann understood,him
simple,understood,142,142_F_his,f,Mismatch,poss,Ann understood,his
simple,stuns,143,143_M_him,m,Match,obj,The husband stuns,him
simple,stuns,143,143_M_his,m,Match,poss,The husband stuns,his
simple,stuns,143,143_F_him,f,Mismatch,obj,Michelle stuns,him
simple,stuns,143,143_F_his,f,Mismatch,poss,Michelle stuns,his
simple,harmed,144,144_M_him,m,Match,obj,Mitchell harmed,him
simple,harmed,144,144_M_his,m,Match,poss,Mitchell harmed,his
simple,harmed,144,144_F_him,f,Mismatch,obj,Claire harmed,him
simple,harmed,144,144_F_his,f,Mismatch,poss,Claire harmed,his
simple,will cure,145,145_M_him,m,Match,obj,Scott will cure,him
simple,will cure,145,145_M_his,m,Match,poss,Scott will cure,his
simple,will cure,145,145_F_him,f,Mismatch,obj,Samantha will cure,him
simple,will cure,145,145_F_his,f,Mismatch,poss,Samantha will cure,his
simple,hasn't led,146,146_M_him,m,Match,obj,Jason hasn't led,him
simple,hasn't led,146,146_M_his,m,Match,poss,Jason hasn't led,his
simple,hasn't led,146,146_F_him,f,Mismatch,obj,Valerie hasn't led,him
simple,hasn't led,146,146_F_his,f,Mismatch,poss,Valerie hasn't led,his
simple,insults,147,147_M_him,m,Match,obj,Douglas insults,him
simple,insults,147,147_M_his,m,Match,poss,Douglas insults,his
simple,insults,147,147_F_him,f,Mismatch,obj,Linda insults,him
simple,insults,147,147_F_his,f,Mismatch,poss,Linda insults,his
simple,was complaining about,148,148_M_him,m,Match,obj,This boy was complaining about,him
simple,was complaining about,148,148_M_his,m,Match,poss,This boy was complaining about,his
simple,was complaining about,148,148_F_him,f,Mismatch,obj,Erin was complaining about,him
simple,was complaining about,148,148_F_his,f,Mismatch,poss,Erin was complaining about,his
simple,fled from,149,149_M_him,m,Match,obj,Dennis fled from,him
simple,fled from,149,149_M_his,m,Match,poss,Dennis fled from,his
simple,fled from,149,149_F_him,f,Mismatch,obj,Paula fled from,him
simple,fled from,149,149_F_his,f,Mismatch,poss,Paula fled from,his
simple,criticizes,150,150_M_him,m,Match,obj,Stephen criticizes,him
simple,criticizes,150,150_M_his,m,Match,poss,Stephen criticizes,his
simple,criticizes,150,150_F_him,f,Mismatch,obj,The waitress criticizes,him
simple,criticizes,150,150_F_his,f,Mismatch,poss,The waitress criticizes,his
simple,had forgotten,151,151_M_him,m,Match,obj,Dennis had forgotten,him
simple,had forgotten,151,151_M_his,m,Match,poss,Dennis had forgotten,his
simple,had forgotten,151,151_F_him,f,Mismatch,obj,Paula had forgotten,him
simple,had forgotten,151,151_F_his,f,Mismatch,poss,Paula had forgotten,his
simple,hadn't hugged,152,152_M_him,m,Match,obj,William hadn't hugged,him
simple,hadn't hugged,152,152_M_his,m,Match,poss,William hadn't hugged,his
simple,hadn't hugged,152,152_F_him,f,Mismatch,obj,This girlfriend hadn't hugged,him
simple,hadn't hugged,152,152_F_his,f,Mismatch,poss,This girlfriend hadn't hugged,his
simple,caught,153,153_M_him,m,Match,obj,Eric caught,him
simple,caught,153,153_M_his,m,Match,poss,Eric caught,his
simple,caught,153,153_F_him,f,Mismatch,obj,Diane caught,him
simple,caught,153,153_F_his,f,Mismatch,poss,Diane caught,his
simple,had stunned,154,154_M_him,m,Match,obj,Charles had stunned,him
simple,had stunned,154,154_M_his,m,Match,poss,Charles had stunned,his
simple,had stunned,154,154_F_him,f,Mismatch,obj,Kristin had stunned,him
simple,had stunned,154,154_F_his,f,Mismatch,poss,Kristin had stunned,his
simple,hasn't complained about,155,155_M_him,m,Match,obj,Alexander hasn't complained about,him
simple,hasn't complained about,155,155_M_his,m,Match,poss,Alexander hasn't complained about,his
simple,hasn't complained about,155,155_F_him,f,Mismatch,obj,Cindy hasn't complained about,him
simple,hasn't complained about,155,155_F_his,f,Mismatch,poss,Cindy hasn't complained about,his
simple,couldn't aggravate,156,156_M_him,m,Match,obj,Robert couldn't aggravate,him
simple,couldn't aggravate,156,156_M_his,m,Match,poss,Robert couldn't aggravate,his
simple,couldn't aggravate,156,156_F_him,f,Mismatch,obj,Connie couldn't aggravate,him
simple,couldn't aggravate,156,156_F_his,f,Mismatch,poss,Connie couldn't aggravate,his
simple,loses,157,157_M_him,m,Match,obj,Roger loses,him
simple,loses,157,157_M_his,m,Match,poss,Roger loses,his
simple,loses,157,157_F_him,f,Mismatch,obj,Martha loses,him
simple,loses,157,157_F_his,f,Mismatch,poss,Martha loses,his
simple,sounds like,158,158_M_him,m,Match,obj,Guy sounds like,him
simple,sounds like,158,158_M_his,m,Match,poss,Guy sounds like,his
simple,sounds like,158,158_F_him,f,Mismatch,obj,The girlfriend sounds like,him
simple,sounds like,158,158_F_his,f,Mismatch,poss,The girlfriend sounds like,his
simple,is thinking about,159,159_M_him,m,Match,obj,Larry is thinking about,him
simple,is thinking about,159,159_M_his,m,Match,poss,Larry is thinking about,his
simple,is thinking about,159,159_F_him,f,Mismatch,obj,Christine is thinking about,him
simple,is thinking about,159,159_F_his,f,Mismatch,poss,Christine is thinking about,his
simple,hadn't talked about,160,160_M_him,m,Match,obj,Dan hadn't talked about,him
simple,hadn't talked about,160,160_M_his,m,Match,poss,Dan hadn't talked about,his
simple,hadn't talked about,160,160_F_him,f,Mismatch,obj,This wife hadn't talked about,him
simple,hadn't talked about,160,160_F_his,f,Mismatch,poss,This wife hadn't talked about,his
simple,harms,161,161_M_him,m,Match,obj,Todd harms,him
simple,harms,161,161_M_his,m,Match,poss,Todd harms,his
