exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2_surp
simple,hires,78,78_F_him,f,Mismatch,obj,Ann hires,him,5.576026439666748
simple,hires,78,78_F_his,f,Mismatch,poss,Ann hires,his,5.2868971824646
simple,had shocked,79,79_M_him,m,Match,obj,That ex-boyfriend had shocked,him,2.636941909790039
simple,had shocked,79,79_M_his,m,Match,poss,That ex-boyfriend had shocked,his,3.8486573696136475
simple,had shocked,79,79_F_him,f,Mismatch,obj,Barbara had shocked,him,5.748253345489502
simple,had shocked,79,79_F_his,f,Mismatch,poss,Barbara had shocked,his,4.987335681915283
simple,could talk to,80,80_M_him,m,Match,obj,Steven could talk to,him,3.180124282836914
simple,could talk to,80,80_M_his,m,Match,poss,Steven could talk to,his,5.164402008056641
simple,could talk to,80,80_F_him,f,Mismatch,obj,Irene could talk to,him,2.9777534008026123
simple,could talk to,80,80_F_his,f,Mismatch,poss,Irene could talk to,his,5.827040195465088
simple,did scan,81,81_M_him,m,Match,obj,This grandson did scan,him,6.659055233001709
simple,did scan,81,81_M_his,m,Match,poss,This grandson did scan,his,4.7129597663879395
simple,did scan,81,81_F_him,f,Mismatch,obj,Brenda did scan,him,5.9783830642700195
simple,did scan,81,81_F_his,f,Mismatch,poss,Brenda did scan,his,4.430803298950195
simple,noticed,82,82_M_him,m,Match,obj,Thomas noticed,him,7.164757251739502
simple,noticed,82,82_M_his,m,Match,poss,Thomas noticed,his,5.18067741394043
simple,noticed,82,82_F_him,f,Mismatch,obj,Dawn noticed,him,6.947855472564697
simple,noticed,82,82_F_his,f,Mismatch,poss,Dawn noticed,his,5.873142719268799
simple,liked,83,83_M_him,m,Match,obj,Wayne liked,him,6.316941261291504
simple,liked,83,83_M_his,m,Match,poss,Wayne liked,his,4.6976518630981445
simple,liked,83,83_F_him,f,Mismatch,obj,Rachel liked,him,5.700797080993652
simple,liked,83,83_F_his,f,Mismatch,poss,Rachel liked,his,5.001121520996094
simple,didn't hear,84,84_M_him,m,Match,obj,Lawrence didn't hear,him,4.697380542755127
simple,didn't hear,84,84_M_his,m,Match,poss,Lawrence didn't hear,his,5.614298343658447
simple,didn't hear,84,84_F_him,f,Mismatch,obj,The waitress didn't hear,him,4.437942028045654
simple,didn't hear,84,84_F_his,f,Mismatch,poss,The waitress didn't hear,his,7.7691330909729
simple,has boasted about,85,85_M_him,m,Match,obj,Frank has boasted about,him,8.234911918640137
simple,has boasted about,85,85_M_his,m,Match,poss,Frank has boasted about,his,1.7031034231185913
simple,has boasted about,85,85_F_him,f,Mismatch,obj,Nicole has boasted about,him,9.255108833312988
simple,has boasted about,85,85_F_his,f,Mismatch,poss,Nicole has boasted about,his,3.556621551513672
simple,would love,86,86_M_him,m,Match,obj,Peter would love,him,10.274993896484375
simple,would love,86,86_M_his,m,Match,poss,Peter would love,his,8.161611557006836
simple,would love,86,86_F_him,f,Mismatch,obj,Sandra would love,him,8.74338436126709
simple,would love,86,86_F_his,f,Mismatch,poss,Sandra would love,his,9.228523254394531
simple,works with,87,87_M_him,m,Match,obj,Todd works with,him,7.4265828132629395
simple,works with,87,87_M_his,m,Match,poss,Todd works with,his,5.733745574951172
simple,works with,87,87_F_him,f,Mismatch,obj,Janet works with,him,7.745201587677002
simple,works with,87,87_F_his,f,Mismatch,poss,Janet works with,his,5.612154006958008
simple,can fight,88,88_M_him,m,Match,obj,Joel can fight,him,6.081306457519531
simple,can fight,88,88_M_his,m,Match,poss,Joel can fight,his,5.419373989105225
simple,can fight,88,88_F_him,f,Mismatch,obj,Catherine can fight,him,8.095516204833984
simple,can fight,88,88_F_his,f,Mismatch,poss,Catherine can fight,his,8.602768898010254
simple,talks about,89,89_M_him,m,Match,obj,Daniel talks about,him,8.385077476501465
simple,talks about,89,89_M_his,m,Match,poss,Daniel talks about,his,2.9092159271240234
simple,talks about,89,89_F_him,f,Mismatch,obj,Stacey talks about,him,9.837360382080078
simple,talks about,89,89_F_his,f,Mismatch,poss,Stacey talks about,his,5.229084491729736
simple,has investigated,90,90_M_him,m,Match,obj,Ronald has investigated,him,9.198911666870117
simple,has investigated,90,90_M_his,m,Match,poss,Ronald has investigated,his,5.966122150421143
simple,has investigated,90,90_F_him,f,Mismatch,obj,Leslie has investigated,him,9.670022010803223
simple,has investigated,90,90_F_his,f,Mismatch,poss,Leslie has investigated,his,6.456923484802246
simple,wouldn't astound,91,91_M_him,m,Match,obj,Omar wouldn't astound,him,5.606811046600342
simple,wouldn't astound,91,91_M_his,m,Match,poss,Omar wouldn't astound,his,6.9333062171936035
simple,wouldn't astound,91,91_F_him,f,Mismatch,obj,Claire wouldn't astound,him,6.801930904388428
simple,wouldn't astound,91,91_F_his,f,Mismatch,poss,Claire wouldn't astound,his,7.8902812004089355
simple,wasn't praising,92,92_M_him,m,Match,obj,Donald wasn't praising,him,2.9380195140838623
simple,wasn't praising,92,92_M_his,m,Match,poss,Donald wasn't praising,his,4.688302040100098
simple,wasn't praising,92,92_F_him,f,Mismatch,obj,Diane wasn't praising,him,3.8197336196899414
simple,wasn't praising,92,92_F_his,f,Mismatch,poss,Diane wasn't praising,his,5.388127326965332
simple,had argued about,93,93_M_him,m,Match,obj,Dennis had argued about,him,8.10611343383789
simple,had argued about,93,93_M_his,m,Match,poss,Dennis had argued about,his,4.939044952392578
simple,had argued about,93,93_F_him,f,Mismatch,obj,Kristin had argued about,him,7.781112194061279
simple,had argued about,93,93_F_his,f,Mismatch,poss,Kristin had argued about,his,4.99251651763916
simple,astounds,94,94_M_him,m,Match,obj,Carl astounds,him,7.623280048370361
simple,astounds,94,94_M_his,m,Match,poss,Carl astounds,his,7.474929332733154
simple,astounds,94,94_F_him,f,Mismatch,obj,Stacy astounds,him,6.9688334465026855
simple,astounds,94,94_F_his,f,Mismatch,poss,Stacy astounds,his,7.629610061645508
simple,is praising,95,95_M_him,m,Match,obj,Bradley is praising,him,4.81373929977417
simple,is praising,95,95_M_his,m,Match,poss,Bradley is praising,his,3.7548766136169434
simple,is praising,95,95_F_him,f,Mismatch,obj,Holly is praising,him,4.860900402069092
simple,is praising,95,95_F_his,f,Mismatch,poss,Holly is praising,his,5.474280834197998
simple,sounded like,96,96_M_him,m,Match,obj,Gary sounded like,him,8.919755935668945
simple,sounded like,96,96_M_his,m,Match,poss,Gary sounded like,his,6.0979084968566895
simple,sounded like,96,96_F_him,f,Mismatch,obj,Danielle sounded like,him,9.217435836791992
simple,sounded like,96,96_F_his,f,Mismatch,poss,Danielle sounded like,his,6.906958103179932
simple,talks to,97,97_M_him,m,Match,obj,Gary talks to,him,5.161986827850342
simple,talks to,97,97_M_his,m,Match,poss,Gary talks to,his,4.4634013175964355
simple,talks to,97,97_F_him,f,Mismatch,obj,Diane talks to,him,6.870791912078857
simple,talks to,97,97_F_his,f,Mismatch,poss,Diane talks to,his,7.467409610748291
simple,had investigated,98,98_M_him,m,Match,obj,Richard had investigated,him,7.558955192565918
simple,had investigated,98,98_M_his,m,Match,poss,Richard had investigated,his,5.529482841491699
simple,had investigated,98,98_F_him,f,Mismatch,obj,Connie had investigated,him,6.537680149078369
simple,had investigated,98,98_F_his,f,Mismatch,poss,Connie had investigated,his,5.484959602355957
simple,can examine,99,99_M_him,m,Match,obj,Guy can examine,him,7.798205852508545
simple,can examine,99,99_M_his,m,Match,poss,Guy can examine,his,4.810418605804443
simple,can examine,99,99_F_him,f,Mismatch,obj,Amanda can examine,him,7.02105188369751
simple,can examine,99,99_F_his,f,Mismatch,poss,Amanda can examine,his,4.521002292633057
simple,should examine,100,100_M_him,m,Match,obj,Dan should examine,him,7.292777061462402
simple,should examine,100,100_M_his,m,Match,poss,Dan should examine,his,3.094132900238037
simple,should examine,100,100_F_him,f,Mismatch,obj,Kristen should examine,him,6.917377471923828
simple,should examine,100,100_F_his,f,Mismatch,poss,Kristen should examine,his,3.324695348739624
simple,will draw,101,101_M_him,m,Match,obj,Craig will draw,him,7.839390277862549
simple,will draw,101,101_M_his,m,Match,poss,Craig will draw,his,4.972150802612305
simple,will draw,101,101_F_him,f,Mismatch,obj,Sally will draw,him,7.661072254180908
simple,will draw,101,101_F_his,f,Mismatch,poss,Sally will draw,his,5.998162269592285
simple,hasn't impressed,102,102_M_him,m,Match,obj,That man hasn't impressed,him,5.887993812561035
simple,hasn't impressed,102,102_M_his,m,Match,poss,That man hasn't impressed,his,6.476795673370361
simple,hasn't impressed,102,102_F_him,f,Mismatch,obj,Laura hasn't impressed,him,6.529391288757324
simple,hasn't impressed,102,102_F_his,f,Mismatch,poss,Laura hasn't impressed,his,6.718225479125977
simple,has discussed,103,103_M_him,m,Match,obj,Carlos has discussed,him,8.664259910583496
simple,has discussed,103,103_M_his,m,Match,poss,Carlos has discussed,his,3.6909520626068115
simple,has discussed,103,103_F_him,f,Mismatch,obj,Susan has discussed,him,8.733792304992676
simple,has discussed,103,103_F_his,f,Mismatch,poss,Susan has discussed,his,4.069677829742432
simple,couldn't lead,104,104_M_him,m,Match,obj,Omar couldn't lead,him,5.3864946365356445
simple,couldn't lead,104,104_M_his,m,Match,poss,Omar couldn't lead,his,4.377031326293945
simple,couldn't lead,104,104_F_him,f,Mismatch,obj,Wendy couldn't lead,him,5.58026123046875
simple,couldn't lead,104,104_F_his,f,Mismatch,poss,Wendy couldn't lead,his,4.777517318725586
simple,shocked,105,105_M_him,m,Match,obj,Carlos shocked,him,5.551097393035889
simple,shocked,105,105_M_his,m,Match,poss,Carlos shocked,his,4.978002071380615
simple,shocked,105,105_F_him,f,Mismatch,obj,Christine shocked,him,5.2204508781433105
simple,shocked,105,105_F_his,f,Mismatch,poss,Christine shocked,his,5.691468715667725
simple,was holding,106,106_M_him,m,Match,obj,Jason was holding,him,7.206936359405518
simple,was holding,106,106_M_his,m,Match,poss,Jason was holding,his,3.3972206115722656
simple,was holding,106,106_F_him,f,Mismatch,obj,Colleen was holding,him,6.148998737335205
simple,was holding,106,106_F_his,f,Mismatch,poss,Colleen was holding,his,5.664838790893555
simple,was underwhelming,107,107_M_him,m,Match,obj,William was underwhelming,him,14.238204002380371
simple,was underwhelming,107,107_M_his,m,Match,poss,William was underwhelming,his,10.904723167419434
simple,was underwhelming,107,107_F_him,f,Mismatch,obj,Jessica was underwhelming,him,13.378568649291992
simple,was underwhelming,107,107_F_his,f,Mismatch,poss,Jessica was underwhelming,his,11.37898063659668
simple,criticized,108,108_M_him,m,Match,obj,The nephew criticized,him,4.5445404052734375
simple,criticized,108,108_M_his,m,Match,poss,The nephew criticized,his,4.351743698120117
simple,criticized,108,108_F_him,f,Mismatch,obj,Eva criticized,him,5.4863457679748535
simple,criticized,108,108_F_his,f,Mismatch,poss,Eva criticized,his,5.268816947937012
simple,distracts,109,109_M_him,m,Match,obj,Matt distracts,him,4.320620536804199
simple,distracts,109,109_M_his,m,Match,poss,Matt distracts,his,5.399802207946777
simple,distracts,109,109_F_him,f,Mismatch,obj,Melissa distracts,him,5.1822614669799805
simple,distracts,109,109_F_his,f,Mismatch,poss,Melissa distracts,his,8.042280197143555
simple,kissed,110,110_M_him,m,Match,obj,Wayne kissed,him,4.303213596343994
simple,kissed,110,110_M_his,m,Match,poss,Wayne kissed,his,3.5913760662078857
simple,kissed,110,110_F_him,f,Mismatch,obj,Diane kissed,him,2.8933370113372803
simple,kissed,110,110_F_his,f,Mismatch,poss,Diane kissed,his,4.423768043518066
simple,shoots,111,111_M_him,m,Match,obj,Dennis shoots,him,5.649473667144775
simple,shoots,111,111_M_his,m,Match,poss,Dennis shoots,his,4.427995204925537
simple,shoots,111,111_F_him,f,Mismatch,obj,Elizabeth shoots,him,5.765478610992432
simple,shoots,111,111_F_his,f,Mismatch,poss,Elizabeth shoots,his,7.249547958374023
simple,talked about,112,112_M_him,m,Match,obj,Christopher talked about,him,7.6661224365234375
simple,talked about,112,112_M_his,m,Match,poss,Christopher talked about,his,3.201463222503662
simple,talked about,112,112_F_him,f,Mismatch,obj,Sharon talked about,him,8.178081512451172
simple,talked about,112,112_F_his,f,Mismatch,poss,Sharon talked about,his,3.472691535949707
simple,distracted,113,113_M_him,m,Match,obj,That man distracted,him,4.949975490570068
simple,distracted,113,113_M_his,m,Match,poss,That man distracted,his,5.136003017425537
simple,distracted,113,113_F_him,f,Mismatch,obj,Deanna distracted,him,4.125014305114746
simple,distracted,113,113_F_his,f,Mismatch,poss,Deanna distracted,his,6.08927059173584
simple,has heard,114,114_M_him,m,Match,obj,Donald has heard,him,7.348663806915283
simple,has heard,114,114_M_his,m,Match,poss,Donald has heard,his,6.807037353515625
simple,has heard,114,114_F_him,f,Mismatch,obj,Caroline has heard,him,8.309744834899902
simple,has heard,114,114_F_his,f,Mismatch,poss,Caroline has heard,his,7.651752948760986
simple,isn't teaching,115,115_M_him,m,Match,obj,Gary isn't teaching,him,4.974404811859131
simple,isn't teaching,115,115_M_his,m,Match,poss,Gary isn't teaching,his,4.711109161376953
simple,isn't teaching,115,115_F_him,f,Mismatch,obj,Tracy isn't teaching,him,5.748175144195557
simple,isn't teaching,115,115_F_his,f,Mismatch,poss,Tracy isn't teaching,his,7.513558864593506
simple,approaches,116,116_M_him,m,Match,obj,Rodney approaches,him,5.279018878936768
simple,approaches,116,116_M_his,m,Match,poss,Rodney approaches,his,4.5674896240234375
simple,approaches,116,116_F_him,f,Mismatch,obj,The girl approaches,him,2.2407331466674805
simple,approaches,116,116_F_his,f,Mismatch,poss,The girl approaches,his,6.124337673187256
simple,had chosen,117,117_M_him,m,Match,obj,Timothy had chosen,him,6.243767261505127
simple,had chosen,117,117_M_his,m,Match,poss,Timothy had chosen,his,4.7355265617370605
simple,had chosen,117,117_F_him,f,Mismatch,obj,Martha had chosen,him,5.536393165588379
simple,had chosen,117,117_F_his,f,Mismatch,poss,Martha had chosen,his,6.707922458648682
simple,returns to,118,118_M_him,m,Match,obj,Dan returns to,him,11.143174171447754
simple,returns to,118,118_M_his,m,Match,poss,Dan returns to,his,4.424525260925293
simple,returns to,118,118_F_him,f,Mismatch,obj,Amelia returns to,him,9.920737266540527
simple,returns to,118,118_F_his,f,Mismatch,poss,Amelia returns to,his,6.290257930755615
simple,was hiring,119,119_M_him,m,Match,obj,Donald was hiring,him,6.181275367736816
simple,was hiring,119,119_M_his,m,Match,poss,Donald was hiring,his,5.779016494750977
simple,was hiring,119,119_F_him,f,Mismatch,obj,Sharon was hiring,him,6.885451793670654
simple,was hiring,119,119_F_his,f,Mismatch,poss,Sharon was hiring,his,6.257629871368408
simple,revealed,120,120_M_him,m,Match,obj,Walter revealed,him,10.668595314025879
simple,revealed,120,120_M_his,m,Match,poss,Walter revealed,his,4.643953323364258
simple,revealed,120,120_F_him,f,Mismatch,obj,April revealed,him,9.6074857711792
simple,revealed,120,120_F_his,f,Mismatch,poss,April revealed,his,5.005362510681152
simple,had fired,121,121_M_him,m,Match,obj,Randolf had fired,him,4.542084693908691
simple,had fired,121,121_M_his,m,Match,poss,Randolf had fired,his,4.053786277770996
simple,had fired,121,121_F_him,f,Mismatch,obj,Jill had fired,him,4.264847278594971
simple,had fired,121,121_F_his,f,Mismatch,poss,Jill had fired,his,4.414584636688232
simple,isn't firing,122,122_M_him,m,Match,obj,Patrick isn't firing,him,2.9656732082366943
simple,isn't firing,122,122_M_his,m,Match,poss,Patrick isn't firing,his,5.571300983428955
simple,isn't firing,122,122_F_him,f,Mismatch,obj,Martha isn't firing,him,5.561330795288086
simple,isn't firing,122,122_F_his,f,Mismatch,poss,Martha isn't firing,his,8.098837852478027
simple,investigated,123,123_M_him,m,Match,obj,Eric investigated,him,11.7084379196167
simple,investigated,123,123_M_his,m,Match,poss,Eric investigated,his,7.389290809631348
simple,investigated,123,123_F_him,f,Mismatch,obj,Elizabeth investigated,him,8.801591873168945
simple,investigated,123,123_F_his,f,Mismatch,poss,Elizabeth investigated,his,7.31749963760376
simple,hugs,124,124_M_him,m,Match,obj,Jason hugs,him,4.330416202545166
simple,hugs,124,124_M_his,m,Match,poss,Jason hugs,his,3.278080463409424
simple,hugs,124,124_F_him,f,Mismatch,obj,Jane hugs,him,4.6487836837768555
simple,hugs,124,124_F_his,f,Mismatch,poss,Jane hugs,his,3.101071834564209
simple,hides,125,125_M_him,m,Match,obj,Derek hides,him,8.273345947265625
simple,hides,125,125_M_his,m,Match,poss,Derek hides,his,2.7286148071289062
simple,hides,125,125_F_him,f,Mismatch,obj,Beth hides,him,8.015803337097168
simple,hides,125,125_F_his,f,Mismatch,poss,Beth hides,his,3.6025583744049072
simple,can escape from,126,126_M_him,m,Match,obj,The man can escape from,him,6.417714595794678
simple,can escape from,126,126_M_his,m,Match,poss,The man can escape from,his,3.90749454498291
simple,can escape from,126,126_F_him,f,Mismatch,obj,Jennifer can escape from,him,6.425934314727783
simple,can escape from,126,126_F_his,f,Mismatch,poss,Jennifer can escape from,his,5.405078411102295
simple,isn't drawing,127,127_M_him,m,Match,obj,Larry isn't drawing,him,8.914725303649902
simple,isn't drawing,127,127_M_his,m,Match,poss,Larry isn't drawing,his,5.402977466583252
simple,isn't drawing,127,127_F_him,f,Mismatch,obj,Amelia isn't drawing,him,8.98817253112793
simple,isn't drawing,127,127_F_his,f,Mismatch,poss,Amelia isn't drawing,his,8.397278785705566
simple,visits,128,128_M_him,m,Match,obj,Jason visits,him,6.86700963973999
simple,visits,128,128_M_his,m,Match,poss,Jason visits,his,5.150518417358398
simple,visits,128,128_F_him,f,Mismatch,obj,Danielle visits,him,4.40855598449707
simple,visits,128,128_F_his,f,Mismatch,poss,Danielle visits,his,5.156342029571533
simple,won't talk about,129,129_M_him,m,Match,obj,Todd won't talk about,him,7.1717329025268555
simple,won't talk about,129,129_M_his,m,Match,poss,Todd won't talk about,his,3.9453938007354736
