exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
About,isn't hurting,72,72_M_his,m,Match,poss,The book about Brad isn't hurting,his,4.4496026039123535
About,isn't hurting,72,72_F_his,f,Mismatch,poss,The book about Carrie isn't hurting,his,5.956869602203369
About,hasn't aided,73,73_M_him,m,Match,obj,The pamphlet about Carl hasn't aided,him,3.597835063934326
About,hasn't aided,73,73_F_him,f,Mismatch,obj,The pamphlet about Jodi hasn't aided,him,5.5915656089782715
About,hasn't aided,73,73_M_his,m,Match,poss,The pamphlet about Carl hasn't aided,his,3.75856876373291
About,hasn't aided,73,73_F_his,f,Mismatch,poss,The pamphlet about Jodi hasn't aided,his,5.367817401885986
About,hasn't alarmed,74,74_M_him,m,Match,obj,The brochure about Craig hasn't alarmed,him,3.413212299346924
About,hasn't alarmed,74,74_F_him,f,Mismatch,obj,The brochure about Heidi hasn't alarmed,him,4.877758979797363
About,hasn't alarmed,74,74_M_his,m,Match,poss,The brochure about Craig hasn't alarmed,his,6.848276138305664
About,hasn't alarmed,74,74_F_his,f,Mismatch,poss,The brochure about Heidi hasn't alarmed,his,8.749894142150879
About,wouldn't annoy,75,75_M_him,m,Match,obj,The play about Phillip wouldn't annoy,him,5.262608051300049
About,wouldn't annoy,75,75_F_him,f,Mismatch,obj,The play about Melanie wouldn't annoy,him,6.011704444885254
About,wouldn't annoy,75,75_M_his,m,Match,poss,The play about Phillip wouldn't annoy,his,7.7179484367370605
About,wouldn't annoy,75,75_F_his,f,Mismatch,poss,The play about Melanie wouldn't annoy,his,9.296093940734863
About,bothered,76,76_M_him,m,Match,obj,The movie about Bruce bothered,him,3.4865002632141113
About,bothered,76,76_F_him,f,Mismatch,obj,The movie about Teresa bothered,him,4.2731523513793945
About,bothered,76,76_M_his,m,Match,poss,The movie about Bruce bothered,his,8.080456733703613
About,bothered,76,76_F_his,f,Mismatch,poss,The movie about Teresa bothered,his,8.820326805114746
About,alarmed,77,77_M_him,m,Match,obj,The newspaper article about Edward alarmed,him,3.009902000427246
About,alarmed,77,77_F_him,f,Mismatch,obj,The newspaper article about Deanna alarmed,him,3.591336965560913
About,alarmed,77,77_M_his,m,Match,poss,The newspaper article about Edward alarmed,his,5.693118095397949
About,alarmed,77,77_F_his,f,Mismatch,poss,The newspaper article about Deanna alarmed,his,6.491200923919678
About,doesn't overwhelm,78,78_M_him,m,Match,obj,The story about that man doesn't overwhelm,him,5.1261887550354
About,doesn't overwhelm,78,78_F_him,f,Mismatch,obj,The story about this waitress doesn't overwhelm,him,6.815403938293457
About,doesn't overwhelm,78,78_M_his,m,Match,poss,The story about that man doesn't overwhelm,his,7.320698261260986
About,doesn't overwhelm,78,78_F_his,f,Mismatch,poss,The story about this waitress doesn't overwhelm,his,8.92033863067627
About,can upset,79,79_M_him,m,Match,obj,The essay about Joel can upset,him,6.182486057281494
About,can upset,79,79_F_him,f,Mismatch,obj,The essay about Michelle can upset,him,6.806090831756592
About,can upset,79,79_M_his,m,Match,poss,The essay about Joel can upset,his,6.5361480712890625
About,can upset,79,79_F_his,f,Mismatch,poss,The essay about Michelle can upset,his,7.754400253295898
About,alarms,80,80_M_him,m,Match,obj,The report about Vincent alarms,him,4.275854110717773
About,alarms,80,80_F_him,f,Mismatch,obj,The report about Sarah alarms,him,5.450961112976074
About,alarms,80,80_M_his,m,Match,poss,The report about Vincent alarms,his,6.904277801513672
About,alarms,80,80_F_his,f,Mismatch,poss,The report about Sarah alarms,his,8.389546394348145
About,disturbs,81,81_M_him,m,Match,obj,The documentary about Patrick disturbs,him,5.764000415802002
About,disturbs,81,81_F_him,f,Mismatch,obj,The documentary about that granddaughter disturbs,him,7.039698123931885
About,disturbs,81,81_M_his,m,Match,poss,The documentary about Patrick disturbs,his,8.433280944824219
About,disturbs,81,81_F_his,f,Mismatch,poss,The documentary about that granddaughter disturbs,his,9.972902297973633
About,hasn't distracted,82,82_M_him,m,Match,obj,The commentary about Gregory hasn't distracted,him,5.517704963684082
About,hasn't distracted,82,82_F_him,f,Mismatch,obj,The commentary about Sharon hasn't distracted,him,6.007021427154541
About,hasn't distracted,82,82_M_his,m,Match,poss,The commentary about Gregory hasn't distracted,his,8.986041069030762
About,hasn't distracted,82,82_F_his,f,Mismatch,poss,The commentary about Sharon hasn't distracted,his,9.53321647644043
About,harmed,83,83_M_him,m,Match,obj,The show about Lawrence harmed,him,4.259119510650635
About,harmed,83,83_F_him,f,Mismatch,obj,The show about this ex-girlfriend harmed,him,4.596243858337402
About,harmed,83,83_M_his,m,Match,poss,The show about Lawrence harmed,his,4.202147483825684
About,harmed,83,83_F_his,f,Mismatch,poss,The show about this ex-girlfriend harmed,his,4.494595050811768
About,distracts,84,84_M_him,m,Match,obj,The book about the grandson distracts,him,3.963718891143799
About,distracts,84,84_F_him,f,Mismatch,obj,The book about Nicole distracts,him,6.58743143081665
About,distracts,84,84_M_his,m,Match,poss,The book about the grandson distracts,his,5.875450134277344
About,distracts,84,84_F_his,f,Mismatch,poss,The book about Nicole distracts,his,8.916565895080566
About,isn't alarming,85,85_M_him,m,Match,obj,The pamphlet about Thomas isn't alarming,him,8.682427406311035
About,isn't alarming,85,85_F_him,f,Mismatch,obj,The pamphlet about Beth isn't alarming,him,8.903173446655273
About,isn't alarming,85,85_M_his,m,Match,poss,The pamphlet about Thomas isn't alarming,his,10.627687454223633
About,isn't alarming,85,85_F_his,f,Mismatch,poss,The pamphlet about Beth isn't alarming,his,11.309708595275879
About,embarrasses,86,86_M_him,m,Match,obj,The brochure about Liam embarrasses,him,2.3038852214813232
About,embarrasses,86,86_F_him,f,Mismatch,obj,The brochure about Ellen embarrasses,him,4.875045299530029
About,embarrasses,86,86_M_his,m,Match,poss,The brochure about Liam embarrasses,his,6.0904860496521
About,embarrasses,86,86_F_his,f,Mismatch,poss,The brochure about Ellen embarrasses,his,8.300993919372559
About,had alarmed,87,87_M_him,m,Match,obj,The play about Scott had alarmed,him,4.367547988891602
About,had alarmed,87,87_F_him,f,Mismatch,obj,The play about Paula had alarmed,him,4.427399635314941
About,had alarmed,87,87_M_his,m,Match,poss,The play about Scott had alarmed,his,5.379026889801025
About,had alarmed,87,87_F_his,f,Mismatch,poss,The play about Paula had alarmed,his,6.271031379699707
About,had impressed,88,88_M_him,m,Match,obj,The movie about Omar had impressed,him,2.672663927078247
About,had impressed,88,88_F_him,f,Mismatch,obj,The movie about Carmen had impressed,him,3.2832601070404053
About,had impressed,88,88_M_his,m,Match,poss,The movie about Omar had impressed,his,6.964139938354492
About,had impressed,88,88_F_his,f,Mismatch,poss,The movie about Carmen had impressed,his,7.666566848754883
About,wouldn't upset,89,89_M_him,m,Match,obj,The newspaper article about Craig wouldn't upset,him,2.7807278633117676
About,wouldn't upset,89,89_F_him,f,Mismatch,obj,The newspaper article about Melissa wouldn't upset,him,4.18108606338501
About,wouldn't upset,89,89_M_his,m,Match,poss,The newspaper article about Craig wouldn't upset,his,6.255580425262451
About,wouldn't upset,89,89_F_his,f,Mismatch,poss,The newspaper article about Melissa wouldn't upset,his,7.569490909576416
About,is bothering,90,90_M_him,m,Match,obj,The story about Bill is bothering,him,4.809713363647461
About,is bothering,90,90_F_him,f,Mismatch,obj,The story about Janet is bothering,him,6.436201095581055
About,is bothering,90,90_M_his,m,Match,poss,The story about Bill is bothering,his,9.202287673950195
About,is bothering,90,90_F_his,f,Mismatch,poss,The story about Janet is bothering,his,11.12996768951416
About,bored,91,91_M_him,m,Match,obj,The essay about Raymond bored,him,4.5273518562316895
About,bored,91,91_F_him,f,Mismatch,obj,The essay about Alice bored,him,5.192737579345703
About,bored,91,91_M_his,m,Match,poss,The essay about Raymond bored,his,7.253175735473633
About,bored,91,91_F_his,f,Mismatch,poss,The essay about Alice bored,his,8.329360008239746
About,hurt,92,92_M_him,m,Match,obj,The report about Walter hurt,him,6.894410133361816
About,hurt,92,92_F_him,f,Mismatch,obj,The report about Cindy hurt,him,6.814841270446777
About,hurt,92,92_M_his,m,Match,poss,The report about Walter hurt,his,3.305954694747925
About,hurt,92,92_F_his,f,Mismatch,poss,The report about Cindy hurt,his,5.152680397033691
About,embarrasses,93,93_M_him,m,Match,obj,The documentary about Donald embarrasses,him,2.8593759536743164
About,embarrasses,93,93_F_him,f,Mismatch,obj,The documentary about Dawn embarrasses,him,4.699455261230469
About,embarrasses,93,93_M_his,m,Match,poss,The documentary about Donald embarrasses,his,5.4304094314575195
About,embarrasses,93,93_F_his,f,Mismatch,poss,The documentary about Dawn embarrasses,his,7.268771648406982
About,isn't astounding,94,94_M_him,m,Match,obj,The commentary about Frank isn't astounding,him,14.629457473754883
About,isn't astounding,94,94_F_him,f,Mismatch,obj,The commentary about that granddaughter isn't astounding,him,14.313175201416016
About,isn't astounding,94,94_M_his,m,Match,poss,The commentary about Frank isn't astounding,his,14.269092559814453
About,isn't astounding,94,94_F_his,f,Mismatch,poss,The commentary about that granddaughter isn't astounding,his,14.474578857421875
About,embarrassed,95,95_M_him,m,Match,obj,The show about this son embarrassed,him,4.6001739501953125
About,embarrassed,95,95_F_him,f,Mismatch,obj,The show about Jodi embarrassed,him,6.120766639709473
About,embarrassed,95,95_M_his,m,Match,poss,The show about this son embarrassed,his,2.8662803173065186
About,embarrassed,95,95_F_his,f,Mismatch,poss,The show about Jodi embarrassed,his,9.130182266235352
About,didn't overwhelm,96,96_M_him,m,Match,obj,The book about Brian didn't overwhelm,him,4.588655471801758
About,didn't overwhelm,96,96_F_him,f,Mismatch,obj,The book about Stephanie didn't overwhelm,him,5.648864269256592
About,didn't overwhelm,96,96_M_his,m,Match,poss,The book about Brian didn't overwhelm,his,8.98399829864502
About,didn't overwhelm,96,96_F_his,f,Mismatch,poss,The book about Stephanie didn't overwhelm,his,9.96786880493164
About,shocks,97,97_M_him,m,Match,obj,The pamphlet about Daniel shocks,him,4.470599174499512
About,shocks,97,97_F_him,f,Mismatch,obj,The pamphlet about Caroline shocks,him,5.352112293243408
About,shocks,97,97_M_his,m,Match,poss,The pamphlet about Daniel shocks,his,6.283599376678467
About,shocks,97,97_F_his,f,Mismatch,poss,The pamphlet about Caroline shocks,his,7.109076023101807
About,overwhelmed,98,98_M_him,m,Match,obj,The brochure about Carlos overwhelmed,him,3.6138548851013184
About,overwhelmed,98,98_F_him,f,Mismatch,obj,The brochure about Julia overwhelmed,him,4.1185126304626465
About,overwhelmed,98,98_M_his,m,Match,poss,The brochure about Carlos overwhelmed,his,5.9530720710754395
About,overwhelmed,98,98_F_his,f,Mismatch,poss,The brochure about Julia overwhelmed,his,6.670723915100098
About,wouldn't worry,99,99_M_him,m,Match,obj,The play about Joseph wouldn't worry,him,4.774850845336914
About,wouldn't worry,99,99_F_him,f,Mismatch,obj,The play about Victoria wouldn't worry,him,5.865750789642334
About,wouldn't worry,99,99_M_his,m,Match,poss,The play about Joseph wouldn't worry,his,8.617487907409668
About,wouldn't worry,99,99_F_his,f,Mismatch,poss,The play about Victoria wouldn't worry,his,10.101531982421875
About,does hurt,100,100_M_him,m,Match,obj,The movie about Theodore does hurt,him,5.284053325653076
About,does hurt,100,100_F_him,f,Mismatch,obj,The movie about Kristen does hurt,him,6.228379249572754
About,does hurt,100,100_M_his,m,Match,poss,The movie about Theodore does hurt,his,5.4051289558410645
About,does hurt,100,100_F_his,f,Mismatch,poss,The movie about Kristen does hurt,his,6.43059778213501
About,was helping,101,101_M_him,m,Match,obj,The newspaper article about Liam was helping,him,2.760491371154785
About,was helping,101,101_F_him,f,Mismatch,obj,The newspaper article about Angela was helping,him,4.074097156524658
About,was helping,101,101_M_his,m,Match,poss,The newspaper article about Liam was helping,his,4.964532375335693
About,was helping,101,101_F_his,f,Mismatch,poss,The newspaper article about Angela was helping,his,6.550933837890625
About,worried,102,102_M_him,m,Match,obj,The story about Paul worried,him,4.042702674865723
About,worried,102,102_F_him,f,Mismatch,obj,The story about Paula worried,him,5.015861988067627
About,worried,102,102_M_his,m,Match,poss,The story about Paul worried,his,7.526008129119873
About,worried,102,102_F_his,f,Mismatch,poss,The story about Paula worried,his,8.680803298950195
About,is scaring,103,103_M_him,m,Match,obj,The essay about Brian is scaring,him,6.72031831741333
About,is scaring,103,103_F_him,f,Mismatch,obj,The essay about Florence is scaring,him,7.142332077026367
About,is scaring,103,103_M_his,m,Match,poss,The essay about Brian is scaring,his,9.130474090576172
About,is scaring,103,103_F_his,f,Mismatch,poss,The essay about Florence is scaring,his,9.379636764526367
About,could aid,104,104_M_him,m,Match,obj,The report about Russell could aid,him,5.395072937011719
About,could aid,104,104_F_him,f,Mismatch,obj,The report about Kimberley could aid,him,6.566715717315674
About,could aid,104,104_M_his,m,Match,poss,The report about Russell could aid,his,4.700703144073486
About,could aid,104,104_F_his,f,Mismatch,poss,The report about Kimberley could aid,his,6.112879753112793
About,was confusing,105,105_M_him,m,Match,obj,The documentary about Samuel was confusing,him,9.635190963745117
About,was confusing,105,105_F_him,f,Mismatch,obj,The documentary about Jessica was confusing,him,10.357548713684082
About,was confusing,105,105_M_his,m,Match,poss,The documentary about Samuel was confusing,his,10.101398468017578
About,was confusing,105,105_F_his,f,Mismatch,poss,The documentary about Jessica was confusing,his,11.039767265319824
About,wasn't impressing,106,106_M_him,m,Match,obj,The commentary about Guy wasn't impressing,him,5.175559997558594
About,wasn't impressing,106,106_F_him,f,Mismatch,obj,The commentary about Veronica wasn't impressing,him,6.181266784667969
About,wasn't impressing,106,106_M_his,m,Match,poss,The commentary about Guy wasn't impressing,his,7.01925802230835
About,wasn't impressing,106,106_F_his,f,Mismatch,poss,The commentary about Veronica wasn't impressing,his,8.937688827514648
About,is helping,107,107_M_him,m,Match,obj,The show about Timothy is helping,him,3.7007834911346436
About,is helping,107,107_F_him,f,Mismatch,obj,The show about Carla is helping,him,5.766752243041992
About,is helping,107,107_M_his,m,Match,poss,The show about Timothy is helping,his,7.848377227783203
About,is helping,107,107_F_his,f,Mismatch,poss,The show about Carla is helping,his,9.08680534362793
About,hurt,108,108_M_him,m,Match,obj,The book about Carl hurt,him,6.294798851013184
About,hurt,108,108_F_him,f,Mismatch,obj,The book about Jennifer hurt,him,6.836889743804932
About,hurt,108,108_M_his,m,Match,poss,The book about Carl hurt,his,3.648951768875122
