exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-125M_surp
OneEmbedding,is confessing,bit,25,25_FF_his,ff,MismatchMismatch,poss,Anne is confessing that Alice bit,his,4.818900108337402
OneEmbedding,had said,observed,26,26_MM_him,mm,MatchMatch,obj,Rodney had said that Walter observed,him,4.0402302742004395
OneEmbedding,had said,observed,26,26_MF_him,mf,MatchMismatch,obj,Rodney had said that Bethany observed,him,2.8412206172943115
OneEmbedding,had said,observed,26,26_FM_him,fm,MismatchMatch,obj,Colleen had said that Walter observed,him,3.788407564163208
OneEmbedding,had said,observed,26,26_FF_him,ff,MismatchMismatch,obj,Colleen had said that Bethany observed,him,2.5978119373321533
OneEmbedding,had said,observed,26,26_MM_his,mm,MatchMatch,poss,Rodney had said that Walter observed,his,4.610610008239746
OneEmbedding,had said,observed,26,26_MF_his,mf,MatchMismatch,poss,Rodney had said that Bethany observed,his,6.096546649932861
OneEmbedding,had said,observed,26,26_FM_his,fm,MismatchMatch,poss,Colleen had said that Walter observed,his,4.950649261474609
OneEmbedding,had said,observed,26,26_FF_his,ff,MismatchMismatch,poss,Colleen had said that Bethany observed,his,6.697688102722168
OneEmbedding,is noticing,can't hire,27,27_MM_him,mm,MatchMatch,obj,Stephen is noticing that Peter can't hire,him,3.8400495052337646
OneEmbedding,is noticing,can't hire,27,27_MF_him,mf,MatchMismatch,obj,Stephen is noticing that Cheryl can't hire,him,3.1929962635040283
OneEmbedding,is noticing,can't hire,27,27_FM_him,fm,MismatchMatch,obj,Veronica is noticing that Peter can't hire,him,4.171507358551025
OneEmbedding,is noticing,can't hire,27,27_FF_him,ff,MismatchMismatch,obj,Veronica is noticing that Cheryl can't hire,him,3.7616591453552246
OneEmbedding,is noticing,can't hire,27,27_MM_his,mm,MatchMatch,poss,Stephen is noticing that Peter can't hire,his,5.136504650115967
OneEmbedding,is noticing,can't hire,27,27_MF_his,mf,MatchMismatch,poss,Stephen is noticing that Cheryl can't hire,his,7.201805114746094
OneEmbedding,is noticing,can't hire,27,27_FM_his,fm,MismatchMatch,poss,Veronica is noticing that Peter can't hire,his,4.886713027954102
OneEmbedding,is noticing,can't hire,27,27_FF_his,ff,MismatchMismatch,poss,Veronica is noticing that Cheryl can't hire,his,8.04929256439209
OneEmbedding,admits,hadn't shot,28,28_MM_him,mm,MatchMatch,obj,Matt admits that Lawrence hadn't shot,him,3.792182683944702
OneEmbedding,admits,hadn't shot,28,28_MF_him,mf,MatchMismatch,obj,Matt admits that Andrea hadn't shot,him,3.371396064758301
OneEmbedding,admits,hadn't shot,28,28_FM_him,fm,MismatchMatch,obj,Tara admits that Lawrence hadn't shot,him,3.7473244667053223
OneEmbedding,admits,hadn't shot,28,28_FF_him,ff,MismatchMismatch,obj,Tara admits that Andrea hadn't shot,him,3.227994918823242
OneEmbedding,admits,hadn't shot,28,28_MM_his,mm,MatchMatch,poss,Matt admits that Lawrence hadn't shot,his,4.02535343170166
OneEmbedding,admits,hadn't shot,28,28_MF_his,mf,MatchMismatch,poss,Matt admits that Andrea hadn't shot,his,5.123019218444824
OneEmbedding,admits,hadn't shot,28,28_FM_his,fm,MismatchMatch,poss,Tara admits that Lawrence hadn't shot,his,4.0737175941467285
OneEmbedding,admits,hadn't shot,28,28_FF_his,ff,MismatchMismatch,poss,Tara admits that Andrea hadn't shot,his,5.349226474761963
OneEmbedding,agrees,wasn't curing,29,29_MM_him,mm,MatchMatch,obj,Alan agrees that Steven wasn't curing,him,4.195361614227295
OneEmbedding,agrees,wasn't curing,29,29_MF_him,mf,MatchMismatch,obj,Alan agrees that Nina wasn't curing,him,3.8010945320129395
OneEmbedding,agrees,wasn't curing,29,29_FM_him,fm,MismatchMatch,obj,Amanda agrees that Steven wasn't curing,him,4.689775466918945
OneEmbedding,agrees,wasn't curing,29,29_FF_him,ff,MismatchMismatch,obj,Amanda agrees that Nina wasn't curing,him,4.9416584968566895
OneEmbedding,agrees,wasn't curing,29,29_MM_his,mm,MatchMatch,poss,Alan agrees that Steven wasn't curing,his,2.3581483364105225
OneEmbedding,agrees,wasn't curing,29,29_MF_his,mf,MatchMismatch,poss,Alan agrees that Nina wasn't curing,his,5.527928829193115
OneEmbedding,agrees,wasn't curing,29,29_FM_his,fm,MismatchMatch,poss,Amanda agrees that Steven wasn't curing,his,2.322291612625122
OneEmbedding,agrees,wasn't curing,29,29_FF_his,ff,MismatchMismatch,poss,Amanda agrees that Nina wasn't curing,his,5.437536716461182
OneEmbedding,did notice,finds,30,30_MM_him,mm,MatchMatch,obj,Ronald did notice that Timothy finds,him,5.432646751403809
OneEmbedding,did notice,finds,30,30_MF_him,mf,MatchMismatch,obj,Ronald did notice that Gina finds,him,5.400540828704834
OneEmbedding,did notice,finds,30,30_FM_him,fm,MismatchMatch,obj,Erin did notice that Timothy finds,him,5.102042198181152
OneEmbedding,did notice,finds,30,30_FF_him,ff,MismatchMismatch,obj,Erin did notice that Gina finds,him,5.081750392913818
OneEmbedding,did notice,finds,30,30_MM_his,mm,MatchMatch,poss,Ronald did notice that Timothy finds,his,3.9817004203796387
OneEmbedding,did notice,finds,30,30_MF_his,mf,MatchMismatch,poss,Ronald did notice that Gina finds,his,7.173367500305176
OneEmbedding,did notice,finds,30,30_FM_his,fm,MismatchMatch,poss,Erin did notice that Timothy finds,his,3.835787057876587
OneEmbedding,did notice,finds,30,30_FF_his,ff,MismatchMismatch,poss,Erin did notice that Gina finds,his,7.510230541229248
OneEmbedding,isn't disliking,wasn't distracting,31,31_MM_him,mm,MatchMatch,obj,Samuel isn't disliking that Kevin wasn't distracting,him,2.6225104331970215
OneEmbedding,isn't disliking,wasn't distracting,31,31_MF_him,mf,MatchMismatch,obj,Samuel isn't disliking that Bethany wasn't distracting,him,1.8534032106399536
OneEmbedding,isn't disliking,wasn't distracting,31,31_FM_him,fm,MismatchMatch,obj,Allison isn't disliking that Kevin wasn't distracting,him,2.849879503250122
OneEmbedding,isn't disliking,wasn't distracting,31,31_FF_him,ff,MismatchMismatch,obj,Allison isn't disliking that Bethany wasn't distracting,him,2.6821208000183105
OneEmbedding,isn't disliking,wasn't distracting,31,31_MM_his,mm,MatchMatch,poss,Samuel isn't disliking that Kevin wasn't distracting,his,5.5337605476379395
OneEmbedding,isn't disliking,wasn't distracting,31,31_MF_his,mf,MatchMismatch,poss,Samuel isn't disliking that Bethany wasn't distracting,his,7.493715286254883
OneEmbedding,isn't disliking,wasn't distracting,31,31_FM_his,fm,MismatchMatch,poss,Allison isn't disliking that Kevin wasn't distracting,his,5.525086879730225
OneEmbedding,isn't disliking,wasn't distracting,31,31_FF_his,ff,MismatchMismatch,poss,Allison isn't disliking that Bethany wasn't distracting,his,8.215362548828125
OneEmbedding,wasn't disliking,hears,32,32_MM_him,mm,MatchMatch,obj,Frank wasn't disliking that Aaron hears,him,3.477849006652832
OneEmbedding,wasn't disliking,hears,32,32_MF_him,mf,MatchMismatch,obj,Frank wasn't disliking that Barbara hears,him,2.946348190307617
OneEmbedding,wasn't disliking,hears,32,32_FM_him,fm,MismatchMatch,obj,The sister wasn't disliking that Aaron hears,him,5.047482013702393
OneEmbedding,wasn't disliking,hears,32,32_FF_him,ff,MismatchMismatch,obj,The sister wasn't disliking that Barbara hears,him,4.3561692237854
OneEmbedding,wasn't disliking,hears,32,32_MM_his,mm,MatchMatch,poss,Frank wasn't disliking that Aaron hears,his,3.974729061126709
OneEmbedding,wasn't disliking,hears,32,32_MF_his,mf,MatchMismatch,poss,Frank wasn't disliking that Barbara hears,his,5.7085185050964355
OneEmbedding,wasn't disliking,hears,32,32_FM_his,fm,MismatchMatch,poss,The sister wasn't disliking that Aaron hears,his,4.751959800720215
OneEmbedding,wasn't disliking,hears,32,32_FF_his,ff,MismatchMismatch,poss,The sister wasn't disliking that Barbara hears,his,7.533506393432617
OneEmbedding,wouldn't insist,does astound,33,33_MM_him,mm,MatchMatch,obj,Mark wouldn't insist that Carlos does astound,him,3.8383848667144775
OneEmbedding,wouldn't insist,does astound,33,33_MF_him,mf,MatchMismatch,obj,Mark wouldn't insist that Linda does astound,him,3.0523226261138916
OneEmbedding,wouldn't insist,does astound,33,33_FM_him,fm,MismatchMatch,obj,Valerie wouldn't insist that Carlos does astound,him,6.5334248542785645
OneEmbedding,wouldn't insist,does astound,33,33_FF_him,ff,MismatchMismatch,obj,Valerie wouldn't insist that Linda does astound,him,5.484593868255615
OneEmbedding,wouldn't insist,does astound,33,33_MM_his,mm,MatchMatch,poss,Mark wouldn't insist that Carlos does astound,his,8.783531188964844
OneEmbedding,wouldn't insist,does astound,33,33_MF_his,mf,MatchMismatch,poss,Mark wouldn't insist that Linda does astound,his,9.70317268371582
OneEmbedding,wouldn't insist,does astound,33,33_FM_his,fm,MismatchMatch,poss,Valerie wouldn't insist that Carlos does astound,his,11.736632347106934
OneEmbedding,wouldn't insist,does astound,33,33_FF_his,ff,MismatchMismatch,poss,Valerie wouldn't insist that Linda does astound,his,12.677474975585938
OneEmbedding,wasn't concluding,hasn't fled from,34,34_MM_him,mm,MatchMatch,obj,Adam wasn't concluding that Kevin hasn't fled from,him,5.767234802246094
OneEmbedding,wasn't concluding,hasn't fled from,34,34_MF_him,mf,MatchMismatch,obj,Adam wasn't concluding that that girlfriend hasn't fled from,him,3.513216733932495
OneEmbedding,wasn't concluding,hasn't fled from,34,34_FM_him,fm,MismatchMatch,obj,Lori wasn't concluding that Kevin hasn't fled from,him,5.718655109405518
OneEmbedding,wasn't concluding,hasn't fled from,34,34_FF_him,ff,MismatchMismatch,obj,Lori wasn't concluding that that girlfriend hasn't fled from,him,3.6066339015960693
OneEmbedding,wasn't concluding,hasn't fled from,34,34_MM_his,mm,MatchMatch,poss,Adam wasn't concluding that Kevin hasn't fled from,his,2.7983944416046143
OneEmbedding,wasn't concluding,hasn't fled from,34,34_MF_his,mf,MatchMismatch,poss,Adam wasn't concluding that that girlfriend hasn't fled from,his,4.936544895172119
OneEmbedding,wasn't concluding,hasn't fled from,34,34_FM_his,fm,MismatchMatch,poss,Lori wasn't concluding that Kevin hasn't fled from,his,2.887457847595215
OneEmbedding,wasn't concluding,hasn't fled from,34,34_FF_his,ff,MismatchMismatch,poss,Lori wasn't concluding that that girlfriend hasn't fled from,his,4.735775470733643
OneEmbedding,whispered,worries,35,35_MM_him,mm,MatchMatch,obj,Steven whispered that Robert worries,him,6.005847454071045
OneEmbedding,whispered,worries,35,35_MF_him,mf,MatchMismatch,obj,Steven whispered that Tamara worries,him,5.373813629150391
OneEmbedding,whispered,worries,35,35_FM_him,fm,MismatchMatch,obj,Sonia whispered that Robert worries,him,6.255086898803711
OneEmbedding,whispered,worries,35,35_FF_him,ff,MismatchMismatch,obj,Sonia whispered that Tamara worries,him,5.7463202476501465
OneEmbedding,whispered,worries,35,35_MM_his,mm,MatchMatch,poss,Steven whispered that Robert worries,his,6.052306652069092
OneEmbedding,whispered,worries,35,35_MF_his,mf,MatchMismatch,poss,Steven whispered that Tamara worries,his,8.392468452453613
OneEmbedding,whispered,worries,35,35_FM_his,fm,MismatchMatch,poss,Sonia whispered that Robert worries,his,6.362802982330322
OneEmbedding,whispered,worries,35,35_FF_his,ff,MismatchMismatch,poss,Sonia whispered that Tamara worries,his,8.48423957824707
OneEmbedding,hadn't denied,isn't kissing,36,36_MM_him,mm,MatchMatch,obj,Timothy hadn't denied that Eric isn't kissing,him,4.5479021072387695
OneEmbedding,hadn't denied,isn't kissing,36,36_MF_him,mf,MatchMismatch,obj,Timothy hadn't denied that Paula isn't kissing,him,2.8091697692871094
OneEmbedding,hadn't denied,isn't kissing,36,36_FM_him,fm,MismatchMatch,obj,Dawn hadn't denied that Eric isn't kissing,him,4.731074810028076
OneEmbedding,hadn't denied,isn't kissing,36,36_FF_him,ff,MismatchMismatch,obj,Dawn hadn't denied that Paula isn't kissing,him,3.304292678833008
OneEmbedding,hadn't denied,isn't kissing,36,36_MM_his,mm,MatchMatch,poss,Timothy hadn't denied that Eric isn't kissing,his,3.6084959506988525
OneEmbedding,hadn't denied,isn't kissing,36,36_MF_his,mf,MatchMismatch,poss,Timothy hadn't denied that Paula isn't kissing,his,5.711190700531006
OneEmbedding,hadn't denied,isn't kissing,36,36_FM_his,fm,MismatchMatch,poss,Dawn hadn't denied that Eric isn't kissing,his,3.524026393890381
OneEmbedding,hadn't denied,isn't kissing,36,36_FF_his,ff,MismatchMismatch,poss,Dawn hadn't denied that Paula isn't kissing,his,5.881699085235596
OneEmbedding,claims,will forgive,37,37_MM_him,mm,MatchMatch,obj,Kenneth claims that David will forgive,him,2.041595458984375
OneEmbedding,claims,will forgive,37,37_MF_him,mf,MatchMismatch,obj,Kenneth claims that Margaret will forgive,him,0.9628082513809204
OneEmbedding,claims,will forgive,37,37_FM_him,fm,MismatchMatch,obj,Kirsten claims that David will forgive,him,2.246495246887207
OneEmbedding,claims,will forgive,37,37_FF_him,ff,MismatchMismatch,obj,Kirsten claims that Margaret will forgive,him,1.0798332691192627
OneEmbedding,claims,will forgive,37,37_MM_his,mm,MatchMatch,poss,Kenneth claims that David will forgive,his,3.283266305923462
OneEmbedding,claims,will forgive,37,37_MF_his,mf,MatchMismatch,poss,Kenneth claims that Margaret will forgive,his,5.058563709259033
OneEmbedding,claims,will forgive,37,37_FM_his,fm,MismatchMatch,poss,Kirsten claims that David will forgive,his,3.026564121246338
OneEmbedding,claims,will forgive,37,37_FF_his,ff,MismatchMismatch,poss,Kirsten claims that Margaret will forgive,his,5.099146366119385
OneEmbedding,discovered,doesn't respect,38,38_MM_him,mm,MatchMatch,obj,Joseph discovered that George doesn't respect,him,5.00504732131958
OneEmbedding,discovered,doesn't respect,38,38_MF_him,mf,MatchMismatch,obj,Joseph discovered that Meredith doesn't respect,him,5.263028144836426
OneEmbedding,discovered,doesn't respect,38,38_FM_him,fm,MismatchMatch,obj,Sabrina discovered that George doesn't respect,him,5.39873743057251
OneEmbedding,discovered,doesn't respect,38,38_FF_him,ff,MismatchMismatch,obj,Sabrina discovered that Meredith doesn't respect,him,5.991915225982666
OneEmbedding,discovered,doesn't respect,38,38_MM_his,mm,MatchMatch,poss,Joseph discovered that George doesn't respect,his,3.289416790008545
OneEmbedding,discovered,doesn't respect,38,38_MF_his,mf,MatchMismatch,poss,Joseph discovered that Meredith doesn't respect,his,4.216582298278809
OneEmbedding,discovered,doesn't respect,38,38_FM_his,fm,MismatchMatch,poss,Sabrina discovered that George doesn't respect,his,3.5074286460876465
OneEmbedding,discovered,doesn't respect,38,38_FF_his,ff,MismatchMismatch,poss,Sabrina discovered that Meredith doesn't respect,his,5.659838676452637
OneEmbedding,is concealing,hasn't watched,39,39_MM_him,mm,MatchMatch,obj,Liam is concealing that Matt hasn't watched,him,5.476859092712402
OneEmbedding,is concealing,hasn't watched,39,39_MF_him,mf,MatchMismatch,obj,Liam is concealing that the lady hasn't watched,him,3.4956612586975098
OneEmbedding,is concealing,hasn't watched,39,39_FM_him,fm,MismatchMatch,obj,Kathleen is concealing that Matt hasn't watched,him,5.513570785522461
OneEmbedding,is concealing,hasn't watched,39,39_FF_him,ff,MismatchMismatch,obj,Kathleen is concealing that the lady hasn't watched,him,3.8789186477661133
OneEmbedding,is concealing,hasn't watched,39,39_MM_his,mm,MatchMatch,poss,Liam is concealing that Matt hasn't watched,his,4.779474258422852
OneEmbedding,is concealing,hasn't watched,39,39_MF_his,mf,MatchMismatch,poss,Liam is concealing that the lady hasn't watched,his,6.7935919761657715
OneEmbedding,is concealing,hasn't watched,39,39_FM_his,fm,MismatchMatch,poss,Kathleen is concealing that Matt hasn't watched,his,4.802373886108398
OneEmbedding,is concealing,hasn't watched,39,39_FF_his,ff,MismatchMismatch,poss,Kathleen is concealing that the lady hasn't watched,his,7.029424667358398
OneEmbedding,feels,is scanning,40,40_MM_him,mm,MatchMatch,obj,The grandson feels that Kenneth is scanning,him,5.4007978439331055
OneEmbedding,feels,is scanning,40,40_MF_him,mf,MatchMismatch,obj,The grandson feels that Carrie is scanning,him,4.364213943481445
OneEmbedding,feels,is scanning,40,40_FM_him,fm,MismatchMatch,obj,Meredith feels that Kenneth is scanning,him,7.578689098358154
OneEmbedding,feels,is scanning,40,40_FF_him,ff,MismatchMismatch,obj,Meredith feels that Carrie is scanning,him,7.408660411834717
OneEmbedding,feels,is scanning,40,40_MM_his,mm,MatchMatch,poss,The grandson feels that Kenneth is scanning,his,2.937955856323242
OneEmbedding,feels,is scanning,40,40_MF_his,mf,MatchMismatch,poss,The grandson feels that Carrie is scanning,his,3.217941999435425
OneEmbedding,feels,is scanning,40,40_FM_his,fm,MismatchMatch,poss,Meredith feels that Kenneth is scanning,his,3.8868446350097656
OneEmbedding,feels,is scanning,40,40_FF_his,ff,MismatchMismatch,poss,Meredith feels that Carrie is scanning,his,5.504608631134033
OneEmbedding,has complained,wasn't hiding,41,41_MM_him,mm,MatchMatch,obj,Martin has complained that Jason wasn't hiding,him,8.911213874816895
OneEmbedding,has complained,wasn't hiding,41,41_MF_him,mf,MatchMismatch,obj,Martin has complained that Tracy wasn't hiding,him,8.934446334838867
OneEmbedding,has complained,wasn't hiding,41,41_FM_him,fm,MismatchMatch,obj,Donna has complained that Jason wasn't hiding,him,9.02348518371582
OneEmbedding,has complained,wasn't hiding,41,41_FF_him,ff,MismatchMismatch,obj,Donna has complained that Tracy wasn't hiding,him,9.922801971435547
OneEmbedding,has complained,wasn't hiding,41,41_MM_his,mm,MatchMatch,poss,Martin has complained that Jason wasn't hiding,his,2.6416707038879395
OneEmbedding,has complained,wasn't hiding,41,41_MF_his,mf,MatchMismatch,poss,Martin has complained that Tracy wasn't hiding,his,4.982019424438477
