exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
simple,hires,78,78_F_him,f,Mismatch,obj,Ann hires,him,4.709160327911377
simple,hires,78,78_F_his,f,Mismatch,poss,Ann hires,his,6.8781561851501465
simple,had shocked,79,79_M_him,m,Match,obj,That ex-boyfriend had shocked,him,3.4681167602539062
simple,had shocked,79,79_M_his,m,Match,poss,That ex-boyfriend had shocked,his,3.8841991424560547
simple,had shocked,79,79_F_him,f,Mismatch,obj,Barbara had shocked,him,3.292320966720581
simple,had shocked,79,79_F_his,f,Mismatch,poss,Barbara had shocked,his,6.234374523162842
simple,could talk to,80,80_M_him,m,Match,obj,Steven could talk to,him,3.274630069732666
simple,could talk to,80,80_M_his,m,Match,poss,Steven could talk to,his,5.0125627517700195
simple,could talk to,80,80_F_him,f,Mismatch,obj,Irene could talk to,him,3.037424325942993
simple,could talk to,80,80_F_his,f,Mismatch,poss,Irene could talk to,his,5.629161834716797
simple,did scan,81,81_M_him,m,Match,obj,This grandson did scan,him,8.825644493103027
simple,did scan,81,81_M_his,m,Match,poss,This grandson did scan,his,5.18323278427124
simple,did scan,81,81_F_him,f,Mismatch,obj,Brenda did scan,him,6.400434494018555
simple,did scan,81,81_F_his,f,Mismatch,poss,Brenda did scan,his,5.120113372802734
simple,noticed,82,82_M_him,m,Match,obj,Thomas noticed,him,6.868440628051758
simple,noticed,82,82_M_his,m,Match,poss,Thomas noticed,his,5.35247278213501
simple,noticed,82,82_F_him,f,Mismatch,obj,Dawn noticed,him,4.901825904846191
simple,noticed,82,82_F_his,f,Mismatch,poss,Dawn noticed,his,5.859733581542969
simple,liked,83,83_M_him,m,Match,obj,Wayne liked,him,6.042160987854004
simple,liked,83,83_M_his,m,Match,poss,Wayne liked,his,4.713915824890137
simple,liked,83,83_F_him,f,Mismatch,obj,Rachel liked,him,4.889103412628174
simple,liked,83,83_F_his,f,Mismatch,poss,Rachel liked,his,6.341022491455078
simple,didn't hear,84,84_M_him,m,Match,obj,Lawrence didn't hear,him,6.377732276916504
simple,didn't hear,84,84_M_his,m,Match,poss,Lawrence didn't hear,his,6.120710372924805
simple,didn't hear,84,84_F_him,f,Mismatch,obj,The waitress didn't hear,him,3.1935954093933105
simple,didn't hear,84,84_F_his,f,Mismatch,poss,The waitress didn't hear,his,6.453483581542969
simple,has boasted about,85,85_M_him,m,Match,obj,Frank has boasted about,him,8.850579261779785
simple,has boasted about,85,85_M_his,m,Match,poss,Frank has boasted about,his,1.8450902700424194
simple,has boasted about,85,85_F_him,f,Mismatch,obj,Nicole has boasted about,him,8.86060905456543
simple,has boasted about,85,85_F_his,f,Mismatch,poss,Nicole has boasted about,his,4.098940372467041
simple,would love,86,86_M_him,m,Match,obj,Peter would love,him,8.958328247070312
simple,would love,86,86_M_his,m,Match,poss,Peter would love,his,7.964422702789307
simple,would love,86,86_F_him,f,Mismatch,obj,Sandra would love,him,8.19998550415039
simple,would love,86,86_F_his,f,Mismatch,poss,Sandra would love,his,10.37352180480957
simple,works with,87,87_M_him,m,Match,obj,Todd works with,him,6.344845771789551
simple,works with,87,87_M_his,m,Match,poss,Todd works with,his,5.512285232543945
simple,works with,87,87_F_him,f,Mismatch,obj,Janet works with,him,7.746974945068359
simple,works with,87,87_F_his,f,Mismatch,poss,Janet works with,his,6.594322204589844
simple,can fight,88,88_M_him,m,Match,obj,Joel can fight,him,6.0750861167907715
simple,can fight,88,88_M_his,m,Match,poss,Joel can fight,his,5.695953845977783
simple,can fight,88,88_F_him,f,Mismatch,obj,Catherine can fight,him,7.064506530761719
simple,can fight,88,88_F_his,f,Mismatch,poss,Catherine can fight,his,9.518326759338379
simple,talks about,89,89_M_him,m,Match,obj,Daniel talks about,him,8.416213989257812
simple,talks about,89,89_M_his,m,Match,poss,Daniel talks about,his,3.149164915084839
simple,talks about,89,89_F_him,f,Mismatch,obj,Stacey talks about,him,9.962858200073242
simple,talks about,89,89_F_his,f,Mismatch,poss,Stacey talks about,his,6.224808216094971
simple,has investigated,90,90_M_him,m,Match,obj,Ronald has investigated,him,9.44378662109375
simple,has investigated,90,90_M_his,m,Match,poss,Ronald has investigated,his,7.268539905548096
simple,has investigated,90,90_F_him,f,Mismatch,obj,Leslie has investigated,him,9.905675888061523
simple,has investigated,90,90_F_his,f,Mismatch,poss,Leslie has investigated,his,8.442090034484863
simple,wouldn't astound,91,91_M_him,m,Match,obj,Omar wouldn't astound,him,5.2845940589904785
simple,wouldn't astound,91,91_M_his,m,Match,poss,Omar wouldn't astound,his,5.707171440124512
simple,wouldn't astound,91,91_F_him,f,Mismatch,obj,Claire wouldn't astound,him,4.087226867675781
simple,wouldn't astound,91,91_F_his,f,Mismatch,poss,Claire wouldn't astound,his,6.660538673400879
simple,wasn't praising,92,92_M_him,m,Match,obj,Donald wasn't praising,him,4.23706579208374
simple,wasn't praising,92,92_M_his,m,Match,poss,Donald wasn't praising,his,5.121106147766113
simple,wasn't praising,92,92_F_him,f,Mismatch,obj,Diane wasn't praising,him,3.067465305328369
simple,wasn't praising,92,92_F_his,f,Mismatch,poss,Diane wasn't praising,his,6.048087120056152
simple,had argued about,93,93_M_him,m,Match,obj,Dennis had argued about,him,7.927621364593506
simple,had argued about,93,93_M_his,m,Match,poss,Dennis had argued about,his,4.8132548332214355
simple,had argued about,93,93_F_him,f,Mismatch,obj,Kristin had argued about,him,7.884688854217529
simple,had argued about,93,93_F_his,f,Mismatch,poss,Kristin had argued about,his,5.830142974853516
simple,astounds,94,94_M_him,m,Match,obj,Carl astounds,him,7.604786396026611
simple,astounds,94,94_M_his,m,Match,poss,Carl astounds,his,4.796906471252441
simple,astounds,94,94_F_him,f,Mismatch,obj,Stacy astounds,him,7.292448043823242
simple,astounds,94,94_F_his,f,Mismatch,poss,Stacy astounds,his,8.714076042175293
simple,is praising,95,95_M_him,m,Match,obj,Bradley is praising,him,5.9827046394348145
simple,is praising,95,95_M_his,m,Match,poss,Bradley is praising,his,4.340476989746094
simple,is praising,95,95_F_him,f,Mismatch,obj,Holly is praising,him,4.791512489318848
simple,is praising,95,95_F_his,f,Mismatch,poss,Holly is praising,his,5.09247350692749
simple,sounded like,96,96_M_him,m,Match,obj,Gary sounded like,him,7.842075824737549
simple,sounded like,96,96_M_his,m,Match,poss,Gary sounded like,his,6.56369161605835
simple,sounded like,96,96_F_him,f,Mismatch,obj,Danielle sounded like,him,8.368703842163086
simple,sounded like,96,96_F_his,f,Mismatch,poss,Danielle sounded like,his,7.524496555328369
simple,talks to,97,97_M_him,m,Match,obj,Gary talks to,him,6.5730743408203125
simple,talks to,97,97_M_his,m,Match,poss,Gary talks to,his,5.763616561889648
simple,talks to,97,97_F_him,f,Mismatch,obj,Diane talks to,him,7.001953125
simple,talks to,97,97_F_his,f,Mismatch,poss,Diane talks to,his,7.600287437438965
simple,had investigated,98,98_M_him,m,Match,obj,Richard had investigated,him,6.566211700439453
simple,had investigated,98,98_M_his,m,Match,poss,Richard had investigated,his,5.6393208503723145
simple,had investigated,98,98_F_him,f,Mismatch,obj,Connie had investigated,him,6.2381272315979
simple,had investigated,98,98_F_his,f,Mismatch,poss,Connie had investigated,his,6.149466514587402
simple,can examine,99,99_M_him,m,Match,obj,Guy can examine,him,7.698126316070557
simple,can examine,99,99_M_his,m,Match,poss,Guy can examine,his,5.182215213775635
simple,can examine,99,99_F_him,f,Mismatch,obj,Amanda can examine,him,5.930199146270752
simple,can examine,99,99_F_his,f,Mismatch,poss,Amanda can examine,his,5.939004421234131
simple,should examine,100,100_M_him,m,Match,obj,Dan should examine,him,7.5520100593566895
simple,should examine,100,100_M_his,m,Match,poss,Dan should examine,his,3.4206178188323975
simple,should examine,100,100_F_him,f,Mismatch,obj,Kristen should examine,him,7.324357032775879
simple,should examine,100,100_F_his,f,Mismatch,poss,Kristen should examine,his,3.5041515827178955
simple,will draw,101,101_M_him,m,Match,obj,Craig will draw,him,6.956032752990723
simple,will draw,101,101_M_his,m,Match,poss,Craig will draw,his,5.267091751098633
simple,will draw,101,101_F_him,f,Mismatch,obj,Sally will draw,him,6.6165080070495605
simple,will draw,101,101_F_his,f,Mismatch,poss,Sally will draw,his,7.314499855041504
simple,hasn't impressed,102,102_M_him,m,Match,obj,That man hasn't impressed,him,6.677915573120117
simple,hasn't impressed,102,102_M_his,m,Match,poss,That man hasn't impressed,his,5.938901901245117
simple,hasn't impressed,102,102_F_him,f,Mismatch,obj,Laura hasn't impressed,him,5.880617618560791
simple,hasn't impressed,102,102_F_his,f,Mismatch,poss,Laura hasn't impressed,his,7.624934673309326
simple,has discussed,103,103_M_him,m,Match,obj,Carlos has discussed,him,8.966259956359863
simple,has discussed,103,103_M_his,m,Match,poss,Carlos has discussed,his,3.144848585128784
simple,has discussed,103,103_F_him,f,Mismatch,obj,Susan has discussed,him,8.839924812316895
simple,has discussed,103,103_F_his,f,Mismatch,poss,Susan has discussed,his,4.560599327087402
simple,couldn't lead,104,104_M_him,m,Match,obj,Omar couldn't lead,him,5.64984130859375
simple,couldn't lead,104,104_M_his,m,Match,poss,Omar couldn't lead,his,3.836808443069458
simple,couldn't lead,104,104_F_him,f,Mismatch,obj,Wendy couldn't lead,him,4.789371967315674
simple,couldn't lead,104,104_F_his,f,Mismatch,poss,Wendy couldn't lead,his,7.373668670654297
simple,shocked,105,105_M_him,m,Match,obj,Carlos shocked,him,6.81663703918457
simple,shocked,105,105_M_his,m,Match,poss,Carlos shocked,his,4.50393533706665
simple,shocked,105,105_F_him,f,Mismatch,obj,Christine shocked,him,4.713718891143799
simple,shocked,105,105_F_his,f,Mismatch,poss,Christine shocked,his,6.655664443969727
simple,was holding,106,106_M_him,m,Match,obj,Jason was holding,him,5.316546440124512
simple,was holding,106,106_M_his,m,Match,poss,Jason was holding,his,3.6827499866485596
simple,was holding,106,106_F_him,f,Mismatch,obj,Colleen was holding,him,5.043112277984619
simple,was holding,106,106_F_his,f,Mismatch,poss,Colleen was holding,his,5.357534885406494
simple,was underwhelming,107,107_M_him,m,Match,obj,William was underwhelming,him,14.840494155883789
simple,was underwhelming,107,107_M_his,m,Match,poss,William was underwhelming,his,9.715511322021484
simple,was underwhelming,107,107_F_him,f,Mismatch,obj,Jessica was underwhelming,him,14.725143432617188
simple,was underwhelming,107,107_F_his,f,Mismatch,poss,Jessica was underwhelming,his,11.74925422668457
simple,criticized,108,108_M_him,m,Match,obj,The nephew criticized,him,4.186215400695801
simple,criticized,108,108_M_his,m,Match,poss,The nephew criticized,his,4.776635646820068
simple,criticized,108,108_F_him,f,Mismatch,obj,Eva criticized,him,6.226137638092041
simple,criticized,108,108_F_his,f,Mismatch,poss,Eva criticized,his,6.178433895111084
simple,distracts,109,109_M_him,m,Match,obj,Matt distracts,him,5.57142972946167
simple,distracts,109,109_M_his,m,Match,poss,Matt distracts,his,5.341275691986084
simple,distracts,109,109_F_him,f,Mismatch,obj,Melissa distracts,him,3.6083531379699707
simple,distracts,109,109_F_his,f,Mismatch,poss,Melissa distracts,his,7.460334777832031
simple,kissed,110,110_M_him,m,Match,obj,Wayne kissed,him,4.744016647338867
simple,kissed,110,110_M_his,m,Match,poss,Wayne kissed,his,3.604583978652954
simple,kissed,110,110_F_him,f,Mismatch,obj,Diane kissed,him,2.0180439949035645
simple,kissed,110,110_F_his,f,Mismatch,poss,Diane kissed,his,5.3985676765441895
simple,shoots,111,111_M_him,m,Match,obj,Dennis shoots,him,5.378481864929199
simple,shoots,111,111_M_his,m,Match,poss,Dennis shoots,his,4.6141743659973145
simple,shoots,111,111_F_him,f,Mismatch,obj,Elizabeth shoots,him,3.913703203201294
simple,shoots,111,111_F_his,f,Mismatch,poss,Elizabeth shoots,his,7.460750579833984
simple,talked about,112,112_M_him,m,Match,obj,Christopher talked about,him,7.711681365966797
simple,talked about,112,112_M_his,m,Match,poss,Christopher talked about,his,3.485553026199341
simple,talked about,112,112_F_him,f,Mismatch,obj,Sharon talked about,him,7.616510391235352
simple,talked about,112,112_F_his,f,Mismatch,poss,Sharon talked about,his,5.467591762542725
simple,distracted,113,113_M_him,m,Match,obj,That man distracted,him,6.483584880828857
simple,distracted,113,113_M_his,m,Match,poss,That man distracted,his,5.587778568267822
simple,distracted,113,113_F_him,f,Mismatch,obj,Deanna distracted,him,3.8054161071777344
simple,distracted,113,113_F_his,f,Mismatch,poss,Deanna distracted,his,8.05709171295166
simple,has heard,114,114_M_him,m,Match,obj,Donald has heard,him,7.672572612762451
simple,has heard,114,114_M_his,m,Match,poss,Donald has heard,his,6.422872066497803
simple,has heard,114,114_F_him,f,Mismatch,obj,Caroline has heard,him,6.954264163970947
simple,has heard,114,114_F_his,f,Mismatch,poss,Caroline has heard,his,6.667743682861328
simple,isn't teaching,115,115_M_him,m,Match,obj,Gary isn't teaching,him,6.159930229187012
simple,isn't teaching,115,115_M_his,m,Match,poss,Gary isn't teaching,his,5.67140007019043
simple,isn't teaching,115,115_F_him,f,Mismatch,obj,Tracy isn't teaching,him,5.412644863128662
simple,isn't teaching,115,115_F_his,f,Mismatch,poss,Tracy isn't teaching,his,5.841241836547852
simple,approaches,116,116_M_him,m,Match,obj,Rodney approaches,him,5.596996307373047
simple,approaches,116,116_M_his,m,Match,poss,Rodney approaches,his,4.893116474151611
simple,approaches,116,116_F_him,f,Mismatch,obj,The girl approaches,him,2.403268337249756
simple,approaches,116,116_F_his,f,Mismatch,poss,The girl approaches,his,6.8230085372924805
simple,had chosen,117,117_M_him,m,Match,obj,Timothy had chosen,him,6.086390495300293
simple,had chosen,117,117_M_his,m,Match,poss,Timothy had chosen,his,5.193445682525635
simple,had chosen,117,117_F_him,f,Mismatch,obj,Martha had chosen,him,5.1871819496154785
simple,had chosen,117,117_F_his,f,Mismatch,poss,Martha had chosen,his,7.474435329437256
simple,returns to,118,118_M_him,m,Match,obj,Dan returns to,him,10.210633277893066
simple,returns to,118,118_M_his,m,Match,poss,Dan returns to,his,3.6100268363952637
simple,returns to,118,118_F_him,f,Mismatch,obj,Amelia returns to,him,8.812392234802246
simple,returns to,118,118_F_his,f,Mismatch,poss,Amelia returns to,his,5.389986991882324
simple,was hiring,119,119_M_him,m,Match,obj,Donald was hiring,him,6.62570858001709
simple,was hiring,119,119_M_his,m,Match,poss,Donald was hiring,his,5.611918926239014
simple,was hiring,119,119_F_him,f,Mismatch,obj,Sharon was hiring,him,6.211236000061035
simple,was hiring,119,119_F_his,f,Mismatch,poss,Sharon was hiring,his,8.465106010437012
simple,revealed,120,120_M_him,m,Match,obj,Walter revealed,him,10.2195463180542
simple,revealed,120,120_M_his,m,Match,poss,Walter revealed,his,4.393764972686768
simple,revealed,120,120_F_him,f,Mismatch,obj,April revealed,him,8.075199127197266
simple,revealed,120,120_F_his,f,Mismatch,poss,April revealed,his,6.087310791015625
simple,had fired,121,121_M_him,m,Match,obj,Randolf had fired,him,6.079458713531494
simple,had fired,121,121_M_his,m,Match,poss,Randolf had fired,his,3.1856818199157715
simple,had fired,121,121_F_him,f,Mismatch,obj,Jill had fired,him,6.230715274810791
simple,had fired,121,121_F_his,f,Mismatch,poss,Jill had fired,his,4.646482944488525
simple,isn't firing,122,122_M_him,m,Match,obj,Patrick isn't firing,him,7.295437335968018
simple,isn't firing,122,122_M_his,m,Match,poss,Patrick isn't firing,his,5.894281387329102
simple,isn't firing,122,122_F_him,f,Mismatch,obj,Martha isn't firing,him,5.578967571258545
simple,isn't firing,122,122_F_his,f,Mismatch,poss,Martha isn't firing,his,8.092411994934082
simple,investigated,123,123_M_him,m,Match,obj,Eric investigated,him,9.089691162109375
simple,investigated,123,123_M_his,m,Match,poss,Eric investigated,his,5.748175144195557
simple,investigated,123,123_F_him,f,Mismatch,obj,Elizabeth investigated,him,6.539783477783203
simple,investigated,123,123_F_his,f,Mismatch,poss,Elizabeth investigated,his,6.361273765563965
simple,hugs,124,124_M_him,m,Match,obj,Jason hugs,him,3.4623422622680664
simple,hugs,124,124_M_his,m,Match,poss,Jason hugs,his,3.785625696182251
simple,hugs,124,124_F_him,f,Mismatch,obj,Jane hugs,him,3.331272840499878
simple,hugs,124,124_F_his,f,Mismatch,poss,Jane hugs,his,6.693437576293945
simple,hides,125,125_M_him,m,Match,obj,Derek hides,him,8.165068626403809
simple,hides,125,125_M_his,m,Match,poss,Derek hides,his,3.1842966079711914
simple,hides,125,125_F_him,f,Mismatch,obj,Beth hides,him,6.23444938659668
simple,hides,125,125_F_his,f,Mismatch,poss,Beth hides,his,6.041652679443359
simple,can escape from,126,126_M_him,m,Match,obj,The man can escape from,him,6.321113586425781
simple,can escape from,126,126_M_his,m,Match,poss,The man can escape from,his,3.434303045272827
simple,can escape from,126,126_F_him,f,Mismatch,obj,Jennifer can escape from,him,6.609309673309326
simple,can escape from,126,126_F_his,f,Mismatch,poss,Jennifer can escape from,his,6.599106311798096
simple,isn't drawing,127,127_M_him,m,Match,obj,Larry isn't drawing,him,7.765017986297607
simple,isn't drawing,127,127_M_his,m,Match,poss,Larry isn't drawing,his,5.918128490447998
simple,isn't drawing,127,127_F_him,f,Mismatch,obj,Amelia isn't drawing,him,8.55186653137207
simple,isn't drawing,127,127_F_his,f,Mismatch,poss,Amelia isn't drawing,his,9.536233901977539
simple,visits,128,128_M_him,m,Match,obj,Jason visits,him,6.569934844970703
simple,visits,128,128_M_his,m,Match,poss,Jason visits,his,4.6455230712890625
simple,visits,128,128_F_him,f,Mismatch,obj,Danielle visits,him,7.259134292602539
simple,visits,128,128_F_his,f,Mismatch,poss,Danielle visits,his,5.424829959869385
simple,won't talk about,129,129_M_him,m,Match,obj,Todd won't talk about,him,7.117266654968262
simple,won't talk about,129,129_M_his,m,Match,poss,Todd won't talk about,his,3.6429855823516846
