item,cond,adjunct,contrast,pronoun,og_sent,sent,target,model,surp
23,CATAMARAN2-REF-Match,Reflexive,Match,herself,"After watching herself on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching herself on the Voice,",Sally,gpt2,14.821492195129396
23,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"After watching himself on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching himself on the Voice,",Sally,gpt2,15.95158863067627
24,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a secretary sent her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before a secretary sent her the secret contract,",Dana,gpt2,14.245234489440918
24,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"Before a secretary sent him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before a secretary sent him the secret contract,",Dana,gpt2,14.699161529541016
24,CATAMARAN2-OBJ-Match,Constraint,Match,her,"Before sending her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract,",Sheila,gpt2,13.865694999694824
24,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"Before sending him the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending him the secret contract,",Dana,gpt2,13.936541557312012
24,CATAMARAN2-REF-Match,Reflexive,Match,herself,"Before sending herself the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending herself the secret contract,",Dana,gpt2,13.571402549743652
24,CATAMARAN2-REF-Misma,Reflexive,Mismatch,himself,"Before sending himself the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending himself the secret contract,",Dana,gpt2,15.042442321777344
1,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before anyone offered him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before anyone offered him a fancy pastry,",Brad,gpt2,12.906257629394531
1,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before anyone offered her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before anyone offered her a fancy pastry, the",father,gpt2,11.285943031311035
1,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before offering him a fancy pastry, Michael politely asked Tyler whether he had any preference.","Before offering him a fancy pastry,",Timothy,gpt2,15.400053024291992
1,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before offering her a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering her a fancy pastry,",Benjamin,gpt2,14.370347023010254
1,CATAMARAN2-REF-Match,Reflexive,Match,himself,"Before offering himself a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering himself a fancy pastry,",Benjamin,gpt2,12.42026138305664
1,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"Before offering herself a fancy pastry, Michael politely asked Emily whether he had any preference.","Before offering herself a fancy pastry,",Benjamin,gpt2,13.751197814941406
2,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While a parent drove him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While a parent drove him to school on Friday,",Jason,gpt2,11.468708038330078
2,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While a parent drove her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While a parent drove her to school on Friday, the",guy,gpt2,13.574396133422852
2,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While driving him to school on Friday, Christopher casually told Juan that he would pick up everyone early for a surprise.","While driving him to school on Friday,",Steven,gpt2,11.91275119781494
2,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While driving her to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving her to school on Friday,",Benjamin,gpt2,14.343213081359863
2,CATAMARAN2-REF-Match,Reflexive,Match,himself,"While driving himself to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving himself to school on Friday,",Benjamin,gpt2,12.135643005371094
2,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"While driving herself to school on Friday, Christopher casually told Hannah that he would pick up everyone early for a surprise.","While driving herself to school on Friday,",Benjamin,gpt2,14.15533447265625
3,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an employee baked him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While an employee baked him some cookies,",Benjamin,gpt2,13.93984603881836
3,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an employee baked her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While an employee baked her some cookies,",Wayne,gpt2,14.837142944335938
3,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While baking him some cookies, Nicholas happily informed Luke about all the positive new changes in his life.","While baking him some cookies,",Chad,gpt2,13.4205904006958
3,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While baking her some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking her some cookies,",Ronald,gpt2,15.109851837158203
3,CATAMARAN2-REF-Match,Reflexive,Match,himself,"While baking himself some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking himself some cookies,",Ronald,gpt2,13.568521499633787
3,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"While baking herself some cookies, Nicholas happily informed Kayla about all the positive new changes in his life.","While baking herself some cookies,",Ronald,gpt2,15.60088348388672
4,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After an orderly lifted him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After an orderly lifted him onto the bus,",Donald,gpt2,12.419753074645996
4,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After an orderly lifted her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After an orderly lifted her onto the bus,",Richard,gpt2,13.324129104614258
4,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After lifting him onto the bus, Brandon carefully sat Derek down in one of the front-most seats.","After lifting him onto the bus,",Alexander,gpt2,12.252872467041016
4,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After lifting her onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting her onto the bus,",Wayne,gpt2,14.071941375732422
4,CATAMARAN2-REF-Match,Reflexive,Match,himself,"After lifting himself onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting himself onto the bus,",Wayne,gpt2,13.321159362792969
4,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"After lifting herself onto the bus, Brandon carefully sat Amber down in one of the front-most seats.","After lifting herself onto the bus,",Wayne,gpt2,14.639421463012695
5,CATAMARAN2-FIN-Match,No Constraint,Match,him,"Before an officer interrogated him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before an officer interrogated him about the crime,",Russell,gpt2,12.118359565734863
5,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"Before an officer interrogated her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before an officer interrogated her about the crime,",John,gpt2,11.565592765808104
5,CATAMARAN2-OBJ-Match,Constraint,Match,him,"Before interrogating him about the crime, Daniel kindly offered Corey some food and a cigarette.","Before interrogating him about the crime,",Andrew,gpt2,12.466468811035156
5,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"Before interrogating her about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating her about the crime,",Lawrence,gpt2,12.11056137084961
5,CATAMARAN2-REF-Match,Reflexive,Match,himself,"Before interrogating himself about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating himself about the crime,",Lawrence,gpt2,11.704704284667969
5,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"Before interrogating herself about the crime, Daniel kindly offered Jasmine some food and a cigarette.","Before interrogating herself about the crime,",Lawrence,gpt2,12.179547309875488
6,CATAMARAN2-FIN-Match,No Constraint,Match,him,"After a guest embarrassed him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After a guest embarrassed him during the party,",Guy,gpt2,12.05646800994873
6,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"After a guest embarrassed her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After a guest embarrassed her during the party,",Chad,gpt2,12.87859058380127
6,CATAMARAN2-OBJ-Match,Constraint,Match,him,"After embarrassing him during the party, Andrew promptly apologized to Jeffrey for the unforgivable behavior.","After embarrassing him during the party,",Steven,gpt2,12.275376319885254
6,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"After embarrassing her during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing her during the party,",Liam,gpt2,14.087729454040527
6,CATAMARAN2-REF-Match,Reflexive,Match,himself,"After embarrassing himself during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing himself during the party,",Liam,gpt2,13.54377555847168
6,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"After embarrassing herself during the party, Andrew promptly apologized to Alyssa for the unforgivable behavior.","After embarrassing herself during the party,",Liam,gpt2,14.001842498779297
7,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While an intern helped him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While an intern helped him shred the documents,",Charles,gpt2,12.89755153656006
7,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,her,"While an intern helped her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While an intern helped her shred the documents,",Thomas,gpt2,11.692383766174316
7,CATAMARAN2-OBJ-Match,Constraint,Match,him,"While helping him shred the documents, Alexander tearfully admitted to Gavin that upper-level managers had been embezzling money for years.","While helping him shred the documents,",Larry,gpt2,11.727961540222168
7,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,her,"While helping her shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping her shred the documents,",Thomas,gpt2,10.409567832946776
7,CATAMARAN2-REF-Match,Reflexive,Match,himself,"While helping himself shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping himself shred the documents,",Thomas,gpt2,9.416254997253418
7,CATAMARAN2-REF-Misma,Reflexive,Mismatch,herself,"While helping herself shred the documents, Alexander tearfully admitted to Abigail that upper-level managers had been embezzling money for years.","While helping herself shred the documents,",Thomas,gpt2,10.410035133361816
8,CATAMARAN2-FIN-Match,No Constraint,Match,him,"While someone read him a bedtime story, William gently gestured to Luis to turn off the lights.","While someone read him a bedtime story,",Jason,gpt2,13.288456916809082
