item,exp,pronoun,cond,contrast,sent,target,model,surp
13,1,she,f,Match,"When she was present, the",sister,gpt-neo-2.7B,11.276604652404783
13,1,he,f,Mismatch,"When he was present, the",mother,gpt-neo-2.7B,10.323472023010254
14,1,he,m,Match,"When he was depressed,",Russell,gpt-neo-2.7B,14.750591278076172
14,1,she,m,Mismatch,"When she was depressed,",Larry,gpt-neo-2.7B,15.026968955993652
14,1,she,f,Match,"When she was depressed,",Tara,gpt-neo-2.7B,15.594261169433594
14,1,he,f,Mismatch,"When he was depressed,",Leslie,gpt-neo-2.7B,15.57105541229248
15,1,he,m,Match,"When he was around,",Samuel,gpt-neo-2.7B,14.662343978881836
15,1,she,m,Mismatch,"When she was around,",Timothy,gpt-neo-2.7B,16.789289474487305
15,1,she,f,Match,"When she was around,",Sheila,gpt-neo-2.7B,14.53598976135254
15,1,he,f,Mismatch,"When he was around,",Kristen,gpt-neo-2.7B,16.484045028686523
16,1,he,m,Match,"When he was near,",Timothy,gpt-neo-2.7B,17.010589599609375
16,1,she,m,Mismatch,"When she was near,",Timothy,gpt-neo-2.7B,17.651519775390625
16,1,she,f,Match,"When she was near,",Danielle,gpt-neo-2.7B,19.0682315826416
16,1,he,f,Mismatch,"When he was near,",Cheryl,gpt-neo-2.7B,19.367586135864254
17,1,he,m,Match,"When he was in court,",Travis,gpt-neo-2.7B,16.352224349975586
17,1,she,m,Mismatch,"When she was in court,",Steven,gpt-neo-2.7B,15.04043960571289
17,1,she,f,Match,"When she was in court,",Wendy,gpt-neo-2.7B,14.891684532165527
17,1,he,f,Mismatch,"When he was in court,",Leslie,gpt-neo-2.7B,15.015183448791504
18,1,he,m,Match,"When he was poorly,",Mark,gpt-neo-2.7B,13.612069129943848
18,1,she,m,Mismatch,"When she was poorly,",Ronald,gpt-neo-2.7B,15.757628440856934
18,1,she,f,Match,"When she was poorly,",Cheryl,gpt-neo-2.7B,16.995128631591797
18,1,he,f,Mismatch,"When he was poorly,",Anne,gpt-neo-2.7B,14.33586311340332
19,1,he,m,Match,"When he arrived,",Brett,gpt-neo-2.7B,16.141023635864258
19,1,she,m,Mismatch,"When she arrived,",John,gpt-neo-2.7B,11.392684936523438
19,1,she,f,Match,"When she arrived,",Karen,gpt-neo-2.7B,14.148319244384766
19,1,he,f,Mismatch,"When he arrived,",Nicole,gpt-neo-2.7B,15.95813274383545
20,1,he,m,Match,"When he was appointed,",Phillip,gpt-neo-2.7B,17.452983856201172
20,1,she,m,Mismatch,"When she was appointed,",Keith,gpt-neo-2.7B,15.303481101989746
20,1,she,f,Match,"When she was appointed, the",sister,gpt-neo-2.7B,11.866241455078123
20,1,he,f,Mismatch,"When he was appointed,",Elizabeth,gpt-neo-2.7B,14.37326431274414
21,1,he,m,Match,"When he was fired,",Bradley,gpt-neo-2.7B,14.990873336791992
21,1,she,m,Mismatch,"When she was fired, the",guy,gpt-neo-2.7B,11.41629409790039
21,1,she,f,Match,"When she was fired,",Laura,gpt-neo-2.7B,13.715286254882812
21,1,he,f,Mismatch,"When he was fired,",Suzanne,gpt-neo-2.7B,16.02898406982422
22,1,he,m,Match,"When he was close,",Ronald,gpt-neo-2.7B,15.93143081665039
22,1,she,m,Mismatch,"When she was close, the",guy,gpt-neo-2.7B,11.36345100402832
22,1,she,f,Match,"When she was close,",Grace,gpt-neo-2.7B,14.43748664855957
22,1,he,f,Mismatch,"When he was close,",Wendy,gpt-neo-2.7B,17.224668502807617
23,1,he,m,Match,"When he was retired,",Bradley,gpt-neo-2.7B,17.242685317993164
23,1,she,m,Mismatch,"When she was retired,",Alexander,gpt-neo-2.7B,15.349773406982422
23,1,she,f,Match,"When she was retired, the",mother,gpt-neo-2.7B,8.964776039123535
23,1,he,f,Mismatch,"When he was retired,",Christina,gpt-neo-2.7B,17.203447341918945
24,1,he,m,Match,"When he was abroad,",Travis,gpt-neo-2.7B,18.986053466796875
24,1,she,m,Mismatch,"When she was abroad,",Walter,gpt-neo-2.7B,15.84549331665039
24,1,she,f,Match,"When she was abroad, the",mother,gpt-neo-2.7B,8.153860092163086
24,1,he,f,Mismatch,"When he was abroad,",Anne,gpt-neo-2.7B,14.972070693969728
25,1,he,m,Match,"When he was discovered,",Bruce,gpt-neo-2.7B,15.856724739074709
25,1,she,m,Mismatch,"When she was discovered,",Ronald,gpt-neo-2.7B,16.660764694213867
25,1,she,f,Match,"When she was discovered,",Alice,gpt-neo-2.7B,13.203094482421877
25,1,he,f,Mismatch,"When he was discovered,",Carol,gpt-neo-2.7B,16.33263397216797
26,1,he,m,Match,"When he was busy,",Dennis,gpt-neo-2.7B,14.941182136535645
26,1,she,m,Mismatch,"When she was busy,",Mitchell,gpt-neo-2.7B,16.738597869873047
26,1,she,f,Match,"When she was busy,",Nicole,gpt-neo-2.7B,15.261738777160645
26,1,he,f,Mismatch,"When he was busy,",Pamela,gpt-neo-2.7B,16.368791580200195
27,1,he,m,Match,"When he was twenty-one,",Liam,gpt-neo-2.7B,17.495412826538086
27,1,she,m,Mismatch,"When she was twenty-one,",Mark,gpt-neo-2.7B,13.520767211914062
27,1,she,f,Match,"When she was twenty-one,",Grace,gpt-neo-2.7B,14.281323432922363
27,1,he,f,Mismatch,"When he was twenty-one, the",girl,gpt-neo-2.7B,8.311317443847656
28,1,he,m,Match,"When he was annoyed,",Eric,gpt-neo-2.7B,14.618087768554688
28,1,she,m,Mismatch,"When she was annoyed, the",guy,gpt-neo-2.7B,10.716789245605469
28,1,she,f,Match,"When she was annoyed,",Wendy,gpt-neo-2.7B,15.646635055541992
28,1,he,f,Mismatch,"When he was annoyed,",Sally,gpt-neo-2.7B,15.255401611328123
29,1,he,m,Match,"When he was in church,",Steven,gpt-neo-2.7B,15.63255786895752
29,1,she,m,Mismatch,"When she was in church,",Benjamin,gpt-neo-2.7B,17.4327392578125
29,1,she,f,Match,"When she was in church,",Claire,gpt-neo-2.7B,16.645204544067383
29,1,he,f,Mismatch,"When he was in church, the",girlfriend,gpt-neo-2.7B,16.219993591308594
30,1,he,m,Match,"When he was banished,",Jason,gpt-neo-2.7B,14.97327709197998
30,1,she,m,Mismatch,"When she was banished,",Bradley,gpt-neo-2.7B,18.64051055908203
30,1,she,f,Match,"When she was banished,",Suzanne,gpt-neo-2.7B,15.31930923461914
30,1,he,f,Mismatch,"When he was banished,",Mary,gpt-neo-2.7B,12.57779598236084
31,1,he,m,Match,"When he was angry,",Timothy,gpt-neo-2.7B,16.138633728027344
31,1,she,m,Mismatch,"When she was angry,",Jeffrey,gpt-neo-2.7B,16.968379974365234
31,1,she,f,Match,"When she was angry,",Karen,gpt-neo-2.7B,14.45740032196045
31,1,he,f,Mismatch,"When he was angry,",Claire,gpt-neo-2.7B,17.508670806884766
32,1,he,m,Match,"When he was distraught,",Guy,gpt-neo-2.7B,15.567078590393066
32,1,she,m,Mismatch,"When she was distraught,",Rodney,gpt-neo-2.7B,17.560461044311523
32,1,she,f,Match,"When she was distraught,",Marie,gpt-neo-2.7B,14.70948314666748
32,1,he,f,Mismatch,"When he was distraught,",Danielle,gpt-neo-2.7B,18.214487075805664
1,1,he,m,Match,"When he was off work,",Bruce,gpt-neo-2.7B,13.658570289611816
1,1,she,m,Mismatch,"When she was off work,",Mark,gpt-neo-2.7B,13.146931648254396
1,1,she,f,Match,"When she was off work, the",woman,gpt-neo-2.7B,6.680272579193115
1,1,he,f,Mismatch,"When he was off work, the",granddaughter,gpt-neo-2.7B,16.81822395324707
2,1,he,m,Match,"When he arrived,",Kenneth,gpt-neo-2.7B,15.790164947509766
2,1,she,m,Mismatch,"When she arrived,",Samuel,gpt-neo-2.7B,14.651244163513184
2,1,she,f,Match,"When she arrived, the",waitress,gpt-neo-2.7B,11.002559661865234
2,1,he,f,Mismatch,"When he arrived, the",granddaughter,gpt-neo-2.7B,16.740022659301758
3,1,he,m,Match,"When he was fed up,",Jeffrey,gpt-neo-2.7B,17.938007354736328
3,1,she,m,Mismatch,"When she was fed up,",Martin,gpt-neo-2.7B,14.645692825317385
3,1,she,f,Match,"When she was fed up,",Leslie,gpt-neo-2.7B,17.519254684448242
3,1,he,f,Mismatch,"When he was fed up,",Carrie,gpt-neo-2.7B,18.18600845336914
4,1,he,m,Match,"When he was talking,",Benjamin,gpt-neo-2.7B,15.233322143554688
4,1,she,m,Mismatch,"When she was talking,",Frank,gpt-neo-2.7B,12.638110160827637
4,1,she,f,Match,"When she was talking,",Cynthia,gpt-neo-2.7B,15.045517921447754
4,1,he,f,Mismatch,"When he was talking, the",girlfriend,gpt-neo-2.7B,15.146114349365234
5,1,he,m,Match,"When he was nearby,",Ronald,gpt-neo-2.7B,15.98615837097168
5,1,she,m,Mismatch,"When she was nearby,",Alexander,gpt-neo-2.7B,14.89804744720459
5,1,she,f,Match,"When she was nearby,",Veronica,gpt-neo-2.7B,16.27692222595215
5,1,he,f,Mismatch,"When he was nearby,",Meredith,gpt-neo-2.7B,16.874662399291992
6,1,he,m,Match,"When he was lost,",John,gpt-neo-2.7B,11.396809577941896
6,1,she,m,Mismatch,"When she was lost,",Theodore,gpt-neo-2.7B,16.55801773071289
6,1,she,f,Match,"When she was lost,",Tiffany,gpt-neo-2.7B,18.301420211791992
6,1,he,f,Mismatch,"When he was lost,",Diana,gpt-neo-2.7B,16.512548446655273
7,1,he,m,Match,"When he was bad-tempered,",Dan,gpt-neo-2.7B,13.988557815551758
7,1,she,m,Mismatch,"When she was bad-tempered, the",grandson,gpt-neo-2.7B,15.62970733642578
7,1,she,f,Match,"When she was bad-tempered,",Tara,gpt-neo-2.7B,17.228246688842773
7,1,he,f,Mismatch,"When he was bad-tempered,",Rachel,gpt-neo-2.7B,16.629558563232422
8,1,he,m,Match,"When he was jealous,",Bruce,gpt-neo-2.7B,15.857547760009766
8,1,she,m,Mismatch,"When she was jealous,",Douglas,gpt-neo-2.7B,15.41563606262207
8,1,she,f,Match,"When she was jealous,",Leslie,gpt-neo-2.7B,16.971891403198242
8,1,he,f,Mismatch,"When he was jealous,",Nicole,gpt-neo-2.7B,16.608970642089844
9,1,he,m,Match,"When he was in residence,",William,gpt-neo-2.7B,11.208429336547852
9,1,she,m,Mismatch,"When she was in residence,",Douglas,gpt-neo-2.7B,15.260370254516602
9,1,she,f,Match,"When she was in residence,",Tiffany,gpt-neo-2.7B,15.96752643585205
9,1,he,f,Mismatch,"When he was in residence,",Sharon,gpt-neo-2.7B,16.31511688232422
10,1,he,m,Match,"When he was introduced,",Steven,gpt-neo-2.7B,15.25221061706543
10,1,she,m,Mismatch,"When she was introduced,",Alexander,gpt-neo-2.7B,13.4385347366333
10,1,she,f,Match,"When she was introduced, the",granddaughter,gpt-neo-2.7B,14.088597297668455
10,1,he,f,Mismatch,"When he was introduced,",Sharon,gpt-neo-2.7B,16.0316104888916
11,1,he,m,Match,"When he arrived,",Thomas,gpt-neo-2.7B,12.412692070007324
11,1,she,m,Mismatch,"When she arrived,",Dennis,gpt-neo-2.7B,14.391754150390623
11,1,she,f,Match,"When she arrived,",Julie,gpt-neo-2.7B,14.184378623962402
11,1,he,f,Mismatch,"When he arrived,",Connie,gpt-neo-2.7B,16.86193084716797
12,1,he,m,Match,"When he felt sad,",Brett,gpt-neo-2.7B,19.18274307250977
12,1,she,m,Mismatch,"When she felt sad,",Kevin,gpt-neo-2.7B,17.409543991088867
12,1,she,f,Match,"When she felt sad,",Nicole,gpt-neo-2.7B,18.01678276062012
12,1,he,f,Mismatch,"When he felt sad,",Amanda,gpt-neo-2.7B,17.244836807250977
13,1,he,m,Match,"When he was present,",Eric,gpt-neo-2.7B,14.937644958496094
13,1,she,m,Mismatch,"When she was present,",Theodore,gpt-neo-2.7B,16.0575008392334
13,1,she,f,Match,"When she was present,",Nicole,gpt-neo-2.7B,15.488308906555176
13,1,he,f,Mismatch,"When he was present,",Naomi,gpt-neo-2.7B,19.1058406829834
14,1,he,m,Match,"When he was depressed, the",son,gpt-neo-2.7B,9.989701271057127
14,1,she,m,Mismatch,"When she was depressed,",Keith,gpt-neo-2.7B,14.899943351745604
14,1,she,f,Match,"When she was depressed,",Ellen,gpt-neo-2.7B,15.54215145111084
14,1,he,f,Mismatch,"When he was depressed,",Wendy,gpt-neo-2.7B,15.858741760253906
15,1,he,m,Match,"When he was around,",Kevin,gpt-neo-2.7B,13.207813262939451
15,1,she,m,Mismatch,"When she was around,",Keith,gpt-neo-2.7B,15.612348556518556
15,1,she,f,Match,"When she was around,",Sally,gpt-neo-2.7B,12.936944961547852
15,1,he,f,Mismatch,"When he was around,",Naomi,gpt-neo-2.7B,17.44729995727539
16,1,he,m,Match,"When he was near,",Benjamin,gpt-neo-2.7B,16.724409103393555
16,1,she,m,Mismatch,"When she was near,",Donald,gpt-neo-2.7B,16.201433181762695
16,1,she,f,Match,"When she was near,",Mary,gpt-neo-2.7B,11.90351104736328
16,1,he,f,Mismatch,"When he was near,",Susan,gpt-neo-2.7B,14.831571578979492
17,1,he,m,Match,"When he was in court,",William,gpt-neo-2.7B,12.69130802154541
17,1,she,m,Mismatch,"When she was in court,",Eric,gpt-neo-2.7B,15.36548137664795
17,1,she,f,Match,"When she was in court,",Anna,gpt-neo-2.7B,14.07996654510498
17,1,he,f,Mismatch,"When he was in court,",Nicole,gpt-neo-2.7B,15.542476654052734
18,1,he,m,Match,"When he was poorly,",Mitchell,gpt-neo-2.7B,18.178409576416016
18,1,she,m,Mismatch,"When she was poorly,",Jeffrey,gpt-neo-2.7B,15.697158813476562
18,1,she,f,Match,"When she was poorly,",Julie,gpt-neo-2.7B,15.3680419921875
18,1,he,f,Mismatch,"When he was poorly,",Julia,gpt-neo-2.7B,14.965063095092772
19,1,he,m,Match,"When he arrived,",Travis,gpt-neo-2.7B,15.620383262634276
19,1,she,m,Mismatch,"When she arrived,",Ronald,gpt-neo-2.7B,15.972318649291992
19,1,she,f,Match,"When she arrived, the",sister,gpt-neo-2.7B,11.476405143737791
19,1,he,f,Mismatch,"When he arrived,",Vanessa,gpt-neo-2.7B,17.767053604125977
20,1,he,m,Match,"When he was appointed,",Eric,gpt-neo-2.7B,15.151230812072754
20,1,she,m,Mismatch,"When she was appointed,",Benjamin,gpt-neo-2.7B,15.477428436279297
20,1,she,f,Match,"When she was appointed,",Sharon,gpt-neo-2.7B,15.262578010559082
20,1,he,f,Mismatch,"When he was appointed,",Grace,gpt-neo-2.7B,17.001373291015625
21,1,he,m,Match,"When he was fired, the",nephew,gpt-neo-2.7B,15.454463005065918
21,1,she,m,Mismatch,"When she was fired,",Edward,gpt-neo-2.7B,15.263765335083008
21,1,she,f,Match,"When she was fired, the",lady,gpt-neo-2.7B,11.21552562713623
21,1,he,f,Mismatch,"When he was fired,",Danielle,gpt-neo-2.7B,16.752159118652344
22,1,he,m,Match,"When he was close,",Frank,gpt-neo-2.7B,13.70278263092041
22,1,she,m,Mismatch,"When she was close,",Ronald,gpt-neo-2.7B,16.904569625854492
22,1,she,f,Match,"When she was close,",Tiffany,gpt-neo-2.7B,16.859495162963867
22,1,he,f,Mismatch,"When he was close, the",waitress,gpt-neo-2.7B,13.912726402282717
23,1,he,m,Match,"When he was retired,",Samuel,gpt-neo-2.7B,14.87641143798828
23,1,she,m,Mismatch,"When she was retired,",Steven,gpt-neo-2.7B,15.295487403869627
23,1,she,f,Match,"When she was retired, the",sister,gpt-neo-2.7B,11.43445110321045
23,1,he,f,Mismatch,"When he was retired,",Victoria,gpt-neo-2.7B,17.983835220336914
24,1,he,m,Match,"When he was abroad,",Derek,gpt-neo-2.7B,18.05738639831543
24,1,she,m,Mismatch,"When she was abroad,",Carlos,gpt-neo-2.7B,17.60886001586914
24,1,she,f,Match,"When she was abroad,",Elizabeth,gpt-neo-2.7B,13.192617416381836
24,1,he,f,Mismatch,"When he was abroad,",Meredith,gpt-neo-2.7B,18.25735282897949
25,1,he,m,Match,"When he was discovered,",Jason,gpt-neo-2.7B,15.345945358276367
25,1,she,m,Mismatch,"When she was discovered,",Eric,gpt-neo-2.7B,16.177490234375
25,1,she,f,Match,"When she was discovered, the",waitress,gpt-neo-2.7B,13.389530181884766
25,1,he,f,Mismatch,"When he was discovered,",Beth,gpt-neo-2.7B,15.932819366455078
26,1,he,m,Match,"When he was busy,",Carlos,gpt-neo-2.7B,15.731873512268066
26,1,she,m,Mismatch,"When she was busy,",Todd,gpt-neo-2.7B,14.846396446228027
26,1,she,f,Match,"When she was busy,",Grace,gpt-neo-2.7B,14.02133560180664
26,1,he,f,Mismatch,"When he was busy,",Susan,gpt-neo-2.7B,13.160295486450195
27,1,he,m,Match,"When he was twenty-one,",Walter,gpt-neo-2.7B,14.725849151611328
27,1,she,m,Mismatch,"When she was twenty-one,",Phillip,gpt-neo-2.7B,17.506046295166016
27,1,she,f,Match,"When she was twenty-one,",Ellen,gpt-neo-2.7B,13.12088394165039
27,1,he,f,Mismatch,"When he was twenty-one, the",girlfriend,gpt-neo-2.7B,13.05534839630127
28,1,he,m,Match,"When he was annoyed,",Travis,gpt-neo-2.7B,15.754150390625
28,1,she,m,Mismatch,"When she was annoyed,",Bradley,gpt-neo-2.7B,17.57246971130371
28,1,she,f,Match,"When she was annoyed,",Beth,gpt-neo-2.7B,14.806260108947754
28,1,he,f,Mismatch,"When he was annoyed,",Maria,gpt-neo-2.7B,15.018717765808104
29,1,he,m,Match,"When he was in church,",Roger,gpt-neo-2.7B,14.311612129211426
29,1,she,m,Mismatch,"When she was in church,",Martin,gpt-neo-2.7B,13.562034606933594
29,1,she,f,Match,"When she was in church,",Alice,gpt-neo-2.7B,13.015575408935549
29,1,he,f,Mismatch,"When he was in church,",Naomi,gpt-neo-2.7B,18.516542434692383
30,1,he,m,Match,"When he was banished,",Rodney,gpt-neo-2.7B,18.993560791015625
30,1,she,m,Mismatch,"When she was banished,",Steven,gpt-neo-2.7B,16.728689193725586
30,1,she,f,Match,"When she was banished,",Anne,gpt-neo-2.7B,13.041048049926758
30,1,he,f,Mismatch,"When he was banished, the",lady,gpt-neo-2.7B,10.841242790222168
31,1,he,m,Match,"When he was angry,",Bruce,gpt-neo-2.7B,14.095932006835938
31,1,she,m,Mismatch,"When she was angry,",Carlos,gpt-neo-2.7B,17.084705352783203
31,1,she,f,Match,"When she was angry,",Sarah,gpt-neo-2.7B,12.882380485534668
31,1,he,f,Mismatch,"When he was angry,",Laura,gpt-neo-2.7B,15.156598091125488
32,1,he,m,Match,"When he was distraught,",Charles,gpt-neo-2.7B,13.547133445739746
32,1,she,m,Mismatch,"When she was distraught,",Christopher,gpt-neo-2.7B,13.520858764648438
32,1,she,f,Match,"When she was distraught,",Alice,gpt-neo-2.7B,12.948780059814451
32,1,he,f,Mismatch,"When he was distraught, the",sister,gpt-neo-2.7B,11.971965789794922
1,1,he,m,Match,"When he was off work,",Charles,gpt-neo-2.7B,12.773181915283203
1,1,she,m,Mismatch,"When she was off work, the",grandson,gpt-neo-2.7B,16.188112258911133
1,1,she,f,Match,"When she was off work,",Danielle,gpt-neo-2.7B,14.483360290527344
1,1,he,f,Mismatch,"When he was off work,",Laurie,gpt-neo-2.7B,16.14824676513672
2,1,he,m,Match,"When he arrived, the",boy,gpt-neo-2.7B,7.74267053604126
2,1,she,m,Mismatch,"When she arrived,",Chad,gpt-neo-2.7B,16.616905212402344
2,1,she,f,Match,"When she arrived,",Veronica,gpt-neo-2.7B,16.578411102294922
2,1,he,f,Mismatch,"When he arrived,",Ellen,gpt-neo-2.7B,14.723726272583008
3,1,he,m,Match,"When he was fed up,",Eric,gpt-neo-2.7B,15.629651069641112
3,1,she,m,Mismatch,"When she was fed up,",Edward,gpt-neo-2.7B,15.582051277160645
3,1,she,f,Match,"When she was fed up,",Florence,gpt-neo-2.7B,16.26467514038086
3,1,he,f,Mismatch,"When he was fed up,",Anna,gpt-neo-2.7B,15.980610847473145
4,1,he,m,Match,"When he was talking,",Christopher,gpt-neo-2.7B,14.216680526733398
4,1,she,m,Mismatch,"When she was talking,",Travis,gpt-neo-2.7B,15.716291427612305
4,1,she,f,Match,"When she was talking,",Suzanne,gpt-neo-2.7B,14.985636711120604
4,1,he,f,Mismatch,"When he was talking,",Stephanie,gpt-neo-2.7B,15.049221992492676
5,1,he,m,Match,"When he was nearby,",Phillip,gpt-neo-2.7B,16.208114624023438
5,1,she,m,Mismatch,"When she was nearby,",Omar,gpt-neo-2.7B,17.049531936645508
5,1,she,f,Match,"When she was nearby,",Patricia,gpt-neo-2.7B,14.597911834716797
5,1,he,f,Mismatch,"When he was nearby, the",granddaughter,gpt-neo-2.7B,16.78594398498535
6,1,he,m,Match,"When he was lost,",Brett,gpt-neo-2.7B,17.98773956298828
6,1,she,m,Mismatch,"When she was lost,",Paul,gpt-neo-2.7B,12.76771068572998
6,1,she,f,Match,"When she was lost,",Cindy,gpt-neo-2.7B,16.87786865234375
6,1,he,f,Mismatch,"When he was lost, the",waitress,gpt-neo-2.7B,14.464354515075684
7,1,he,m,Match,"When he was bad-tempered,",Phillip,gpt-neo-2.7B,18.7904109954834
7,1,she,m,Mismatch,"When she was bad-tempered, the",man,gpt-neo-2.7B,7.077701091766357
7,1,she,f,Match,"When she was bad-tempered, the",granddaughter,gpt-neo-2.7B,15.381583213806152
7,1,he,f,Mismatch,"When he was bad-tempered,",Wendy,gpt-neo-2.7B,19.399412155151367
8,1,he,m,Match,"When he was jealous,",Edward,gpt-neo-2.7B,14.85255241394043
8,1,she,m,Mismatch,"When she was jealous,",Jerry,gpt-neo-2.7B,16.74480628967285
8,1,she,f,Match,"When she was jealous,",Veronica,gpt-neo-2.7B,16.02845001220703
8,1,he,f,Mismatch,"When he was jealous, the",sister,gpt-neo-2.7B,11.278629302978516
9,1,he,m,Match,"When he was in residence,",George,gpt-neo-2.7B,11.440522193908691
9,1,she,m,Mismatch,"When she was in residence,",Patrick,gpt-neo-2.7B,14.854653358459473
9,1,she,f,Match,"When she was in residence,",Jill,gpt-neo-2.7B,14.96924877166748
9,1,he,f,Mismatch,"When he was in residence,",Meredith,gpt-neo-2.7B,17.29464340209961
10,1,he,m,Match,"When he was introduced,",William,gpt-neo-2.7B,11.327441215515137
10,1,she,m,Mismatch,"When she was introduced,",Douglas,gpt-neo-2.7B,15.122916221618652
10,1,she,f,Match,"When she was introduced,",Tara,gpt-neo-2.7B,14.834888458251951
10,1,he,f,Mismatch,"When he was introduced,",Jill,gpt-neo-2.7B,16.046390533447266
11,1,he,m,Match,"When he arrived,",Keith,gpt-neo-2.7B,15.37496280670166
11,1,she,m,Mismatch,"When she arrived,",Omar,gpt-neo-2.7B,16.197996139526367
11,1,she,f,Match,"When she arrived, the",grandmother,gpt-neo-2.7B,11.888344764709473
11,1,he,f,Mismatch,"When he arrived,",Anne,gpt-neo-2.7B,14.15163230895996
12,1,he,m,Match,"When he felt sad,",Andrew,gpt-neo-2.7B,14.60614776611328
12,1,she,m,Mismatch,"When she felt sad,",Adam,gpt-neo-2.7B,16.61440658569336
12,1,she,f,Match,"When she felt sad, the",lady,gpt-neo-2.7B,8.591087341308594
12,1,he,f,Mismatch,"When he felt sad,",Stephanie,gpt-neo-2.7B,17.65412139892578
13,1,he,m,Match,"When he was present,",Carlos,gpt-neo-2.7B,15.892105102539062
13,1,she,m,Mismatch,"When she was present,",Omar,gpt-neo-2.7B,17.72812843322754
