exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-large_surp
TwoEmbedding,informed,isn't shocking,11,11_MFF_his,mff,MatchMismatchMismatch,poss,Christopher informed Jill that the woman isn't shocking,his,7.815133571624756
TwoEmbedding,informed,isn't shocking,11,11_FMM_his,fmm,MismatchMatchMatch,poss,Stephanie informed Guy that Aaron isn't shocking,his,5.7881083488464355
TwoEmbedding,informed,isn't shocking,11,11_FMF_his,fmf,MismatchMatchMismatch,poss,Stephanie informed Guy that the woman isn't shocking,his,7.663477420806885
TwoEmbedding,informed,isn't shocking,11,11_FFM_his,ffm,MismatchMismatchMatch,poss,Stephanie informed Jill that Aaron isn't shocking,his,5.873353481292725
TwoEmbedding,informed,isn't shocking,11,11_FFF_his,fff,MismatchMismatchMismatch,poss,Stephanie informed Jill that the woman isn't shocking,his,9.131773948669434
TwoEmbedding,informed,has boasted about,12,12_MMM_him,mmm,MatchMatchMatch,obj,Larry informed Walter that Larry has boasted about,him,6.111606121063232
TwoEmbedding,informed,has boasted about,12,12_MMF_him,mmf,MatchMatchMismatch,obj,Larry informed Walter that Helen has boasted about,him,5.572814464569092
TwoEmbedding,informed,has boasted about,12,12_MFM_him,mfm,MatchMismatchMatch,obj,Larry informed Elizabeth that Larry has boasted about,him,6.8365373611450195
TwoEmbedding,informed,has boasted about,12,12_MFF_him,mff,MatchMismatchMismatch,obj,Larry informed Elizabeth that Helen has boasted about,him,6.1368231773376465
TwoEmbedding,informed,has boasted about,12,12_FMM_him,fmm,MismatchMatchMatch,obj,Brenda informed Walter that Larry has boasted about,him,6.367513179779053
TwoEmbedding,informed,has boasted about,12,12_FMF_him,fmf,MismatchMatchMismatch,obj,Brenda informed Walter that Helen has boasted about,him,6.141348361968994
TwoEmbedding,informed,has boasted about,12,12_FFM_him,ffm,MismatchMismatchMatch,obj,Brenda informed Elizabeth that Larry has boasted about,him,7.028563022613525
TwoEmbedding,informed,has boasted about,12,12_FFF_him,fff,MismatchMismatchMismatch,obj,Brenda informed Elizabeth that Helen has boasted about,him,6.886438369750977
TwoEmbedding,informed,has boasted about,12,12_MMM_his,mmm,MatchMatchMatch,poss,Larry informed Walter that Larry has boasted about,his,1.7078437805175781
TwoEmbedding,informed,has boasted about,12,12_MMF_his,mmf,MatchMatchMismatch,poss,Larry informed Walter that Helen has boasted about,his,5.073676586151123
TwoEmbedding,informed,has boasted about,12,12_MFM_his,mfm,MatchMismatchMatch,poss,Larry informed Elizabeth that Larry has boasted about,his,1.6669626235961914
TwoEmbedding,informed,has boasted about,12,12_MFF_his,mff,MatchMismatchMismatch,poss,Larry informed Elizabeth that Helen has boasted about,his,5.127345561981201
TwoEmbedding,informed,has boasted about,12,12_FMM_his,fmm,MismatchMatchMatch,poss,Brenda informed Walter that Larry has boasted about,his,1.6973317861557007
TwoEmbedding,informed,has boasted about,12,12_FMF_his,fmf,MismatchMatchMismatch,poss,Brenda informed Walter that Helen has boasted about,his,5.478829860687256
TwoEmbedding,informed,has boasted about,12,12_FFM_his,ffm,MismatchMismatchMatch,poss,Brenda informed Elizabeth that Larry has boasted about,his,1.6724705696105957
TwoEmbedding,informed,has boasted about,12,12_FFF_his,fff,MismatchMismatchMismatch,poss,Brenda informed Elizabeth that Helen has boasted about,his,5.554089546203613
TwoEmbedding,alerts,leads,13,13_MMM_him,mmm,MatchMatchMatch,obj,Omar alerts Phillip that Brett leads,him,2.6851084232330322
TwoEmbedding,alerts,leads,13,13_MMF_him,mmf,MatchMatchMismatch,obj,Omar alerts Phillip that that lady leads,him,2.5405871868133545
TwoEmbedding,alerts,leads,13,13_MFM_him,mfm,MatchMismatchMatch,obj,Omar alerts Julie that Brett leads,him,3.795264482498169
TwoEmbedding,alerts,leads,13,13_MFF_him,mff,MatchMismatchMismatch,obj,Omar alerts Julie that that lady leads,him,4.136632919311523
TwoEmbedding,alerts,leads,13,13_FMM_him,fmm,MismatchMatchMatch,obj,Laurie alerts Phillip that Brett leads,him,3.358445167541504
TwoEmbedding,alerts,leads,13,13_FMF_him,fmf,MismatchMatchMismatch,obj,Laurie alerts Phillip that that lady leads,him,3.0265719890594482
TwoEmbedding,alerts,leads,13,13_FFM_him,ffm,MismatchMismatchMatch,obj,Laurie alerts Julie that Brett leads,him,5.2289042472839355
TwoEmbedding,alerts,leads,13,13_FFF_him,fff,MismatchMismatchMismatch,obj,Laurie alerts Julie that that lady leads,him,5.451928615570068
TwoEmbedding,alerts,leads,13,13_MMM_his,mmm,MatchMatchMatch,poss,Omar alerts Phillip that Brett leads,his,5.051039695739746
TwoEmbedding,alerts,leads,13,13_MMF_his,mmf,MatchMatchMismatch,poss,Omar alerts Phillip that that lady leads,his,7.428544044494629
TwoEmbedding,alerts,leads,13,13_MFM_his,mfm,MatchMismatchMatch,poss,Omar alerts Julie that Brett leads,his,5.525152683258057
TwoEmbedding,alerts,leads,13,13_MFF_his,mff,MatchMismatchMismatch,poss,Omar alerts Julie that that lady leads,his,8.481786727905273
TwoEmbedding,alerts,leads,13,13_FMM_his,fmm,MismatchMatchMatch,poss,Laurie alerts Phillip that Brett leads,his,5.1017231941223145
TwoEmbedding,alerts,leads,13,13_FMF_his,fmf,MismatchMatchMismatch,poss,Laurie alerts Phillip that that lady leads,his,7.923778057098389
TwoEmbedding,alerts,leads,13,13_FFM_his,ffm,MismatchMismatchMatch,poss,Laurie alerts Julie that Brett leads,his,5.4757890701293945
TwoEmbedding,alerts,leads,13,13_FFF_his,fff,MismatchMismatchMismatch,poss,Laurie alerts Julie that that lady leads,his,9.381156921386719
TwoEmbedding,informs,didn't shake,14,14_MMM_him,mmm,MatchMatchMatch,obj,Kenneth informs Aaron that Robert didn't shake,him,3.6351542472839355
TwoEmbedding,informs,didn't shake,14,14_MMF_him,mmf,MatchMatchMismatch,obj,Kenneth informs Aaron that Carmen didn't shake,him,3.277430772781372
TwoEmbedding,informs,didn't shake,14,14_MFM_him,mfm,MatchMismatchMatch,obj,Kenneth informs Donna that Robert didn't shake,him,4.35090970993042
TwoEmbedding,informs,didn't shake,14,14_MFF_him,mff,MatchMismatchMismatch,obj,Kenneth informs Donna that Carmen didn't shake,him,3.580503225326538
TwoEmbedding,informs,didn't shake,14,14_FMM_him,fmm,MismatchMatchMatch,obj,That lady informs Aaron that Robert didn't shake,him,4.751986980438232
TwoEmbedding,informs,didn't shake,14,14_FMF_him,fmf,MismatchMatchMismatch,obj,That lady informs Aaron that Carmen didn't shake,him,3.7290940284729004
TwoEmbedding,informs,didn't shake,14,14_FFM_him,ffm,MismatchMismatchMatch,obj,That lady informs Donna that Robert didn't shake,him,6.705836772918701
TwoEmbedding,informs,didn't shake,14,14_FFF_him,fff,MismatchMismatchMismatch,obj,That lady informs Donna that Carmen didn't shake,him,4.888978481292725
TwoEmbedding,informs,didn't shake,14,14_MMM_his,mmm,MatchMatchMatch,poss,Kenneth informs Aaron that Robert didn't shake,his,2.4665513038635254
TwoEmbedding,informs,didn't shake,14,14_MMF_his,mmf,MatchMatchMismatch,poss,Kenneth informs Aaron that Carmen didn't shake,his,2.8045005798339844
TwoEmbedding,informs,didn't shake,14,14_MFM_his,mfm,MatchMismatchMatch,poss,Kenneth informs Donna that Robert didn't shake,his,2.871246576309204
TwoEmbedding,informs,didn't shake,14,14_MFF_his,mff,MatchMismatchMismatch,poss,Kenneth informs Donna that Carmen didn't shake,his,3.7937920093536377
TwoEmbedding,informs,didn't shake,14,14_FMM_his,fmm,MismatchMatchMatch,poss,That lady informs Aaron that Robert didn't shake,his,2.5728442668914795
TwoEmbedding,informs,didn't shake,14,14_FMF_his,fmf,MismatchMatchMismatch,poss,That lady informs Aaron that Carmen didn't shake,his,2.845140218734741
TwoEmbedding,informs,didn't shake,14,14_FFM_his,ffm,MismatchMismatchMatch,poss,That lady informs Donna that Robert didn't shake,his,3.460052251815796
TwoEmbedding,informs,didn't shake,14,14_FFF_his,fff,MismatchMismatchMismatch,poss,That lady informs Donna that Carmen didn't shake,his,4.811139106750488
TwoEmbedding,advised,doesn't observe,15,15_MMM_him,mmm,MatchMatchMatch,obj,Steven advised Keith that Bill doesn't observe,him,8.402915000915527
TwoEmbedding,advised,doesn't observe,15,15_MMF_him,mmf,MatchMatchMismatch,obj,Steven advised Keith that Heather doesn't observe,him,6.504499435424805
TwoEmbedding,advised,doesn't observe,15,15_MFM_him,mfm,MatchMismatchMatch,obj,Steven advised Katherine that Bill doesn't observe,him,9.21491527557373
TwoEmbedding,advised,doesn't observe,15,15_MFF_him,mff,MatchMismatchMismatch,obj,Steven advised Katherine that Heather doesn't observe,him,8.091691017150879
TwoEmbedding,advised,doesn't observe,15,15_FMM_him,fmm,MismatchMatchMatch,obj,Sarah advised Keith that Bill doesn't observe,him,9.09786605834961
TwoEmbedding,advised,doesn't observe,15,15_FMF_him,fmf,MismatchMatchMismatch,obj,Sarah advised Keith that Heather doesn't observe,him,6.987893104553223
TwoEmbedding,advised,doesn't observe,15,15_FFM_him,ffm,MismatchMismatchMatch,obj,Sarah advised Katherine that Bill doesn't observe,him,10.03037166595459
TwoEmbedding,advised,doesn't observe,15,15_FFF_him,fff,MismatchMismatchMismatch,obj,Sarah advised Katherine that Heather doesn't observe,him,9.440075874328613
TwoEmbedding,advised,doesn't observe,15,15_MMM_his,mmm,MatchMatchMatch,poss,Steven advised Keith that Bill doesn't observe,his,3.962369918823242
TwoEmbedding,advised,doesn't observe,15,15_MMF_his,mmf,MatchMatchMismatch,poss,Steven advised Keith that Heather doesn't observe,his,5.071208477020264
TwoEmbedding,advised,doesn't observe,15,15_MFM_his,mfm,MatchMismatchMatch,poss,Steven advised Katherine that Bill doesn't observe,his,4.176999092102051
TwoEmbedding,advised,doesn't observe,15,15_MFF_his,mff,MatchMismatchMismatch,poss,Steven advised Katherine that Heather doesn't observe,his,6.599928855895996
TwoEmbedding,advised,doesn't observe,15,15_FMM_his,fmm,MismatchMatchMatch,poss,Sarah advised Keith that Bill doesn't observe,his,4.163957118988037
TwoEmbedding,advised,doesn't observe,15,15_FMF_his,fmf,MismatchMatchMismatch,poss,Sarah advised Keith that Heather doesn't observe,his,5.88970947265625
TwoEmbedding,advised,doesn't observe,15,15_FFM_his,ffm,MismatchMismatchMatch,poss,Sarah advised Katherine that Bill doesn't observe,his,4.523402214050293
TwoEmbedding,advised,doesn't observe,15,15_FFF_his,fff,MismatchMismatchMismatch,poss,Sarah advised Katherine that Heather doesn't observe,his,8.132838249206543
TwoEmbedding,showed,can't find,16,16_MMM_him,mmm,MatchMatchMatch,obj,William showed Roger that Peter can't find,him,4.744398593902588
TwoEmbedding,showed,can't find,16,16_MMF_him,mmf,MatchMatchMismatch,obj,William showed Roger that Holly can't find,him,4.892264366149902
TwoEmbedding,showed,can't find,16,16_MFM_him,mfm,MatchMismatchMatch,obj,William showed Debra that Peter can't find,him,6.004769325256348
TwoEmbedding,showed,can't find,16,16_MFF_him,mff,MatchMismatchMismatch,obj,William showed Debra that Holly can't find,him,5.928587436676025
TwoEmbedding,showed,can't find,16,16_FMM_him,fmm,MismatchMatchMatch,obj,Christine showed Roger that Peter can't find,him,4.883672714233398
TwoEmbedding,showed,can't find,16,16_FMF_him,fmf,MismatchMatchMismatch,obj,Christine showed Roger that Holly can't find,him,4.8235297203063965
TwoEmbedding,showed,can't find,16,16_FFM_him,ffm,MismatchMismatchMatch,obj,Christine showed Debra that Peter can't find,him,6.013290882110596
TwoEmbedding,showed,can't find,16,16_FFF_him,fff,MismatchMismatchMismatch,obj,Christine showed Debra that Holly can't find,him,6.22625732421875
TwoEmbedding,showed,can't find,16,16_MMM_his,mmm,MatchMatchMatch,poss,William showed Roger that Peter can't find,his,2.474240779876709
TwoEmbedding,showed,can't find,16,16_MMF_his,mmf,MatchMatchMismatch,poss,William showed Roger that Holly can't find,his,5.1477861404418945
TwoEmbedding,showed,can't find,16,16_MFM_his,mfm,MatchMismatchMatch,poss,William showed Debra that Peter can't find,his,2.5765249729156494
TwoEmbedding,showed,can't find,16,16_MFF_his,mff,MatchMismatchMismatch,poss,William showed Debra that Holly can't find,his,6.35994291305542
TwoEmbedding,showed,can't find,16,16_FMM_his,fmm,MismatchMatchMatch,poss,Christine showed Roger that Peter can't find,his,2.754688262939453
TwoEmbedding,showed,can't find,16,16_FMF_his,fmf,MismatchMatchMismatch,poss,Christine showed Roger that Holly can't find,his,5.717831134796143
TwoEmbedding,showed,can't find,16,16_FFM_his,ffm,MismatchMismatchMatch,poss,Christine showed Debra that Peter can't find,his,2.9087603092193604
TwoEmbedding,showed,can't find,16,16_FFF_his,fff,MismatchMismatchMismatch,poss,Christine showed Debra that Holly can't find,his,7.159758567810059
TwoEmbedding,alerts,should hide,17,17_MMM_him,mmm,MatchMatchMatch,obj,Donald alerts Theodore that Joel should hide,him,7.0519208908081055
TwoEmbedding,alerts,should hide,17,17_MMF_him,mmf,MatchMatchMismatch,obj,Donald alerts Theodore that Kirsten should hide,him,7.485291481018066
TwoEmbedding,alerts,should hide,17,17_MFM_him,mfm,MatchMismatchMatch,obj,Donald alerts Amelia that Joel should hide,him,6.595541000366211
TwoEmbedding,alerts,should hide,17,17_MFF_him,mff,MatchMismatchMismatch,obj,Donald alerts Amelia that Kirsten should hide,him,7.6249098777771
TwoEmbedding,alerts,should hide,17,17_FMM_him,fmm,MismatchMatchMatch,obj,The waitress alerts Theodore that Joel should hide,him,8.189929008483887
TwoEmbedding,alerts,should hide,17,17_FMF_him,fmf,MismatchMatchMismatch,obj,The waitress alerts Theodore that Kirsten should hide,him,7.88360071182251
TwoEmbedding,alerts,should hide,17,17_FFM_him,ffm,MismatchMismatchMatch,obj,The waitress alerts Amelia that Joel should hide,him,8.275463104248047
TwoEmbedding,alerts,should hide,17,17_FFF_him,fff,MismatchMismatchMismatch,obj,The waitress alerts Amelia that Kirsten should hide,him,8.499358177185059
TwoEmbedding,alerts,should hide,17,17_MMM_his,mmm,MatchMatchMatch,poss,Donald alerts Theodore that Joel should hide,his,3.024132251739502
TwoEmbedding,alerts,should hide,17,17_MMF_his,mmf,MatchMatchMismatch,poss,Donald alerts Theodore that Kirsten should hide,his,5.9501848220825195
TwoEmbedding,alerts,should hide,17,17_MFM_his,mfm,MatchMismatchMatch,poss,Donald alerts Amelia that Joel should hide,his,3.428980827331543
TwoEmbedding,alerts,should hide,17,17_MFF_his,mff,MatchMismatchMismatch,poss,Donald alerts Amelia that Kirsten should hide,his,7.191821575164795
TwoEmbedding,alerts,should hide,17,17_FMM_his,fmm,MismatchMatchMatch,poss,The waitress alerts Theodore that Joel should hide,his,4.549353122711182
TwoEmbedding,alerts,should hide,17,17_FMF_his,fmf,MismatchMatchMismatch,poss,The waitress alerts Theodore that Kirsten should hide,his,7.047348976135254
TwoEmbedding,alerts,should hide,17,17_FFM_his,ffm,MismatchMismatchMatch,poss,The waitress alerts Amelia that Joel should hide,his,4.316102027893066
TwoEmbedding,alerts,should hide,17,17_FFF_his,fff,MismatchMismatchMismatch,poss,The waitress alerts Amelia that Kirsten should hide,his,7.844482421875
TwoEmbedding,alerts,had praised,18,18_MMM_him,mmm,MatchMatchMatch,obj,Russell alerts this ex-boyfriend that Carl had praised,him,1.4261195659637451
TwoEmbedding,alerts,had praised,18,18_MMF_him,mmf,MatchMatchMismatch,obj,Russell alerts this ex-boyfriend that Teresa had praised,him,1.1680872440338135
TwoEmbedding,alerts,had praised,18,18_MFM_him,mfm,MatchMismatchMatch,obj,Russell alerts Anne that Carl had praised,him,2.9194390773773193
TwoEmbedding,alerts,had praised,18,18_MFF_him,mff,MatchMismatchMismatch,obj,Russell alerts Anne that Teresa had praised,him,2.7899396419525146
TwoEmbedding,alerts,had praised,18,18_FMM_him,fmm,MismatchMatchMatch,obj,Deanna alerts this ex-boyfriend that Carl had praised,him,2.7233128547668457
TwoEmbedding,alerts,had praised,18,18_FMF_him,fmf,MismatchMatchMismatch,obj,Deanna alerts this ex-boyfriend that Teresa had praised,him,1.3865231275558472
TwoEmbedding,alerts,had praised,18,18_FFM_him,ffm,MismatchMismatchMatch,obj,Deanna alerts Anne that Carl had praised,him,4.673034191131592
TwoEmbedding,alerts,had praised,18,18_FFF_him,fff,MismatchMismatchMismatch,obj,Deanna alerts Anne that Teresa had praised,him,3.8751020431518555
TwoEmbedding,alerts,had praised,18,18_MMM_his,mmm,MatchMatchMatch,poss,Russell alerts this ex-boyfriend that Carl had praised,his,2.354257822036743
TwoEmbedding,alerts,had praised,18,18_MMF_his,mmf,MatchMatchMismatch,poss,Russell alerts this ex-boyfriend that Teresa had praised,his,2.4848194122314453
TwoEmbedding,alerts,had praised,18,18_MFM_his,mfm,MatchMismatchMatch,poss,Russell alerts Anne that Carl had praised,his,3.3285913467407227
TwoEmbedding,alerts,had praised,18,18_MFF_his,mff,MatchMismatchMismatch,poss,Russell alerts Anne that Teresa had praised,his,4.386967182159424
TwoEmbedding,alerts,had praised,18,18_FMM_his,fmm,MismatchMatchMatch,poss,Deanna alerts this ex-boyfriend that Carl had praised,his,2.9609792232513428
TwoEmbedding,alerts,had praised,18,18_FMF_his,fmf,MismatchMatchMismatch,poss,Deanna alerts this ex-boyfriend that Teresa had praised,his,2.891629934310913
TwoEmbedding,alerts,had praised,18,18_FFM_his,ffm,MismatchMismatchMatch,poss,Deanna alerts Anne that Carl had praised,his,4.449756622314453
TwoEmbedding,alerts,had praised,18,18_FFF_his,fff,MismatchMismatchMismatch,poss,Deanna alerts Anne that Teresa had praised,his,5.760258674621582
TwoEmbedding,alerts,argued about,19,19_MMM_him,mmm,MatchMatchMatch,obj,Curtis alerts Benjamin that Benjamin argued about,him,6.504586219787598
TwoEmbedding,alerts,argued about,19,19_MMF_him,mmf,MatchMatchMismatch,obj,Curtis alerts Benjamin that Jodi argued about,him,4.4801812171936035
TwoEmbedding,alerts,argued about,19,19_MFM_him,mfm,MatchMismatchMatch,obj,Curtis alerts Teresa that Benjamin argued about,him,5.488223552703857
TwoEmbedding,alerts,argued about,19,19_MFF_him,mff,MatchMismatchMismatch,obj,Curtis alerts Teresa that Jodi argued about,him,5.097060203552246
TwoEmbedding,alerts,argued about,19,19_FMM_him,fmm,MismatchMatchMatch,obj,Sandra alerts Benjamin that Benjamin argued about,him,6.4484453201293945
TwoEmbedding,alerts,argued about,19,19_FMF_him,fmf,MismatchMatchMismatch,obj,Sandra alerts Benjamin that Jodi argued about,him,4.365738391876221
TwoEmbedding,alerts,argued about,19,19_FFM_him,ffm,MismatchMismatchMatch,obj,Sandra alerts Teresa that Benjamin argued about,him,5.987651348114014
TwoEmbedding,alerts,argued about,19,19_FFF_him,fff,MismatchMismatchMismatch,obj,Sandra alerts Teresa that Jodi argued about,him,5.776865482330322
TwoEmbedding,alerts,argued about,19,19_MMM_his,mmm,MatchMatchMatch,poss,Curtis alerts Benjamin that Benjamin argued about,his,4.496270179748535
TwoEmbedding,alerts,argued about,19,19_MMF_his,mmf,MatchMatchMismatch,poss,Curtis alerts Benjamin that Jodi argued about,his,5.2443528175354
