exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-large_surp
simple,hires,78,78_F_him,f,Mismatch,obj,Ann hires,him,5.441227436065674
simple,hires,78,78_F_his,f,Mismatch,poss,Ann hires,his,5.39013147354126
simple,had shocked,79,79_M_him,m,Match,obj,That ex-boyfriend had shocked,him,3.029428720474243
simple,had shocked,79,79_M_his,m,Match,poss,That ex-boyfriend had shocked,his,3.430769681930542
simple,had shocked,79,79_F_him,f,Mismatch,obj,Barbara had shocked,him,3.3957877159118652
simple,had shocked,79,79_F_his,f,Mismatch,poss,Barbara had shocked,his,5.568421363830566
simple,could talk to,80,80_M_him,m,Match,obj,Steven could talk to,him,3.304331064224243
simple,could talk to,80,80_M_his,m,Match,poss,Steven could talk to,his,4.707201957702637
simple,could talk to,80,80_F_him,f,Mismatch,obj,Irene could talk to,him,3.553115129470825
simple,could talk to,80,80_F_his,f,Mismatch,poss,Irene could talk to,his,6.420727252960205
simple,did scan,81,81_M_him,m,Match,obj,This grandson did scan,him,7.721649646759033
simple,did scan,81,81_M_his,m,Match,poss,This grandson did scan,his,4.610264301300049
simple,did scan,81,81_F_him,f,Mismatch,obj,Brenda did scan,him,7.348160266876221
simple,did scan,81,81_F_his,f,Mismatch,poss,Brenda did scan,his,4.909553050994873
simple,noticed,82,82_M_him,m,Match,obj,Thomas noticed,him,7.592848300933838
simple,noticed,82,82_M_his,m,Match,poss,Thomas noticed,his,5.348107814788818
simple,noticed,82,82_F_him,f,Mismatch,obj,Dawn noticed,him,5.840574741363525
simple,noticed,82,82_F_his,f,Mismatch,poss,Dawn noticed,his,6.2669501304626465
simple,liked,83,83_M_him,m,Match,obj,Wayne liked,him,6.129325866699219
simple,liked,83,83_M_his,m,Match,poss,Wayne liked,his,5.238497257232666
simple,liked,83,83_F_him,f,Mismatch,obj,Rachel liked,him,5.030088424682617
simple,liked,83,83_F_his,f,Mismatch,poss,Rachel liked,his,6.500670909881592
simple,didn't hear,84,84_M_him,m,Match,obj,Lawrence didn't hear,him,6.063370704650879
simple,didn't hear,84,84_M_his,m,Match,poss,Lawrence didn't hear,his,6.655612945556641
simple,didn't hear,84,84_F_him,f,Mismatch,obj,The waitress didn't hear,him,3.1584956645965576
simple,didn't hear,84,84_F_his,f,Mismatch,poss,The waitress didn't hear,his,7.152789115905762
simple,has boasted about,85,85_M_him,m,Match,obj,Frank has boasted about,him,9.437939643859863
simple,has boasted about,85,85_M_his,m,Match,poss,Frank has boasted about,his,1.5651804208755493
simple,has boasted about,85,85_F_him,f,Mismatch,obj,Nicole has boasted about,him,8.788497924804688
simple,has boasted about,85,85_F_his,f,Mismatch,poss,Nicole has boasted about,his,5.4101948738098145
simple,would love,86,86_M_him,m,Match,obj,Peter would love,him,7.467100620269775
simple,would love,86,86_M_his,m,Match,poss,Peter would love,his,8.168787956237793
simple,would love,86,86_F_him,f,Mismatch,obj,Sandra would love,him,7.999931812286377
simple,would love,86,86_F_his,f,Mismatch,poss,Sandra would love,his,9.807418823242188
simple,works with,87,87_M_him,m,Match,obj,Todd works with,him,7.118458271026611
simple,works with,87,87_M_his,m,Match,poss,Todd works with,his,5.214601993560791
simple,works with,87,87_F_him,f,Mismatch,obj,Janet works with,him,7.437023639678955
simple,works with,87,87_F_his,f,Mismatch,poss,Janet works with,his,8.005476951599121
simple,can fight,88,88_M_him,m,Match,obj,Joel can fight,him,6.081595420837402
simple,can fight,88,88_M_his,m,Match,poss,Joel can fight,his,5.362954616546631
simple,can fight,88,88_F_him,f,Mismatch,obj,Catherine can fight,him,6.950922966003418
simple,can fight,88,88_F_his,f,Mismatch,poss,Catherine can fight,his,7.869776725769043
simple,talks about,89,89_M_him,m,Match,obj,Daniel talks about,him,9.683493614196777
simple,talks about,89,89_M_his,m,Match,poss,Daniel talks about,his,2.9910197257995605
simple,talks about,89,89_F_him,f,Mismatch,obj,Stacey talks about,him,10.34852123260498
simple,talks about,89,89_F_his,f,Mismatch,poss,Stacey talks about,his,5.438685894012451
simple,has investigated,90,90_M_him,m,Match,obj,Ronald has investigated,him,8.43912124633789
simple,has investigated,90,90_M_his,m,Match,poss,Ronald has investigated,his,6.440499782562256
simple,has investigated,90,90_F_him,f,Mismatch,obj,Leslie has investigated,him,8.48110294342041
simple,has investigated,90,90_F_his,f,Mismatch,poss,Leslie has investigated,his,6.576839447021484
simple,wouldn't astound,91,91_M_him,m,Match,obj,Omar wouldn't astound,him,5.432253360748291
simple,wouldn't astound,91,91_M_his,m,Match,poss,Omar wouldn't astound,his,6.290182113647461
simple,wouldn't astound,91,91_F_him,f,Mismatch,obj,Claire wouldn't astound,him,4.084761142730713
simple,wouldn't astound,91,91_F_his,f,Mismatch,poss,Claire wouldn't astound,his,8.318267822265625
simple,wasn't praising,92,92_M_him,m,Match,obj,Donald wasn't praising,him,4.313309669494629
simple,wasn't praising,92,92_M_his,m,Match,poss,Donald wasn't praising,his,4.332216262817383
simple,wasn't praising,92,92_F_him,f,Mismatch,obj,Diane wasn't praising,him,3.5908141136169434
simple,wasn't praising,92,92_F_his,f,Mismatch,poss,Diane wasn't praising,his,5.919355869293213
simple,had argued about,93,93_M_him,m,Match,obj,Dennis had argued about,him,7.051563739776611
simple,had argued about,93,93_M_his,m,Match,poss,Dennis had argued about,his,4.332187175750732
simple,had argued about,93,93_F_him,f,Mismatch,obj,Kristin had argued about,him,8.12385368347168
simple,had argued about,93,93_F_his,f,Mismatch,poss,Kristin had argued about,his,7.015109062194824
simple,astounds,94,94_M_him,m,Match,obj,Carl astounds,him,6.002966403961182
simple,astounds,94,94_M_his,m,Match,poss,Carl astounds,his,5.087975025177002
simple,astounds,94,94_F_him,f,Mismatch,obj,Stacy astounds,him,5.572059154510498
simple,astounds,94,94_F_his,f,Mismatch,poss,Stacy astounds,his,6.7296013832092285
simple,is praising,95,95_M_him,m,Match,obj,Bradley is praising,him,5.894928932189941
simple,is praising,95,95_M_his,m,Match,poss,Bradley is praising,his,3.7570297718048096
simple,is praising,95,95_F_him,f,Mismatch,obj,Holly is praising,him,4.669927597045898
simple,is praising,95,95_F_his,f,Mismatch,poss,Holly is praising,his,5.468814849853516
simple,sounded like,96,96_M_him,m,Match,obj,Gary sounded like,him,8.67548656463623
simple,sounded like,96,96_M_his,m,Match,poss,Gary sounded like,his,6.4160685539245605
simple,sounded like,96,96_F_him,f,Mismatch,obj,Danielle sounded like,him,8.560208320617676
simple,sounded like,96,96_F_his,f,Mismatch,poss,Danielle sounded like,his,7.303968906402588
simple,talks to,97,97_M_him,m,Match,obj,Gary talks to,him,7.340407848358154
simple,talks to,97,97_M_his,m,Match,poss,Gary talks to,his,4.70930814743042
simple,talks to,97,97_F_him,f,Mismatch,obj,Diane talks to,him,6.160738945007324
simple,talks to,97,97_F_his,f,Mismatch,poss,Diane talks to,his,6.784829616546631
simple,had investigated,98,98_M_him,m,Match,obj,Richard had investigated,him,7.412562370300293
simple,had investigated,98,98_M_his,m,Match,poss,Richard had investigated,his,6.261053085327148
simple,had investigated,98,98_F_him,f,Mismatch,obj,Connie had investigated,him,7.066171169281006
simple,had investigated,98,98_F_his,f,Mismatch,poss,Connie had investigated,his,6.868687152862549
simple,can examine,99,99_M_him,m,Match,obj,Guy can examine,him,6.810673713684082
simple,can examine,99,99_M_his,m,Match,poss,Guy can examine,his,4.429702281951904
simple,can examine,99,99_F_him,f,Mismatch,obj,Amanda can examine,him,7.060717582702637
simple,can examine,99,99_F_his,f,Mismatch,poss,Amanda can examine,his,5.12824821472168
simple,should examine,100,100_M_him,m,Match,obj,Dan should examine,him,7.662128925323486
simple,should examine,100,100_M_his,m,Match,poss,Dan should examine,his,3.5097861289978027
simple,should examine,100,100_F_him,f,Mismatch,obj,Kristen should examine,him,7.789655685424805
simple,should examine,100,100_F_his,f,Mismatch,poss,Kristen should examine,his,3.797414779663086
simple,will draw,101,101_M_him,m,Match,obj,Craig will draw,him,7.840876579284668
simple,will draw,101,101_M_his,m,Match,poss,Craig will draw,his,5.106468200683594
simple,will draw,101,101_F_him,f,Mismatch,obj,Sally will draw,him,7.571372985839844
simple,will draw,101,101_F_his,f,Mismatch,poss,Sally will draw,his,5.828187942504883
simple,hasn't impressed,102,102_M_him,m,Match,obj,That man hasn't impressed,him,6.61541223526001
simple,hasn't impressed,102,102_M_his,m,Match,poss,That man hasn't impressed,his,8.0742769241333
simple,hasn't impressed,102,102_F_him,f,Mismatch,obj,Laura hasn't impressed,him,5.788259029388428
simple,hasn't impressed,102,102_F_his,f,Mismatch,poss,Laura hasn't impressed,his,7.628841400146484
simple,has discussed,103,103_M_him,m,Match,obj,Carlos has discussed,him,9.07150650024414
simple,has discussed,103,103_M_his,m,Match,poss,Carlos has discussed,his,3.390958547592163
simple,has discussed,103,103_F_him,f,Mismatch,obj,Susan has discussed,him,10.144394874572754
simple,has discussed,103,103_F_his,f,Mismatch,poss,Susan has discussed,his,6.471044063568115
simple,couldn't lead,104,104_M_him,m,Match,obj,Omar couldn't lead,him,6.774225234985352
simple,couldn't lead,104,104_M_his,m,Match,poss,Omar couldn't lead,his,3.7930691242218018
simple,couldn't lead,104,104_F_him,f,Mismatch,obj,Wendy couldn't lead,him,4.6762261390686035
simple,couldn't lead,104,104_F_his,f,Mismatch,poss,Wendy couldn't lead,his,6.895425319671631
simple,shocked,105,105_M_him,m,Match,obj,Carlos shocked,him,5.8316545486450195
simple,shocked,105,105_M_his,m,Match,poss,Carlos shocked,his,5.328980922698975
simple,shocked,105,105_F_him,f,Mismatch,obj,Christine shocked,him,5.434986591339111
simple,shocked,105,105_F_his,f,Mismatch,poss,Christine shocked,his,7.33895206451416
simple,was holding,106,106_M_him,m,Match,obj,Jason was holding,him,6.344205379486084
simple,was holding,106,106_M_his,m,Match,poss,Jason was holding,his,3.1372461318969727
simple,was holding,106,106_F_him,f,Mismatch,obj,Colleen was holding,him,5.3150482177734375
simple,was holding,106,106_F_his,f,Mismatch,poss,Colleen was holding,his,5.427501678466797
simple,was underwhelming,107,107_M_him,m,Match,obj,William was underwhelming,him,14.6290922164917
simple,was underwhelming,107,107_M_his,m,Match,poss,William was underwhelming,his,9.962760925292969
simple,was underwhelming,107,107_F_him,f,Mismatch,obj,Jessica was underwhelming,him,14.289862632751465
simple,was underwhelming,107,107_F_his,f,Mismatch,poss,Jessica was underwhelming,his,11.835624694824219
simple,criticized,108,108_M_him,m,Match,obj,The nephew criticized,him,5.383725166320801
simple,criticized,108,108_M_his,m,Match,poss,The nephew criticized,his,4.322491645812988
simple,criticized,108,108_F_him,f,Mismatch,obj,Eva criticized,him,6.706604957580566
simple,criticized,108,108_F_his,f,Mismatch,poss,Eva criticized,his,5.50960636138916
simple,distracts,109,109_M_him,m,Match,obj,Matt distracts,him,3.982333183288574
simple,distracts,109,109_M_his,m,Match,poss,Matt distracts,his,5.542604923248291
simple,distracts,109,109_F_him,f,Mismatch,obj,Melissa distracts,him,3.0738463401794434
simple,distracts,109,109_F_his,f,Mismatch,poss,Melissa distracts,his,7.8409600257873535
simple,kissed,110,110_M_him,m,Match,obj,Wayne kissed,him,3.479116201400757
simple,kissed,110,110_M_his,m,Match,poss,Wayne kissed,his,4.291025638580322
simple,kissed,110,110_F_him,f,Mismatch,obj,Diane kissed,him,2.077704429626465
simple,kissed,110,110_F_his,f,Mismatch,poss,Diane kissed,his,5.061192512512207
simple,shoots,111,111_M_him,m,Match,obj,Dennis shoots,him,5.910106658935547
simple,shoots,111,111_M_his,m,Match,poss,Dennis shoots,his,4.654272079467773
simple,shoots,111,111_F_him,f,Mismatch,obj,Elizabeth shoots,him,4.548072338104248
simple,shoots,111,111_F_his,f,Mismatch,poss,Elizabeth shoots,his,7.408998012542725
simple,talked about,112,112_M_him,m,Match,obj,Christopher talked about,him,7.785382270812988
simple,talked about,112,112_M_his,m,Match,poss,Christopher talked about,his,4.060301303863525
simple,talked about,112,112_F_him,f,Mismatch,obj,Sharon talked about,him,8.238580703735352
simple,talked about,112,112_F_his,f,Mismatch,poss,Sharon talked about,his,6.228527545928955
simple,distracted,113,113_M_him,m,Match,obj,That man distracted,him,5.234699726104736
simple,distracted,113,113_M_his,m,Match,poss,That man distracted,his,5.412869930267334
simple,distracted,113,113_F_him,f,Mismatch,obj,Deanna distracted,him,3.1800875663757324
simple,distracted,113,113_F_his,f,Mismatch,poss,Deanna distracted,his,7.66204833984375
simple,has heard,114,114_M_him,m,Match,obj,Donald has heard,him,7.233564853668213
simple,has heard,114,114_M_his,m,Match,poss,Donald has heard,his,6.301653861999512
simple,has heard,114,114_F_him,f,Mismatch,obj,Caroline has heard,him,7.61842155456543
simple,has heard,114,114_F_his,f,Mismatch,poss,Caroline has heard,his,8.075864791870117
simple,isn't teaching,115,115_M_him,m,Match,obj,Gary isn't teaching,him,5.16220235824585
simple,isn't teaching,115,115_M_his,m,Match,poss,Gary isn't teaching,his,3.8686437606811523
simple,isn't teaching,115,115_F_him,f,Mismatch,obj,Tracy isn't teaching,him,5.004539489746094
simple,isn't teaching,115,115_F_his,f,Mismatch,poss,Tracy isn't teaching,his,5.780519962310791
simple,approaches,116,116_M_him,m,Match,obj,Rodney approaches,him,5.875755310058594
simple,approaches,116,116_M_his,m,Match,poss,Rodney approaches,his,4.295653343200684
simple,approaches,116,116_F_him,f,Mismatch,obj,The girl approaches,him,2.9506068229675293
simple,approaches,116,116_F_his,f,Mismatch,poss,The girl approaches,his,6.713066101074219
simple,had chosen,117,117_M_him,m,Match,obj,Timothy had chosen,him,6.395928859710693
simple,had chosen,117,117_M_his,m,Match,poss,Timothy had chosen,his,4.949763298034668
simple,had chosen,117,117_F_him,f,Mismatch,obj,Martha had chosen,him,5.8165082931518555
simple,had chosen,117,117_F_his,f,Mismatch,poss,Martha had chosen,his,7.869456768035889
simple,returns to,118,118_M_him,m,Match,obj,Dan returns to,him,9.196365356445312
simple,returns to,118,118_M_his,m,Match,poss,Dan returns to,his,3.3107962608337402
simple,returns to,118,118_F_him,f,Mismatch,obj,Amelia returns to,him,8.438905715942383
simple,returns to,118,118_F_his,f,Mismatch,poss,Amelia returns to,his,4.956757545471191
simple,was hiring,119,119_M_him,m,Match,obj,Donald was hiring,him,6.7185845375061035
simple,was hiring,119,119_M_his,m,Match,poss,Donald was hiring,his,5.905304908752441
simple,was hiring,119,119_F_him,f,Mismatch,obj,Sharon was hiring,him,6.6614990234375
simple,was hiring,119,119_F_his,f,Mismatch,poss,Sharon was hiring,his,8.686201095581055
simple,revealed,120,120_M_him,m,Match,obj,Walter revealed,him,10.450197219848633
simple,revealed,120,120_M_his,m,Match,poss,Walter revealed,his,4.5119524002075195
simple,revealed,120,120_F_him,f,Mismatch,obj,April revealed,him,9.453008651733398
simple,revealed,120,120_F_his,f,Mismatch,poss,April revealed,his,5.063410758972168
simple,had fired,121,121_M_him,m,Match,obj,Randolf had fired,him,4.810262203216553
simple,had fired,121,121_M_his,m,Match,poss,Randolf had fired,his,3.2989935874938965
simple,had fired,121,121_F_him,f,Mismatch,obj,Jill had fired,him,4.325428009033203
simple,had fired,121,121_F_his,f,Mismatch,poss,Jill had fired,his,5.746865749359131
simple,isn't firing,122,122_M_him,m,Match,obj,Patrick isn't firing,him,7.575296401977539
simple,isn't firing,122,122_M_his,m,Match,poss,Patrick isn't firing,his,5.195859909057617
simple,isn't firing,122,122_F_him,f,Mismatch,obj,Martha isn't firing,him,7.810301780700684
simple,isn't firing,122,122_F_his,f,Mismatch,poss,Martha isn't firing,his,8.751972198486328
simple,investigated,123,123_M_him,m,Match,obj,Eric investigated,him,10.594494819641113
simple,investigated,123,123_M_his,m,Match,poss,Eric investigated,his,7.558322429656982
simple,investigated,123,123_F_him,f,Mismatch,obj,Elizabeth investigated,him,8.062434196472168
simple,investigated,123,123_F_his,f,Mismatch,poss,Elizabeth investigated,his,6.860063076019287
simple,hugs,124,124_M_him,m,Match,obj,Jason hugs,him,5.44041109085083
simple,hugs,124,124_M_his,m,Match,poss,Jason hugs,his,3.3544211387634277
simple,hugs,124,124_F_him,f,Mismatch,obj,Jane hugs,him,4.7179951667785645
simple,hugs,124,124_F_his,f,Mismatch,poss,Jane hugs,his,5.804636478424072
simple,hides,125,125_M_him,m,Match,obj,Derek hides,him,9.617742538452148
simple,hides,125,125_M_his,m,Match,poss,Derek hides,his,3.0899131298065186
simple,hides,125,125_F_him,f,Mismatch,obj,Beth hides,him,7.8534746170043945
simple,hides,125,125_F_his,f,Mismatch,poss,Beth hides,his,5.859055519104004
simple,can escape from,126,126_M_him,m,Match,obj,The man can escape from,him,7.293273448944092
simple,can escape from,126,126_M_his,m,Match,poss,The man can escape from,his,3.660602569580078
simple,can escape from,126,126_F_him,f,Mismatch,obj,Jennifer can escape from,him,5.731545925140381
simple,can escape from,126,126_F_his,f,Mismatch,poss,Jennifer can escape from,his,5.931638240814209
simple,isn't drawing,127,127_M_him,m,Match,obj,Larry isn't drawing,him,7.266310691833496
simple,isn't drawing,127,127_M_his,m,Match,poss,Larry isn't drawing,his,5.422628402709961
simple,isn't drawing,127,127_F_him,f,Mismatch,obj,Amelia isn't drawing,him,8.038331031799316
simple,isn't drawing,127,127_F_his,f,Mismatch,poss,Amelia isn't drawing,his,7.846292972564697
simple,visits,128,128_M_him,m,Match,obj,Jason visits,him,7.225790500640869
simple,visits,128,128_M_his,m,Match,poss,Jason visits,his,4.506834983825684
simple,visits,128,128_F_him,f,Mismatch,obj,Danielle visits,him,8.09210205078125
simple,visits,128,128_F_his,f,Mismatch,poss,Danielle visits,his,5.9848504066467285
simple,won't talk about,129,129_M_him,m,Match,obj,Todd won't talk about,him,7.243016719818115
simple,won't talk about,129,129_M_his,m,Match,poss,Todd won't talk about,his,3.628701686859131
